mag_s004_001 Magnetometer-Uncalibrated Non-wakeup,QST,2025-03-06_19-02-36.207_TGW
imuTimestamp,accuracy(more=better),mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
802486225,3,3.575,9.1125,151.9375,-27.0,-69.0,177.0
802486234,3,3.6000001,9.1125,151.9875,-27.0,-69.0,177.0
802486244,3,3.6625001,9.1375,152.02501,-27.0,-69.0,177.0
802486253,3,3.6875,9.1375,152.0125,-27.0,-69.0,177.0
802486263,3,3.7125,9.150001,152.0125,-27.0,-69.0,177.0
802486272,3,3.7,9.125,151.9875,-27.0,-69.0,177.0
802486282,3,3.6875,9.1125,151.9375,-27.0,-69.0,177.0
802486291,3,3.65,9.1,151.90001,-27.0,-69.0,177.0
802486301,3,3.6125,9.1125,151.83751,-27.0,-69.0,177.0
802486310,3,3.6000001,9.1375,151.8,-27.0,-69.0,177.0
802486320,3,3.575,9.1375,151.7625,-27.0,-69.0,177.0
802486329,3,3.5875,9.150001,151.71251,-27.0,-69.0,177.0
802486339,3,3.6000001,9.1625,151.675,-27.0,-69.0,177.0
802486348,3,3.6125,9.1875,151.65001,-27.0,-69.0,177.0
802486358,3,3.625,9.2,151.6375,-27.0,-69.0,177.0
802486367,3,3.6125,9.225,151.625,-27.0,-69.0,177.0
802486377,3,3.625,9.2,151.6625,-27.0,-69.0,177.0
802486386,3,3.6125,9.175,151.6625,-27.0,-69.0,177.0
802486396,3,3.6000001,9.1625,151.675,-27.0,-69.0,177.0
802486405,3,3.5875,9.1375,151.6875,-27.0,-69.0,177.0
802486415,3,3.5875,9.1125,151.71251,-27.0,-69.0,177.0
802486424,3,3.5875,9.087501,151.725,-27.0,-69.0,177.0
802486434,3,3.6000001,9.075,151.75,-27.0,-69.0,177.0
802486443,3,3.625,9.0625,151.7375,-27.0,-69.0,177.0
802486453,3,3.6125,9.075,151.71251,-27.0,-69.0,177.0
802486462,3,3.6125,9.087501,151.725,-27.0,-69.0,177.0
802486472,3,3.6125,9.087501,151.725,-27.0,-69.0,177.0
802486481,3,3.5875,9.1,151.7625,-27.0,-69.0,177.0
802486491,3,3.5875,9.1,151.7875,-27.0,-69.0,177.0
802486500,3,3.575,9.1125,151.8125,-27.0,-69.0,177.0
802486510,3,3.5875,9.1125,151.83751,-27.0,-69.0,177.0
802486519,3,3.6000001,9.087501,151.825,-27.0,-69.0,177.0
802486529,3,3.6625001,9.075,151.8,-27.0,-69.0,177.0
802486538,3,3.6875,9.05,151.7875,-27.0,-69.0,177.0
802486548,3,3.7125,9.05,151.7875,-27.0,-69.0,177.0
802486557,3,3.7250001,9.0625,151.7625,-27.0,-69.0,177.0
802486567,3,3.7250001,9.075,151.7625,-27.0,-69.0,177.0
802486576,3,3.7375,9.087501,151.7375,-27.0,-69.0,177.0
802486586,3,3.7375,9.1,151.71251,-27.0,-69.0,177.0
802486595,3,3.75,9.125,151.725,-27.0,-69.0,177.0
802486605,3,3.7250001,9.1375,151.7625,-27.0,-69.0,177.0
802486614,3,3.7375,9.175,151.8,-27.0,-69.0,177.0
802486624,3,3.7375,9.2,151.8125,-27.0,-69.0,177.0
802486633,3,3.7625,9.212501,151.85,-27.0,-69.0,177.0
