acc_s003_002 QTI-Accelerometer-Uncalibrated Non-wakeup,TDK-Invensense,2025-03-06_19-02-36.207_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),acc2_uncal_x[m/s^2],acc2_uncal_y[m/s^2],acc2_uncal_z[m/s^2]
802487667,3,1741276961495186670,-0.1040389,-9.788629,3.479123E-4
802487677,3,1741276961505083857,-0.10882731,-9.788629,0.0051363185
802487687,3,1741276961514995628,-0.10882731,-9.793417,0.009924725
802487697,3,1741276961524917347,-0.11361571,-9.779052,0.009924725
802487707,3,1741276961534848232,-0.10882731,-9.78384,-0.0044404864
802487717,3,1741276961544788440,-0.10882731,-9.802994,-0.02838251
802487727,3,1741276961554739170,-0.10882731,-9.788629,-0.009228885
802487737,3,1741276961564699586,-0.10882731,-9.78384,-0.0044404864
802487747,3,1741276961574669638,-0.1040389,-9.78384,0.0051363185
802487757,3,1741276961584652607,-0.1040389,-9.78384,-0.0044404864
802487767,3,1741276961594648180,-0.0992505,-9.788629,-0.0044404864
802487777,3,1741276961604654899,-0.0992505,-9.788629,-0.018805698
802487787,3,1741276961614678232,-0.11840411,-9.788629,0.0051363185
802487797,3,1741276961624713753,-0.10882731,-9.802994,-0.009228885
802487807,3,1741276961634761409,-0.11361571,-9.793417,-0.014017299
802487817,3,1741276961644820055,-0.10882731,-9.78384,3.479123E-4
802487827,3,1741276961654887815,-0.11361571,-9.788629,-0.023594096
802487837,3,1741276961664963649,-0.10882731,-9.78384,-0.023594096
802487847,3,1741276961675047086,-0.10882731,-9.788629,-0.014017299
802487857,3,1741276961685138232,-0.11840411,-9.788629,-0.018805698
802487868,3,1741276961695236982,-0.10882731,-9.793417,-0.009228885
802487878,3,1741276961705343232,-0.1040389,-9.78384,-0.014017299
802487888,3,1741276961715464170,-0.10882731,-9.78384,0.0051363185
802487898,3,1741276961725591774,-0.1040389,-9.788629,-0.0044404864
802487908,3,1741276961735725420,-0.10882731,-9.793417,-0.009228885
802487918,3,1741276961745865836,-0.11361571,-9.78384,3.479123E-4
802487928,3,1741276961756012347,-0.10882731,-9.788629,3.479123E-4
802487938,3,1741276961766163336,-0.1040389,-9.78384,0.0051363185
802487949,3,1741276961776318180,-0.1040389,-9.788629,-0.014017299
802487959,3,1741276961786476930,-0.11361571,-9.788629,-0.023594096
802487969,3,1741276961796641253,-0.10882731,-9.793417,-0.023594096
802487979,3,1741276961806809847,-0.10882731,-9.78384,-0.014017299
802487989,3,1741276961816987659,-0.11840411,-9.779052,-0.014017299
802487999,3,1741276961827168857,-0.1040389,-9.788629,3.479123E-4
802488010,3,1741276961837351565,-0.11361571,-9.788629,-0.009228885
802488019,3,1741276961847218128,-0.11361571,-9.798205,0.014713123
802488029,3,1741276961857085940,-0.12319252,-9.788629,0.009924725
802488039,3,1741276961866955420,-0.11361571,-9.788629,-0.014017299
802488049,3,1741276961876826461,-0.10882731,-9.788629,-0.0044404864
802488059,3,1741276961886700420,-0.11840411,-9.788629,3.479123E-4
802488069,3,1741276961896577659,-0.0992505,-9.788629,-0.009228885
802488079,3,1741276961906458388,-0.1040389,-9.793417,-0.0044404864
802488089,3,1741276961916349690,-0.10882731,-9.788629,-0.009228885
802488099,3,1741276961926245420,-0.11361571,-9.78384,-0.014017299
802488108,3,1741276961936145732,-0.10882731,-9.793417,-0.0044404864
802488118,3,1741276961946051045,-0.11840411,-9.779052,-0.009228885
802488128,3,1741276961955961670,-0.11361571,-9.779052,-0.009228885
802488138,3,1741276961965878024,-0.10882731,-9.78384,0.014713123
802488148,3,1741276961975799899,-0.11361571,-9.78384,-0.0044404864
802488158,3,1741276961985730420,-0.11361571,-9.788629,-0.014017299
802488168,3,1741276961995670628,-0.11361571,-9.798205,-0.009228885
802488178,3,1741276962005619378,-0.11840411,-9.798205,-0.018805698
802488188,3,1741276962015583388,-0.10882731,-9.78384,-0.023594096
802488198,3,1741276962025555315,-0.10882731,-9.78384,-0.0044404864
802488208,3,1741276962035534586,-0.0992505,-9.779052,0.0051363185
802488218,3,1741276962045521045,-0.11361571,-9.788629,-0.0044404864
802488228,3,1741276962055514013,-0.10882731,-9.788629,-0.009228885
802488238,3,1741276962065514013,-0.10882731,-9.788629,-0.0044404864
802488248,3,1741276962075520888,-0.11840411,-9.788629,-0.018805698
802488258,3,1741276962085534795,-0.10882731,-9.793417,-0.009228885
802488268,3,1741276962095555315,-0.11840411,-9.793417,-0.009228885
802488278,3,1741276962105582347,-0.11840411,-9.798205,-0.0044404864
802488288,3,1741276962115619795,-0.1040389,-9.788629,3.479123E-4
802488298,3,1741276962125663076,-0.1040389,-9.779052,-0.0044404864
802488308,3,1741276962135714690,-0.11361571,-9.788629,-0.0044404864
802488318,3,1741276962145772086,-0.10882731,-9.788629,0.009924725
802488328,3,1741276962155835367,-0.1040389,-9.779052,-0.014017299
802488338,3,1741276962165905836,-0.11361571,-9.788629,0.0051363185
802488348,3,1741276962175985420,-0.1040389,-9.793417,0.0051363185
802488358,3,1741276962186072972,-0.0992505,-9.78384,-0.0044404864
802488368,3,1741276962196166045,-0.10882731,-9.793417,-0.014017299
802488379,3,1741276962206266982,-0.11361571,-9.788629,3.479123E-4
802488389,3,1741276962216377815,-0.11361571,-9.788629,-0.023594096
802488399,3,1741276962226491670,-0.10882731,-9.78384,-0.023594096
802488409,3,1741276962236608284,-0.1040389,-9.78384,-0.0044404864
802488419,3,1741276962246727711,-0.10882731,-9.779052,-0.018805698
802488429,3,1741276962256848857,-0.1040389,-9.788629,-0.018805698
802488439,3,1741276962266971617,-0.1040389,-9.78384,0.009924725
802488449,3,1741276962277095680,-0.1040389,-9.793417,0.0051363185
802488459,3,1741276962287222190,-0.0944621,-9.788629,-0.009228885
802488470,3,1741276962297350576,-0.11361571,-9.788629,-0.018805698
802488480,3,1741276962307479222,-0.0992505,-9.793417,3.479123E-4
802488490,3,1741276962317613857,-0.10882731,-9.78384,0.0051363185
802488500,3,1741276962327621357,-0.11840411,-9.798205,3.479123E-4
802488510,3,1741276962337629899,-0.10882731,-9.793417,-0.0044404864
802488520,3,1741276962347640472,-0.0992505,-9.788629,-0.0044404864
802488530,3,1741276962357654013,-0.1040389,-9.788629,0.0051363185
802488540,3,1741276962367669170,-0.10882731,-9.788629,3.479123E-4
802488550,3,1741276962377685524,-0.1040389,-9.779052,-0.009228885
802488560,3,1741276962387704222,-0.10882731,-9.793417,0.0051363185
802488570,3,1741276962397725992,-0.10882731,-9.788629,0.009924725
802488580,3,1741276962407748701,-0.11361571,-9.788629,3.479123E-4
802488590,3,1741276962417778336,-0.10882731,-9.78384,3.479123E-4
802488600,3,1741276962427583753,-0.10882731,-9.788629,3.479123E-4
802488610,3,1741276962437389170,-0.10882731,-9.78384,-0.0044404864
802488619,3,1741276962447194742,-0.0992505,-9.798205,-0.009228885
802488629,3,1741276962457002242,-0.10882731,-9.788629,-0.014017299
802488639,3,1741276962466813545,-0.1040389,-9.788629,0.009924725
802488649,3,1741276962476629222,-0.11361571,-9.788629,-0.009228885
802488659,3,1741276962486449742,-0.10882731,-9.788629,-0.018805698
802488669,3,1741276962496274534,-0.10882731,-9.78384,-0.018805698
802488678,3,1741276962506104274,-0.0992505,-9.798205,-0.023594096
802488688,3,1741276962515948076,-0.11361571,-9.788629,-0.014017299
802488698,3,1741276962525797763,-0.11840411,-9.788629,-0.009228885
802488708,3,1741276962535653857,-0.1040389,-9.788629,-0.0044404864
802488718,3,1741276962545519847,-0.0992505,-9.798205,-0.014017299
802488728,3,1741276962555396149,-0.10882731,-9.793417,-0.014017299
802488738,3,1741276962565283076,-0.0992505,-9.793417,0.0051363185
802488747,3,1741276962575179586,-0.10882731,-9.788629,0.009924725
802488757,3,1741276962585086722,-0.1040389,-9.788629,-0.009228885
802488767,3,1741276962595004430,-0.11361571,-9.78384,-0.009228885
802488777,3,1741276962604930159,-0.1040389,-9.793417,3.479123E-4
802488787,3,1741276962614872503,-0.10882731,-9.798205,3.479123E-4
802488797,3,1741276962624822920,-0.1040389,-9.78384,3.479123E-4
802488807,3,1741276962634783024,-0.11361571,-9.788629,-0.0044404864
802488817,3,1741276962644752451,-0.10882731,-9.793417,-0.014017299
802488827,3,1741276962654730888,-0.11361571,-9.78384,-0.014017299
802488837,3,1741276962664718701,-0.1040389,-9.779052,-0.023594096
802488847,3,1741276962674715836,-0.10882731,-9.793417,3.479123E-4
802488857,3,1741276962684721774,-0.1040389,-9.779052,0.0051363185
802488867,3,1741276962694736253,-0.11361571,-9.779052,-0.014017299
802488877,3,1741276962704759378,-0.10882731,-9.793417,-0.0044404864
802488887,3,1741276962714798180,-0.1040389,-9.788629,-0.018805698
802488897,3,1741276962724844847,-0.0992505,-9.779052,-0.0044404864
802488907,3,1741276962734901409,-0.0944621,-9.78384,0.0051363185
802488917,3,1741276962744969378,-0.1040389,-9.788629,-0.0044404864
802488927,3,1741276962755046461,-0.1040389,-9.78384,-0.0044404864
802488937,3,1741276962765133857,-0.1040389,-9.793417,-0.014017299
802488948,3,1741276962775231357,-0.0944621,-9.78384,-0.009228885
802488958,3,1741276962785338753,-0.10882731,-9.78384,0.0051363185
802488968,3,1741276962795454222,-0.10882731,-9.793417,-0.014017299
802488978,3,1741276962805576097,-0.10882731,-9.788629,-0.009228885
802488988,3,1741276962815713545,-0.10882731,-9.788629,-0.009228885
802488998,3,1741276962825858232,-0.10882731,-9.793417,-0.023594096
802489008,3,1741276962836007347,-0.0992505,-9.78384,-0.023594096
802489018,3,1741276962846162659,-0.10882731,-9.793417,-0.023594096
802489029,3,1741276962856322034,-0.10882731,-9.793417,-0.023594096
802489039,3,1741276962866484170,-0.11361571,-9.793417,-0.0044404864
802489049,3,1741276962876650784,-0.10882731,-9.779052,-0.009228885
802489059,3,1741276962886821253,-0.10882731,-9.788629,-0.009228885
802489069,3,1741276962896992763,-0.10882731,-9.793417,-0.014017299
802489079,3,1741276962907165420,-0.10882731,-9.788629,-0.018805698
802489090,3,1741276962917343336,-0.10882731,-9.798205,-0.009228885
802489100,3,1741276962927522242,-0.10882731,-9.78384,-0.0044404864
802489110,3,1741276962937701982,-0.0992505,-9.78384,-0.018805698
802489120,3,1741276962947881722,-0.10882731,-9.78384,-0.009228885
802489130,3,1741276962957911045,-0.10882731,-9.788629,-0.018805698
802489140,3,1741276962967940784,-0.11361571,-9.793417,-0.023594096
802489150,3,1741276962977746201,-0.10882731,-9.793417,-0.009228885
802489160,3,1741276962987551617,-0.1040389,-9.788629,-0.018805698
802489170,3,1741276962997357503,-0.10882731,-9.793417,3.479123E-4
802489179,3,1741276963007164117,-0.10882731,-9.78384,-0.0044404864
802489189,3,1741276963016980940,-0.10882731,-9.793417,0.0051363185
802489199,3,1741276963026799795,-0.11361571,-9.788629,0.0051363185
802489209,3,1741276963036622607,-0.11361571,-9.788629,-0.009228885
802489219,3,1741276963046449326,-0.10882731,-9.779052,-0.0044404864
802489229,3,1741276963056279586,-0.10882731,-9.788629,-0.009228885
802489238,3,1741276963066113753,-0.1040389,-9.78384,-0.02838251
802489248,3,1741276963075952242,-0.10882731,-9.788629,-0.018805698
802489258,3,1741276963085795680,-0.11361571,-9.788629,0.009924725
802489268,3,1741276963095644482,-0.10882731,-9.788629,3.479123E-4
802489278,3,1741276963105499326,-0.11840411,-9.788629,0.0051363185
802489288,3,1741276963115369274,-0.1040389,-9.798205,0.014713123
802489298,3,1741276963125247763,-0.0992505,-9.793417,3.479123E-4
802489307,3,1741276963135135159,-0.10882731,-9.793417,-0.02838251
802489317,3,1741276963145032451,-0.1040389,-9.78384,-0.018805698
802489327,3,1741276963154939795,-0.10882731,-9.798205,-0.014017299
802489337,3,1741276963164857451,-0.10882731,-9.793417,-0.0044404864
802489347,3,1741276963174784430,-0.10882731,-9.779052,-0.009228885
802489357,3,1741276963184720211,-0.10882731,-9.788629,-0.018805698
802489367,3,1741276963194664795,-0.10882731,-9.788629,-0.018805698
802489377,3,1741276963204618961,-0.1040389,-9.788629,-0.018805698
802489387,3,1741276963214589951,-0.1040389,-9.798205,0.0051363185
802489397,3,1741276963224570211,-0.10882731,-9.788629,-0.0044404864
802489407,3,1741276963234559847,-0.1040389,-9.78384,3.479123E-4
802489417,3,1741276963244559430,-0.0992505,-9.78384,-0.0044404864
802489427,3,1741276963254568597,-0.1040389,-9.779052,-0.009228885
802489437,3,1741276963264586982,-0.0992505,-9.788629,3.479123E-4
802489447,3,1741276963274614586,-0.10882731,-9.793417,3.479123E-4
802489457,3,1741276963284651409,-0.10882731,-9.793417,-0.014017299
802489467,3,1741276963294697138,-0.0992505,-9.788629,-0.023594096
802489477,3,1741276963304753857,-0.10882731,-9.798205,-0.018805698
802489487,3,1741276963314823597,-0.11361571,-9.798205,-0.0044404864
802489497,3,1741276963324901930,-0.1040389,-9.793417,-0.0044404864
802489507,3,1741276963334988649,-0.10882731,-9.793417,-0.009228885
802489517,3,1741276963345084274,-0.10882731,-9.78384,3.479123E-4
802489527,3,1741276963355188597,-0.0992505,-9.78384,-0.009228885
802489538,3,1741276963365299795,-0.1040389,-9.788629,3.479123E-4
802489548,3,1741276963375417503,-0.10882731,-9.793417,-0.009228885
802489558,3,1741276963385541513,-0.10882731,-9.788629,3.479123E-4
802489568,3,1741276963395672190,-0.0992505,-9.779052,0.009924725
802489578,3,1741276963405807972,-0.10882731,-9.802994,-0.009228885
802489588,3,1741276963415951878,-0.11840411,-9.798205,-0.018805698
802489598,3,1741276963426100003,-0.0992505,-9.78384,-0.009228885
802489609,3,1741276963436251826,-0.1040389,-9.788629,0.0051363185
802489619,3,1741276963446407399,-0.1040389,-9.793417,0.0051363185
802489629,3,1741276963456565732,-0.10882731,-9.788629,-0.009228885
802489639,3,1741276963466726357,-0.1040389,-9.788629,-0.014017299
802489649,3,1741276963476888388,-0.11361571,-9.788629,-0.018805698
802489659,3,1741276963487051617,-0.11361571,-9.78384,-0.014017299
802489669,3,1741276963497216774,-0.11361571,-9.78384,-0.014017299
802489680,3,1741276963507382972,-0.1040389,-9.788629,-0.018805698
802489690,3,1741276963517556722,-0.10882731,-9.78384,-0.0044404864
802489700,3,1741276963527732451,-0.1040389,-9.78384,-0.014017299
802489710,3,1741276963537908284,-0.11361571,-9.779052,3.479123E-4
802489720,3,1741276963547899638,-0.1040389,-9.779052,0.009924725
802489730,3,1741276963557786149,-0.10882731,-9.78384,-0.009228885
802489740,3,1741276963567591565,-0.11361571,-9.78384,3.479123E-4
802489750,3,1741276963577396982,-0.1040389,-9.779052,-0.014017299
802489759,3,1741276963587203440,-0.11361571,-9.788629,0.009924725
802489769,3,1741276963597010836,-0.11361571,-9.793417,-0.0044404864
802489779,3,1741276963606820315,-0.10882731,-9.788629,-0.014017299
802489789,3,1741276963616638857,-0.10882731,-9.788629,-0.014017299
802489799,3,1741276963626460680,-0.10882731,-9.78384,-0.014017299
802489809,3,1741276963636286097,-0.1040389,-9.788629,3.479123E-4
802489818,3,1741276963646116409,-0.10882731,-9.788629,-0.018805698
802489828,3,1741276963655984742,-0.0944621,-9.788629,-0.0044404864
802489838,3,1741276963665891670,-0.11361571,-9.779052,-0.014017299
802489848,3,1741276963675802347,-0.0992505,-9.788629,-0.014017299
802489858,3,1741276963685713024,-0.1040389,-9.788629,-0.009228885
802489868,3,1741276963695627920,-0.0992505,-9.793417,-0.018805698
802489878,3,1741276963705542815,-0.11361571,-9.793417,-0.0044404864
802489888,3,1741276963715471930,-0.10882731,-9.793417,0.0051363185
802489898,3,1741276963725409378,-0.11840411,-9.788629,3.479123E-4
802489908,3,1741276963735387867,-0.11840411,-9.774263,-0.023594096
802489918,3,1741276963745406774,-0.11361571,-9.788629,-0.023594096
802489928,3,1741276963755466097,-0.11361571,-9.788629,-0.018805698
802489938,3,1741276963765564690,-0.11361571,-9.793417,3.479123E-4
802489948,3,1741276963775701930,-0.11361571,-9.793417,-0.023594096
802489958,3,1741276963785878180,-0.11361571,-9.788629,0.0051363185
802489968,3,1741276963796078180,-0.11840411,-9.78384,-0.018805698
802489979,3,1741276963806278180,-0.11361571,-9.793417,-0.0044404864
802489989,3,1741276963816478180,-0.11361571,-9.788629,3.479123E-4
802489999,3,1741276963826678180,-0.11361571,-9.779052,3.479123E-4
