acc_s001_004 Accelerometer-Uncalibrated Non-wakeup,STMicro,2025-03-06_19-02-36.207_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),acc_uncal_x[m/s^2],acc_uncal_y[m/s^2],acc_uncal_z[m/s^2],acc_bias_x[m/s^2],acc_bias_y[m/s^2],acc_bias_z[m/s^2]
802486518,3,1741276960345760420,0.10378868,-9.755538,0.15463616,0.0,0.0,0.0
802486528,3,1741276960355943597,0.100199446,-9.768997,0.16271193,0.0,0.0,0.0
802486538,3,1741276960366126774,0.09750752,-9.771989,0.148355,0.0,0.0,0.0
802486549,3,1741276960376309951,0.117547415,-9.754641,0.15373886,0.0,0.0,0.0
802486559,3,1741276960386493128,0.11425728,-9.763314,0.15134603,0.0,0.0,0.0
802486569,3,1741276960396676305,0.1055833,-9.755538,0.15403795,0.0,0.0,0.0
802486579,3,1741276960406859482,0.103190474,-9.771091,0.15882361,0.0,0.0,0.0
802486589,3,1741276960416866878,0.102592275,-9.7654085,0.16331014,0.0,0.0,0.0
802486599,3,1741276960426756670,0.10857433,-9.767801,0.1480559,0.0,0.0,0.0
802486609,3,1741276960436892972,0.10677971,-9.769596,0.15224335,0.0,0.0,0.0
802486619,3,1741276960447076149,0.10109676,-9.762118,0.15672988,0.0,0.0,0.0
802486630,3,1741276960457259326,0.10767702,-9.756136,0.15882361,0.0,0.0,0.0
802486640,3,1741276960467423336,0.115752794,-9.767502,0.15553348,0.0,0.0,0.0
802486650,3,1741276960477417815,0.09840483,-9.751948,0.15314065,0.0,0.0,0.0
802486660,3,1741276960487401774,0.11156536,-9.775279,0.16570297,0.0,0.0,0.0
802486670,3,1741276960497232711,0.117547415,-9.764511,0.17078772,0.0,0.0,0.0
802486680,3,1741276960507392607,0.104985096,-9.762417,0.1576272,0.0,0.0,0.0
802486690,3,1741276960517376565,0.104985096,-9.765109,0.1582254,0.0,0.0,0.0
802486700,3,1741276960527289899,0.09421739,-9.75823,0.15583257,0.0,0.0,0.0
802486710,3,1741276960537321357,0.104087785,-9.765109,0.15254244,0.0,0.0,0.0
802486720,3,1741276960547496513,0.10797612,-9.765109,0.16151553,0.0,0.0,0.0
802486730,3,1741276960557679690,0.09720842,-9.759726,0.14925231,0.0,0.0,0.0
802486740,3,1741276960567862867,0.1052842,-9.759128,0.16420746,0.0,0.0,0.0
802486750,3,1741276960578046045,0.10857433,-9.759426,0.1486541,0.0,0.0,0.0
802486761,3,1741276960588229222,0.112761766,-9.753743,0.16360925,0.0,0.0,0.0
802486771,3,1741276960598412399,0.11395818,-9.764811,0.16181463,0.0,0.0,0.0
802486781,3,1741276960608572138,0.10378868,-9.7681,0.15134603,0.0,0.0,0.0
802486791,3,1741276960618567815,0.10229317,-9.769596,0.17288144,0.0,0.0,0.0
802486801,3,1741276960628750992,0.10707881,-9.7704935,0.15343975,0.0,0.0,0.0
802486811,3,1741276960638913336,0.10977074,-9.758529,0.15194423,0.0,0.0,0.0
802486821,3,1741276960648916930,0.10827523,-9.764511,0.16241284,0.0,0.0,0.0
802486831,3,1741276960658901670,0.11425728,-9.767801,0.15044872,0.0,0.0,0.0
802486841,3,1741276960668885732,0.11455639,-9.760024,0.16002001,0.0,0.0,0.0
802486851,3,1741276960678870472,0.10917253,-9.748658,0.15403795,0.0,0.0,0.0
802486861,3,1741276960688854430,0.10049855,-9.764511,0.1477568,0.0,0.0,0.0
802486871,3,1741276960698839274,0.110368945,-9.7681,0.16331014,0.0,0.0,0.0
802486881,3,1741276960708824013,0.11006984,-9.763614,0.14626129,0.0,0.0,0.0
802486891,3,1741276960718807972,0.11425728,-9.757333,0.16241284,0.0,0.0,0.0
802486901,3,1741276960728956097,0.10707881,-9.760024,0.1591227,0.0,0.0,0.0
802486911,3,1741276960739139274,0.10049855,-9.757631,0.16211374,0.0,0.0,0.0
802486922,3,1741276960749298232,0.1058824,-9.764511,0.1689931,0.0,0.0,0.0
802486932,3,1741276960759333388,0.096909314,-9.762716,0.16002001,0.0,0.0,0.0
802486942,3,1741276960769318232,0.11365908,-9.773783,0.16390835,0.0,0.0,0.0
802486952,3,1741276960779302920,0.10917253,-9.768399,0.15254244,0.0,0.0,0.0
802486962,3,1741276960789287034,0.11156536,-9.774382,0.14596218,0.0,0.0,0.0
802486972,3,1741276960799271878,0.11006984,-9.754341,0.15972091,0.0,0.0,0.0
802486982,3,1741276960809256565,0.10707881,-9.7681,0.15732808,0.0,0.0,0.0
802486992,3,1741276960819240680,0.112761766,-9.751051,0.15433706,0.0,0.0,0.0
802487001,3,1741276960829225367,0.10857433,-9.758529,0.15164514,0.0,0.0,0.0
802487011,3,1741276960839209482,0.11066805,-9.773484,0.15314065,0.0,0.0,0.0
802487021,3,1741276960849194326,0.10468599,-9.766306,0.15044872,0.0,0.0,0.0
802487031,3,1741276960859179013,0.10857433,-9.7609215,0.15014961,0.0,0.0,0.0
802487041,3,1741276960869163128,0.10049855,-9.768399,0.15164514,0.0,0.0,0.0
802487051,3,1741276960879147815,0.10049855,-9.755837,0.15613168,0.0,0.0,0.0
802487061,3,1741276960889143597,0.11425728,-9.77468,0.16091733,0.0,0.0,0.0
802487072,3,1741276960899326774,0.10797612,-9.754043,0.1486541,0.0,0.0,0.0
802487082,3,1741276960909509951,0.09930214,-9.773783,0.14476576,0.0,0.0,0.0
802487092,3,1741276960919652711,0.103190474,-9.767203,0.15613168,0.0,0.0,0.0
802487102,3,1741276960929657659,0.10707881,-9.763314,0.15134603,0.0,0.0,0.0
802487112,3,1741276960939641826,0.11425728,-9.76152,0.15314065,0.0,0.0,0.0
802487122,3,1741276960949626670,0.11425728,-9.754043,0.15164514,0.0,0.0,0.0
802487132,3,1741276960959611305,0.10677971,-9.773783,0.15613168,0.0,0.0,0.0
802487142,3,1741276960969595472,0.10438689,-9.755239,0.15194423,0.0,0.0,0.0
802487152,3,1741276960979580315,0.11006984,-9.769596,0.1468595,0.0,0.0,0.0
802487162,3,1741276960989564951,0.103190474,-9.7501545,0.1576272,0.0,0.0,0.0
802487172,3,1741276960999549117,0.10468599,-9.763314,0.15194423,0.0,0.0,0.0
802487182,3,1741276961009533753,0.106480606,-9.769596,0.14955142,0.0,0.0,0.0
802487192,3,1741276961019517920,0.11724831,-9.766904,0.15224335,0.0,0.0,0.0
802487202,3,1741276961029502763,0.1058824,-9.77498,0.14386846,0.0,0.0,0.0
802487212,3,1741276961039487399,0.11066805,-9.769895,0.15284155,0.0,0.0,0.0
802487222,3,1741276961049471565,0.10767702,-9.750453,0.1576272,0.0,0.0,0.0
802487232,3,1741276961059456409,0.10737792,-9.768997,0.15403795,0.0,0.0,0.0
802487242,3,1741276961069441045,0.106480606,-9.755538,0.16241284,0.0,0.0,0.0
802487252,3,1741276961079425159,0.104087785,-9.764811,0.14955142,0.0,0.0,0.0
802487262,3,1741276961089409795,0.111266255,-9.763314,0.15134603,0.0,0.0,0.0
802487272,3,1741276961099393961,0.10707881,-9.764212,0.16151553,0.0,0.0,0.0
802487282,3,1741276961109378597,0.10707881,-9.766306,0.15433706,0.0,0.0,0.0
802487292,3,1741276961119362711,0.10827523,-9.765707,0.1582254,0.0,0.0,0.0
802487302,3,1741276961129347555,0.09750752,-9.760324,0.15493527,0.0,0.0,0.0
802487312,3,1741276961139332399,0.10827523,-9.765707,0.148355,0.0,0.0,0.0
802487322,3,1741276961149317034,0.09720842,-9.753145,0.1480559,0.0,0.0,0.0
802487332,3,1741276961159301201,0.104985096,-9.7704935,0.15224335,0.0,0.0,0.0
802487342,3,1741276961169286045,0.109471634,-9.773185,0.15284155,0.0,0.0,0.0
802487352,3,1741276961179270680,0.11365908,-9.756734,0.14476576,0.0,0.0,0.0
802487362,3,1741276961189254847,0.10797612,-9.771989,0.15314065,0.0,0.0,0.0
802487372,3,1741276961199239482,0.10378868,-9.756734,0.15493527,0.0,0.0,0.0
802487381,3,1741276961209223649,0.12502499,-9.764511,0.15164514,0.0,0.0,0.0
802487391,3,1741276961219208492,0.10737792,-9.765109,0.14237295,0.0,0.0,0.0
802487401,3,1741276961229193128,0.11246266,-9.766306,0.15493527,0.0,0.0,0.0
802487411,3,1741276961239177295,0.10289137,-9.755538,0.14895321,0.0,0.0,0.0
802487421,3,1741276961249162138,0.109471634,-9.765707,0.14476576,0.0,0.0,0.0
802487431,3,1741276961259146774,0.089132644,-9.757931,0.14895321,0.0,0.0,0.0
802487441,3,1741276961269130940,0.100199446,-9.772587,0.15523437,0.0,0.0,0.0
802487451,3,1741276961279115576,0.09361918,-9.773783,0.1471586,0.0,0.0,0.0
802487461,3,1741276961289099742,0.10199407,-9.757931,0.15463616,0.0,0.0,0.0
802487471,3,1741276961299084586,0.11395818,-9.755837,0.14446667,0.0,0.0,0.0
802487481,3,1741276961309069222,0.11246266,-9.773484,0.14985052,0.0,0.0,0.0
802487491,3,1741276961319053388,0.10857433,-9.7681,0.15224335,0.0,0.0,0.0
802487501,3,1741276961329038024,0.10797612,-9.75494,0.1378864,0.0,0.0,0.0
802487511,3,1741276961339022190,0.10139586,-9.764212,0.15044872,0.0,0.0,0.0
802487521,3,1741276961349007034,0.103190474,-9.759426,0.14506488,0.0,0.0,0.0
802487531,3,1741276961358991670,0.11246266,-9.759726,0.1468595,0.0,0.0,0.0
802487541,3,1741276961368975836,0.10109676,-9.768997,0.14267205,0.0,0.0,0.0
802487551,3,1741276961378960680,0.11515459,-9.750752,0.15224335,0.0,0.0,0.0
802487561,3,1741276961388945315,0.104087785,-9.758529,0.15493527,0.0,0.0,0.0
802487571,3,1741276961398929482,0.119042926,-9.764212,0.14895321,0.0,0.0,0.0
802487581,3,1741276961408914117,0.11425728,-9.760324,0.14656039,0.0,0.0,0.0
802487591,3,1741276961418898284,0.1052842,-9.763314,0.14207384,0.0,0.0,0.0
802487601,3,1741276961428883128,0.115752794,-9.768997,0.1486541,0.0,0.0,0.0
802487611,3,1741276961438867763,0.111864455,-9.756734,0.14297116,0.0,0.0,0.0
802487621,3,1741276961448851930,0.103190474,-9.768699,0.15343975,0.0,0.0,0.0
802487631,3,1741276961458836774,0.09930214,-9.758529,0.13938192,0.0,0.0,0.0
802487641,3,1741276961468821409,0.10767702,-9.773783,0.1585245,0.0,0.0,0.0
802487651,3,1741276961478805576,0.11784652,-9.76152,0.14476576,0.0,0.0,0.0
802487661,3,1741276961488790420,0.1160519,-9.761221,0.13848461,0.0,0.0,0.0
802487671,3,1741276961498775055,0.09750752,-9.764212,0.13758731,0.0,0.0,0.0
802487681,3,1741276961508759222,0.10827523,-9.759128,0.14745769,0.0,0.0,0.0
802487691,3,1741276961518743857,0.11066805,-9.754043,0.14985052,0.0,0.0,0.0
802487701,3,1741276961528728024,0.10707881,-9.766006,0.15613168,0.0,0.0,0.0
802487711,3,1741276961538712867,0.122931264,-9.771689,0.1477568,0.0,0.0,0.0
802487721,3,1741276961548697503,0.09750752,-9.772886,0.14087744,0.0,0.0,0.0
802487731,3,1741276961558681670,0.10767702,-9.765109,0.15164514,0.0,0.0,0.0
802487741,3,1741276961568666513,0.096909314,-9.762417,0.14386846,0.0,0.0,0.0
802487751,3,1741276961578651149,0.1052842,-9.762118,0.13998012,0.0,0.0,0.0
802487761,3,1741276961588635315,0.10199407,-9.760623,0.15343975,0.0,0.0,0.0
802487771,3,1741276961598619951,0.102592275,-9.763314,0.14566308,0.0,0.0,0.0
802487781,3,1741276961608604117,0.109471634,-9.763314,0.15074782,0.0,0.0,0.0
802487791,3,1741276961618588961,0.111266255,-9.765109,0.13998012,0.0,0.0,0.0
802487801,3,1741276961628573597,0.103190474,-9.765707,0.1486541,0.0,0.0,0.0
802487811,3,1741276961638557763,0.106480606,-9.76152,0.14117654,0.0,0.0,0.0
802487821,3,1741276961648542607,0.11066805,-9.7609215,0.14745769,0.0,0.0,0.0
802487831,3,1741276961658527242,0.09900304,-9.767801,0.14327025,0.0,0.0,0.0
802487841,3,1741276961668511409,0.10289137,-9.75494,0.14207384,0.0,0.0,0.0
802487851,3,1741276961678496045,0.111864455,-9.768699,0.14386846,0.0,0.0,0.0
802487861,3,1741276961688480211,0.104087785,-9.758828,0.13878371,0.0,0.0,0.0
802487871,3,1741276961698465055,0.10109676,-9.7609215,0.15044872,0.0,0.0,0.0
802487881,3,1741276961708449690,0.11156536,-9.771091,0.15373886,0.0,0.0,0.0
802487891,3,1741276961718433857,0.10827523,-9.75494,0.15074782,0.0,0.0,0.0
802487901,3,1741276961728418701,0.09601201,-9.766904,0.14117654,0.0,0.0,0.0
802487911,3,1741276961738403336,0.10677971,-9.757033,0.13998012,0.0,0.0,0.0
802487921,3,1741276961748387503,0.095413804,-9.767502,0.14476576,0.0,0.0,0.0
802487931,3,1741276961758372347,0.10797612,-9.751948,0.1378864,0.0,0.0,0.0
802487941,3,1741276961768356982,0.11724831,-9.757931,0.13998012,0.0,0.0,0.0
802487951,3,1741276961778341149,0.09661021,-9.752846,0.14476576,0.0,0.0,0.0
802487961,3,1741276961788325784,0.097806625,-9.7681,0.15373886,0.0,0.0,0.0
802487971,3,1741276961798309951,0.10977074,-9.762417,0.14955142,0.0,0.0,0.0
802487981,3,1741276961808294795,0.104985096,-9.763016,0.148355,0.0,0.0,0.0
802487991,3,1741276961818279430,0.10857433,-9.764212,0.14386846,0.0,0.0,0.0
802488001,3,1741276961828263597,0.117547415,-9.768997,0.14117654,0.0,0.0,0.0
802488011,3,1741276961838248440,0.09960124,-9.755837,0.14027923,0.0,0.0,0.0
802488021,3,1741276961848233076,0.11246266,-9.764511,0.13938192,0.0,0.0,0.0
802488030,3,1741276961858217242,0.111266255,-9.768997,0.14057833,0.0,0.0,0.0
802488040,3,1741276961868201878,0.10767702,-9.761819,0.14087744,0.0,0.0,0.0
802488050,3,1741276961878186045,0.11096715,-9.765707,0.14596218,0.0,0.0,0.0
802488060,3,1741276961888170888,0.106480606,-9.764811,0.13310076,0.0,0.0,0.0
802488070,3,1741276961898155524,0.11395818,-9.751948,0.15134603,0.0,0.0,0.0
802488080,3,1741276961908139690,0.103190474,-9.759726,0.14626129,0.0,0.0,0.0
802488090,3,1741276961918124534,0.106480606,-9.756734,0.13938192,0.0,0.0,0.0
802488100,3,1741276961928109170,0.1055833,-9.769297,0.15134603,0.0,0.0,0.0
802488110,3,1741276961938093336,0.102592275,-9.747462,0.13758731,0.0,0.0,0.0
802488120,3,1741276961948078180,0.11485548,-9.755837,0.13369897,0.0,0.0,0.0
802488130,3,1741276961958062815,0.08883354,-9.768699,0.1486541,0.0,0.0,0.0
802488140,3,1741276961968046982,0.10079765,-9.755239,0.14327025,0.0,0.0,0.0
802488150,3,1741276961978031617,0.0951147,-9.767502,0.15044872,0.0,0.0,0.0
802488160,3,1741276961988015784,0.09720842,-9.769297,0.13489537,0.0,0.0,0.0
802488170,3,1741276961998000628,0.11066805,-9.779466,0.14237295,0.0,0.0,0.0
802488180,3,1741276962007985263,0.103190474,-9.755538,0.148355,0.0,0.0,0.0
802488190,3,1741276962017969430,0.111864455,-9.755239,0.13758731,0.0,0.0,0.0
802488200,3,1741276962027954274,0.10857433,-9.758529,0.14506488,0.0,0.0,0.0
802488210,3,1741276962037938909,0.115752794,-9.758529,0.13878371,0.0,0.0,0.0
802488220,3,1741276962047923076,0.12233306,-9.764212,0.13609178,0.0,0.0,0.0
802488230,3,1741276962057907920,0.11096715,-9.766904,0.13220344,0.0,0.0,0.0
802488240,3,1741276962067892555,0.106480606,-9.766006,0.13549358,0.0,0.0,0.0
802488250,3,1741276962077876722,0.106480606,-9.755239,0.14446667,0.0,0.0,0.0
802488260,3,1741276962087861565,0.11216356,-9.76152,0.13280165,0.0,0.0,0.0
802488270,3,1741276962097846201,0.11784652,-9.769596,0.13998012,0.0,0.0,0.0
802488280,3,1741276962107830367,0.10199407,-9.773783,0.14446667,0.0,0.0,0.0
802488290,3,1741276962117815003,0.104087785,-9.749855,0.14955142,0.0,0.0,0.0
802488300,3,1741276962127799170,0.112761766,-9.760024,0.13369897,0.0,0.0,0.0
802488310,3,1741276962137784013,0.109471634,-9.771989,0.14446667,0.0,0.0,0.0
802488320,3,1741276962147768649,0.10857433,-9.754641,0.14386846,0.0,0.0,0.0
802488330,3,1741276962157752815,0.11066805,-9.762716,0.1369891,0.0,0.0,0.0
802488340,3,1741276962167737659,0.112761766,-9.772886,0.13459627,0.0,0.0,0.0
802488350,3,1741276962177722295,0.10199407,-9.762118,0.13758731,0.0,0.0,0.0
802488360,3,1741276962187706461,0.09571291,-9.766604,0.13968103,0.0,0.0,0.0
802488370,3,1741276962197691305,0.09960124,-9.772287,0.13758731,0.0,0.0,0.0
802488380,3,1741276962207675940,0.102592275,-9.752248,0.13968103,0.0,0.0,0.0
802488390,3,1741276962217660107,0.09571291,-9.768399,0.1381855,0.0,0.0,0.0
802488400,3,1741276962227644951,0.10917253,-9.763614,0.14267205,0.0,0.0,0.0
802488410,3,1741276962237629586,0.0948156,-9.766306,0.13280165,0.0,0.0,0.0
802488420,3,1741276962247613753,0.111864455,-9.760623,0.1369891,0.0,0.0,0.0
802488430,3,1741276962257598388,0.11455639,-9.759128,0.13519448,0.0,0.0,0.0
802488440,3,1741276962267582555,0.09990034,-9.753145,0.13160525,0.0,0.0,0.0
802488450,3,1741276962277567399,0.111864455,-9.766006,0.12233306,0.0,0.0,0.0
802488460,3,1741276962287552034,0.09930214,-9.750752,0.13998012,0.0,0.0,0.0
802488470,3,1741276962297536201,0.10707881,-9.756435,0.13878371,0.0,0.0,0.0
802488480,3,1741276962307521045,0.10827523,-9.768699,0.13130614,0.0,0.0,0.0
802488490,3,1741276962317505680,0.10977074,-9.762417,0.13878371,0.0,0.0,0.0
802488500,3,1741276962327489847,0.115752794,-9.753145,0.13938192,0.0,0.0,0.0
802488510,3,1741276962337474690,0.10887343,-9.754641,0.13579269,0.0,0.0,0.0
802488520,3,1741276962347459326,0.11006984,-9.757033,0.13758731,0.0,0.0,0.0
802488530,3,1741276962357443492,0.116351,-9.745967,0.13339986,0.0,0.0,0.0
802488540,3,1741276962367428336,0.1052842,-9.75494,0.14087744,0.0,0.0,0.0
802488550,3,1741276962377412972,0.0948156,-9.760024,0.13459627,0.0,0.0,0.0
802488560,3,1741276962387397138,0.10079765,-9.759128,0.1369891,0.0,0.0,0.0
802488570,3,1741276962397381982,0.1061815,-9.749257,0.1369891,0.0,0.0,0.0
802488580,3,1741276962407366617,0.10977074,-9.770792,0.12831512,0.0,0.0,0.0
802488590,3,1741276962417350784,0.104985096,-9.75823,0.13878371,0.0,0.0,0.0
802488600,3,1741276962427335420,0.102592275,-9.7609215,0.13429718,0.0,0.0,0.0
802488610,3,1741276962437319586,0.11365908,-9.767203,0.1369891,0.0,0.0,0.0
802488620,3,1741276962447304430,0.110368945,-9.760623,0.13549358,0.0,0.0,0.0
802488630,3,1741276962457289065,0.102592275,-9.769895,0.14446667,0.0,0.0,0.0
802488640,3,1741276962467273232,0.09750752,-9.764212,0.14356937,0.0,0.0,0.0
802488650,3,1741276962477258076,0.11455639,-9.762417,0.12801601,0.0,0.0,0.0
802488660,3,1741276962487242711,0.09840483,-9.762417,0.13668999,0.0,0.0,0.0
