gyro_s003_002 QTI-Gyroscope-Uncalibrated Non-wakeup,TDK-Invensense,2025-03-06_18-37-32.144_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),ang_vel2_uncal_x[rad/s],ang_vel2_uncal_y[rad/s],ang_vel2_uncal_z[rad/s],ang_vel2_drift_x[rad/s],ang_vel2_drift_y[rad/s],ang_vel2_drift_z[rad/s]
800982373,3,1741275456200875471,-0.0037923334,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982383,3,1741275456211075471,-0.004857597,9.587342E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982393,3,1741275456221275471,-0.004857597,9.587342E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982403,3,1741275456231475471,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982414,3,1741275456241675471,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982424,3,1741275456251875471,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982434,3,1741275456262075471,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982444,3,1741275456272275471,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982454,3,1741275456282475471,-0.0059228605,-0.0011717929,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800982465,3,1741275456292675471,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982475,3,1741275456302875471,-0.0059228605,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982485,3,1741275456313075471,-0.0037923334,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982495,3,1741275456323275471,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982505,3,1741275456333475471,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982516,3,1741275456343675471,-0.0037923334,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982526,3,1741275456353875471,-0.0037923334,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982536,3,1741275456364075471,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982546,3,1741275456374275471,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982556,3,1741275456384475471,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982567,3,1741275456394675471,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982577,3,1741275456404875471,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982587,3,1741275456415075471,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982597,3,1741275456424880888,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982607,3,1741275456434686304,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982616,3,1741275456444491721,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982626,3,1741275456454297138,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982636,3,1741275456464103388,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982646,3,1741275456473910315,-0.0037923334,9.587342E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982656,3,1741275456483719117,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982665,3,1741275456493530211,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982675,3,1741275456503343961,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982685,3,1741275456513169690,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982695,3,1741275456522998232,-0.0037923334,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982705,3,1741275456532830992,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982715,3,1741275456542667607,-0.0059228605,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982724,3,1741275456552510107,-0.0059228605,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982734,3,1741275456562360054,-0.0059228605,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982744,3,1741275456572218075,-0.0059228605,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982754,3,1741275456582084221,-0.0037923334,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982764,3,1741275456591959898,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982774,3,1741275456601844534,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982784,3,1741275456611737607,-0.0059228605,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982794,3,1741275456621638544,-0.004857597,-1.0652933E-4,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800982803,3,1741275456631547971,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982813,3,1741275456641466304,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982823,3,1741275456651393596,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982833,3,1741275456661330211,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982843,3,1741275456671276617,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982853,3,1741275456681232919,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982863,3,1741275456691199169,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982873,3,1741275456701175159,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982883,3,1741275456711162815,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982893,3,1741275456721159325,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800982903,3,1741275456731165679,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982913,3,1741275456741181409,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982923,3,1741275456751209169,-0.0037923334,-1.0652933E-4,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800982933,3,1741275456761249117,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982943,3,1741275456771300784,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982953,3,1741275456781363857,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982963,3,1741275456791439690,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982973,3,1741275456801526200,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982984,3,1741275456811622815,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800982994,3,1741275456821727502,-0.0037923334,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983004,3,1741275456831840002,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983014,3,1741275456841959794,-0.0059228605,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983024,3,1741275456852086096,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983034,3,1741275456862220888,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983044,3,1741275456872363440,-0.0059228605,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983054,3,1741275456882510732,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983065,3,1741275456892664065,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983075,3,1741275456902822971,-0.004857597,-1.0652933E-4,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983085,3,1741275456912991200,-0.0037923334,-1.0652933E-4,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983095,3,1741275456923161721,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983105,3,1741275456933336825,-0.0059228605,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983115,3,1741275456943513700,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983126,3,1741275456953692711,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983136,3,1741275456963876565,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983146,3,1741275456974064221,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983156,3,1741275456984253544,-0.0037923334,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983166,3,1741275456994443909,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983176,3,1741275457004249325,-0.0059228605,9.587342E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983186,3,1741275457014056825,-0.0059228605,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983196,3,1741275457023865888,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983206,3,1741275457033675679,-0.0037923334,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983215,3,1741275457043490107,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983225,3,1741275457053309273,-0.004857597,9.587342E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983235,3,1741275457063130940,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983245,3,1741275457072957502,-0.0037923334,-0.0022370564,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983255,3,1741275457082787971,-0.004857597,-0.0022370564,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983265,3,1741275457092624638,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983274,3,1741275457102466304,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983284,3,1741275457112316565,-0.0059228605,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983294,3,1741275457122172242,-0.0037923334,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983304,3,1741275457132036565,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983314,3,1741275457141909429,-0.0059228605,-1.0652933E-4,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983324,3,1741275457151793804,-0.004857597,9.587342E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983334,3,1741275457161688440,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983343,3,1741275457171594482,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983353,3,1741275457181509638,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983363,3,1741275457191434065,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983373,3,1741275457201368127,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983383,3,1741275457211313127,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983393,3,1741275457221267034,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983403,3,1741275457231232659,-0.004857597,-0.0011717929,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983413,3,1741275457241209742,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983423,3,1741275457251197763,-0.0059228605,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983433,3,1741275457261196982,-0.0037923334,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983443,3,1741275457271206982,-0.004857597,-0.0011717929,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983453,3,1741275457281226200,-0.0037923334,-1.0652933E-4,0.00374973,-0.0045848875,-0.0012655376,0.0014743246
800983463,3,1741275457291256148,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983473,3,1741275457301297034,-0.0037923334,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983483,3,1741275457311349013,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983493,3,1741275457321411148,-0.0059228605,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983503,3,1741275457331484898,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983513,3,1741275457341566357,-0.0037923334,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983524,3,1741275457351657919,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983534,3,1741275457361761513,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983544,3,1741275457371873388,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983554,3,1741275457381992346,-0.0059228605,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983564,3,1741275457392118075,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983574,3,1741275457402250523,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983584,3,1741275457412392450,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983594,3,1741275457422539690,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983605,3,1741275457432693284,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983615,3,1741275457442852450,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983625,3,1741275457453016409,-0.0037923334,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983635,3,1741275457463184638,-0.0037923334,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983645,3,1741275457473356565,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983655,3,1741275457483530054,-0.0059228605,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983666,3,1741275457493706148,-0.0059228605,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983676,3,1741275457503884638,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983686,3,1741275457514066982,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983696,3,1741275457524251096,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983706,3,1741275457534056513,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983716,3,1741275457543863909,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983726,3,1741275457553675888,-0.0059228605,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983735,3,1741275457563490679,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983745,3,1741275457573307919,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983755,3,1741275457583128804,-0.004857597,-1.0652933E-4,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983765,3,1741275457592953440,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983775,3,1741275457602782815,-0.0059228605,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983785,3,1741275457612616721,-0.004857597,-0.0011717929,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983794,3,1741275457622458127,-0.004857597,-0.0011717929,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983804,3,1741275457632304898,-0.0037923334,-0.0011717929,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983814,3,1741275457642158440,-0.004857597,-1.0652933E-4,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983824,3,1741275457652019169,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983834,3,1741275457661888127,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983844,3,1741275457671765211,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983854,3,1741275457681650211,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983863,3,1741275457691546669,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983873,3,1741275457701454690,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983883,3,1741275457711375784,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983893,3,1741275457721307294,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800983903,3,1741275457731252138,-0.0037923334,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983913,3,1741275457741209013,-0.004857597,-1.0652933E-4,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983923,3,1741275457751175523,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983933,3,1741275457761152034,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983943,3,1741275457771138284,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983953,3,1741275457781133700,-0.0037923334,-0.0011717929,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800983963,3,1741275457791140419,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983973,3,1741275457801157607,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983983,3,1741275457811184794,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800983993,3,1741275457821222346,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800984003,3,1741275457831269586,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800984013,3,1741275457841327502,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984023,3,1741275457851393909,-0.0059228605,-1.0652933E-4,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800984033,3,1741275457861470523,-0.0059228605,-1.0652933E-4,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800984043,3,1741275457871557086,-0.004857597,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800984054,3,1741275457881651513,-0.0059228605,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800984064,3,1741275457891757346,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984074,3,1741275457901873492,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800984084,3,1741275457912000732,-0.004857597,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800984094,3,1741275457922135002,-0.0059228605,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984104,3,1741275457932278804,-0.0037923334,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984114,3,1741275457942428961,-0.004857597,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984124,3,1741275457952585159,-0.0037923334,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984135,3,1741275457962745784,-0.0037923334,-0.0022370564,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984145,3,1741275457972910315,-0.0059228605,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984155,3,1741275457983078388,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984165,3,1741275457993249325,-0.0059228605,-1.0652933E-4,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
800984175,3,1741275458003423804,-0.004857597,-1.0652933E-4,0.00374973,-0.0045848875,-0.0012655376,0.0014743246
800984185,3,1741275458013603127,-0.0059228605,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984196,3,1741275458023782502,-0.006988124,-0.0011717929,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984206,3,1741275458033963700,-0.004857597,-1.0652933E-4,0.001619203,-0.0045848875,-0.0012655376,0.0014743246
800984216,3,1741275458044146304,-0.004857597,-1.0652933E-4,5.539395E-4,-0.0045848875,-0.0012655376,0.0014743246
800984226,3,1741275458054329377,-0.00272707,-0.0011717929,0.0026844665,-0.0045848875,-0.0012655376,0.0014743246
