Game Rotation Vector  Non-wakeup,QTI,2025-03-06_18-37-32.144_TGW
imuTimestamp,accuracy(more=better), w, x, y, z
800983345,3,-0.49072567,-0.4970541,0.50292784,0.5091062
800983355,3,-0.49072674,-0.49705988,0.5029222,0.5091051
800983365,3,-0.49073339,-0.49706277,0.5029195,0.5090986
800983375,3,-0.4907365,-0.4970626,0.5029196,0.5090955
800983386,3,-0.49074328,-0.4970613,0.50292087,0.50908893
800983396,3,-0.4907402,-0.4970631,0.50291914,0.5090919
800983406,3,-0.49074265,-0.4970704,0.5029123,0.50908947
800983416,3,-0.49074152,-0.49707082,0.50291175,0.50909054
800983426,3,-0.49074724,-0.4970774,0.5029054,0.5090849
800983437,3,-0.4907464,-0.4970842,0.50289875,0.5090856
800983447,3,-0.49075043,-0.49708703,0.502896,0.5090816
800983457,3,-0.49075565,-0.49708378,0.5028994,0.5090766
800983467,3,-0.49075258,-0.4970967,0.50288665,0.50907946
800983477,3,-0.49076447,-0.49709907,0.50288445,0.5090678
800983487,3,-0.49076515,-0.4970972,0.50288635,0.5090671
800983497,3,-0.4907647,-0.49709693,0.5028865,0.50906754
800983506,3,-0.49076584,-0.49710047,0.50288314,0.5090664
800983516,3,-0.49077302,-0.49709874,0.5028849,0.5090594
800983526,3,-0.4907788,-0.49709585,0.5028878,0.5090538
800983536,3,-0.49078643,-0.49709815,0.5028856,0.5090463
800983546,3,-0.4907894,-0.49709556,0.50288814,0.50904346
800983557,3,-0.49079254,-0.49710456,0.5028795,0.5090403
800983567,3,-0.49079704,-0.49710622,0.5028778,0.5090359
800983577,3,-0.49080256,-0.49710858,0.50287575,0.5090305
800983587,3,-0.4908083,-0.49711594,0.50286853,0.5090248
800983597,3,-0.49081683,-0.497116,0.50286853,0.50901645
800983607,3,-0.49083275,-0.4971207,0.50286424,0.50900084
800983617,3,-0.4908345,-0.49713266,0.5028526,0.508999
800983627,3,-0.4908343,-0.49713394,0.50285125,0.50899917
800983637,3,-0.49083394,-0.49714008,0.5028452,0.50899947
800983647,3,-0.49082634,-0.49714604,0.5028394,0.5090068
800983657,3,-0.4908348,-0.49715284,0.5028328,0.50899845
800983667,3,-0.49083868,-0.49715406,0.50283164,0.50899464
800983677,3,-0.49083862,-0.4971591,0.50282687,0.50899464
800983687,3,-0.49084762,-0.49716765,0.50281864,0.5089857
800983697,3,-0.4908477,-0.49716648,0.5028198,0.50898564
800983707,3,-0.49084997,-0.49717367,0.5028127,0.5089834
800983717,3,-0.49085167,-0.4971738,0.5028126,0.5089817
800983728,3,-0.49085653,-0.4971817,0.502805,0.5089769
800983738,3,-0.49085087,-0.4971886,0.50279814,0.5089823
800983748,3,-0.49085045,-0.49719286,0.50279397,0.50898266
800983758,3,-0.49085155,-0.49718672,0.5027999,0.50898165
800983768,3,-0.4908554,-0.49719027,0.5027967,0.5089779
800983779,3,-0.4908622,-0.49719068,0.50279623,0.5089712
800983789,3,-0.49086696,-0.49719694,0.5027902,0.5089665
800983799,3,-0.4908682,-0.49720043,0.50278676,0.50896525
800983809,3,-0.4908739,-0.49720287,0.50278443,0.5089596
800983819,3,-0.49088168,-0.49720085,0.5027866,0.5089521
800983829,3,-0.4908834,-0.49720645,0.50278115,0.5089503
800983840,3,-0.49088562,-0.49721417,0.5027736,0.508948
800983850,3,-0.4908949,-0.4972175,0.5027704,0.5089389
800983860,3,-0.4909028,-0.4972212,0.502767,0.50893116
800983870,3,-0.49090347,-0.49722245,0.5027657,0.5089305
800983880,3,-0.49090675,-0.4972212,0.50276697,0.5089273
800983891,3,-0.4909065,-0.497228,0.5027604,0.50892746
800983901,3,-0.49090457,-0.49723503,0.5027535,0.50892925
800983911,3,-0.49090827,-0.49724308,0.5027457,0.50892556
800983921,3,-0.49090865,-0.4972404,0.50274825,0.5089252
800983931,3,-0.49091393,-0.497244,0.50274485,0.50892
800983941,3,-0.49091265,-0.4972464,0.5027424,0.5089212
800983951,3,-0.4909118,-0.49724758,0.5027414,0.50892204
800983962,3,-0.49091756,-0.4972578,0.5027314,0.5089163
800983972,3,-0.49091747,-0.49726346,0.50272584,0.5089163
800983982,3,-0.4909199,-0.49726936,0.5027201,0.5089139
800983992,3,-0.4909183,-0.49728087,0.50270885,0.50891525
800984002,3,-0.49092418,-0.4972829,0.502707,0.5089095
800984012,3,-0.4909351,-0.49728334,0.50270677,0.50889885
800984022,3,-0.4909424,-0.49728277,0.50270724,0.5088917
800984032,3,-0.49094832,-0.4972891,0.5027013,0.50888586
800984041,3,-0.49095064,-0.49728853,0.5027019,0.5088836
800984051,3,-0.49095583,-0.49728703,0.50270337,0.5088785
800984061,3,-0.49096188,-0.49729833,0.5026923,0.5088725
800984071,3,-0.4909649,-0.4973079,0.50268304,0.5088694
800984081,3,-0.4909723,-0.4973098,0.5026813,0.50886214
800984091,3,-0.49097908,-0.49731335,0.5026779,0.5088555
800984101,3,-0.49098817,-0.4973199,0.5026715,0.5088465
800984111,3,-0.49099395,-0.49732456,0.50266707,0.5088408
800984121,3,-0.4910008,-0.4973201,0.50267166,0.5088342
800984131,3,-0.49100497,-0.49732292,0.502669,0.5088301
800984141,3,-0.49100724,-0.4973361,0.502656,0.50882775
800984151,3,-0.4910144,-0.49733844,0.50265384,0.50882065
800984161,3,-0.49101537,-0.49733981,0.5026525,0.5088197
800984171,3,-0.49101606,-0.49733588,0.50265646,0.5088191
800984181,3,-0.49102327,-0.4973438,0.5026487,0.5088119
800984191,3,-0.49102414,-0.49733666,0.5026558,0.5088112
800984201,3,-0.491031,-0.49733865,0.50265384,0.50880444
800984211,3,-0.4910312,-0.49734282,0.5026498,0.5088042
800984221,3,-0.49103612,-0.49734297,0.5026498,0.5087994
800984231,3,-0.49104342,-0.4973467,0.50264615,0.5087922
800984241,3,-0.4910507,-0.49734765,0.50264525,0.50878507
800984251,3,-0.49105382,-0.49735108,0.502642,0.50878197
800984261,3,-0.49105376,-0.4973595,0.50263375,0.5087819
800984271,3,-0.49105442,-0.4973549,0.50263834,0.5087814
800984281,3,-0.49105647,-0.49735838,0.5026349,0.5087793
800984291,3,-0.49106407,-0.4973603,0.502633,0.50877184
800984301,3,-0.49107108,-0.49736664,0.50262696,0.5087649
800984311,3,-0.49107993,-0.49736625,0.50262755,0.5087563
800984321,3,-0.4910857,-0.49736452,0.50262934,0.5087506
800984331,3,-0.49109328,-0.49736822,0.5026257,0.50874317
800984341,3,-0.49110106,-0.49737334,0.5026209,0.50873554
800984351,3,-0.4911106,-0.49738148,0.50261295,0.5087261
800984361,3,-0.49111032,-0.49738115,0.50261337,0.50872636
800984371,3,-0.491121,-0.49738595,0.50260866,0.50871587
800984381,3,-0.4911236,-0.4973853,0.5026095,0.50871336
800984391,3,-0.4911316,-0.49739227,0.50260264,0.50870544
800984401,3,-0.49113324,-0.49739656,0.50259846,0.50870377
800984411,3,-0.49113464,-0.49740162,0.5025937,0.50870234
800984421,3,-0.4911372,-0.4974107,0.5025848,0.5086997
800984431,3,-0.49113843,-0.49741516,0.50258046,0.50869846
800984441,3,-0.4911445,-0.4974132,0.5025825,0.50869256
800984451,3,-0.49114224,-0.497413,0.50258255,0.50869477
800984461,3,-0.49114186,-0.49741942,0.50257623,0.50869507
800984471,3,-0.49114317,-0.49742112,0.50257474,0.50869375
800984481,3,-0.49114323,-0.49742913,0.5025668,0.5086936
800984491,3,-0.49113888,-0.49742764,0.5025682,0.50869787
800984501,3,-0.49114147,-0.49742967,0.5025662,0.5086953
800984511,3,-0.49114224,-0.49742153,0.50257427,0.50869465
800984521,3,-0.49114606,-0.49742854,0.50256747,0.50869083
800984531,3,-0.49114513,-0.49743065,0.5025654,0.5086917
800984541,3,-0.49114606,-0.49743322,0.5025629,0.5086908
800984551,3,-0.49115273,-0.49743798,0.50255835,0.5086842
800984561,3,-0.49115527,-0.49744207,0.50255436,0.50868165
800984571,3,-0.49115908,-0.49744388,0.5025526,0.50867796
800984581,3,-0.49116662,-0.49744558,0.50255096,0.5086705
800984591,3,-0.4911732,-0.49744844,0.50254834,0.5086641
800984601,3,-0.4911773,-0.49745193,0.50254494,0.50865996
800984611,3,-0.4911806,-0.49745396,0.502543,0.50865674
800984621,3,-0.49118483,-0.4974564,0.50254077,0.5086526
800984631,3,-0.4911891,-0.49746826,0.5025291,0.5086483
800984641,3,-0.49119416,-0.49746597,0.5025314,0.5086433
800984650,3,-0.49119747,-0.49747115,0.5025264,0.50864005
800984660,3,-0.49120313,-0.4974742,0.5025235,0.50863445
800984670,3,-0.49120373,-0.4974719,0.50252575,0.5086339
800984680,3,-0.4912084,-0.49747276,0.5025251,0.5086293
800984690,3,-0.49121165,-0.49747783,0.50252014,0.50862604
800984700,3,-0.4912133,-0.49748015,0.50251776,0.5086245
800984710,3,-0.49121806,-0.49748465,0.5025135,0.5086197
800984720,3,-0.49121302,-0.49748498,0.5025131,0.5086247
800984730,3,-0.49120927,-0.4974831,0.5025149,0.50862837
800984740,3,-0.49121016,-0.49748158,0.50251645,0.5086275
800984750,3,-0.4912098,-0.49747586,0.502522,0.5086279
800984760,3,-0.49120745,-0.49746925,0.5025285,0.5086303
800984770,3,-0.4912083,-0.4974734,0.5025244,0.5086294
800984780,3,-0.49121103,-0.49747753,0.5025203,0.5086267
800984790,3,-0.49121022,-0.49748468,0.5025134,0.50862736
800984800,3,-0.49121493,-0.49748683,0.50251126,0.5086228
800984810,3,-0.4912182,-0.49749497,0.50250334,0.5086194
800984820,3,-0.49121585,-0.49749556,0.5025028,0.50862175
800984830,3,-0.49121413,-0.4974953,0.50250316,0.5086234
800984840,3,-0.49121225,-0.49748844,0.5025097,0.5086254
800984850,3,-0.49121836,-0.49748957,0.50250864,0.50861937
800984860,3,-0.49122536,-0.4974879,0.5025104,0.5086126
800984870,3,-0.49121872,-0.49749613,0.5025023,0.50861895
800984880,3,-0.49121448,-0.49749348,0.5025048,0.5086231
800984890,3,-0.49122232,-0.4974973,0.50250125,0.50861543
800984900,3,-0.49121937,-0.49750224,0.50249636,0.50861824
800984910,3,-0.49121833,-0.49750042,0.50249815,0.5086193
800984920,3,-0.49121997,-0.4975024,0.50249606,0.50861764
800984930,3,-0.4912253,-0.49750385,0.5024948,0.5086124
800984940,3,-0.49122533,-0.49750015,0.5024984,0.5086124
800984950,3,-0.49122804,-0.49749804,0.5025006,0.5086098
800984960,3,-0.49122423,-0.4975053,0.5024934,0.50861347
800984970,3,-0.4912239,-0.4974991,0.50249946,0.5086138
800984980,3,-0.49122202,-0.49749857,0.5024999,0.5086157
800984990,3,-0.49121943,-0.4975051,0.50249356,0.5086181
800985000,3,-0.49122202,-0.49749887,0.50249964,0.5086157
800985010,3,-0.49122617,-0.4975047,0.502494,0.50861156
800985020,3,-0.4912269,-0.49750066,0.50249785,0.50861084
800985030,3,-0.4912363,-0.4975041,0.50249475,0.50860167
800985040,3,-0.49124297,-0.4975071,0.50249183,0.50859505
800985050,3,-0.491242,-0.4975116,0.5024874,0.50859594
800985060,3,-0.49124226,-0.4975111,0.502488,0.50859576
800985070,3,-0.49124765,-0.4975107,0.50248843,0.50859046
800985080,3,-0.4912477,-0.49750865,0.50249034,0.50859046
800985090,3,-0.49124387,-0.49750745,0.5024916,0.5085942
800985100,3,-0.4912492,-0.4975115,0.5024876,0.5085889
800985110,3,-0.49125376,-0.4975091,0.5024899,0.5085845
800985120,3,-0.49125674,-0.4975082,0.50249106,0.5085816
800985130,3,-0.49125555,-0.4975082,0.50249094,0.5085828
800985140,3,-0.49125442,-0.4975143,0.502485,0.5085838
800985150,3,-0.49125952,-0.49750555,0.50249356,0.50857896
800985160,3,-0.49125436,-0.4975105,0.50248873,0.5085839
800985170,3,-0.4912537,-0.4975142,0.5024851,0.5085845
800985180,3,-0.49125874,-0.49751258,0.50248665,0.5085796
800985190,3,-0.4912589,-0.49751392,0.5024854,0.50857943
800985200,3,-0.49126086,-0.49751756,0.50248194,0.50857747
800985210,3,-0.49125898,-0.4975182,0.50248116,0.5085793
800985220,3,-0.49126244,-0.49751943,0.5024801,0.5085759
800985230,3,-0.4912674,-0.49751648,0.50248307,0.5085711
800985240,3,-0.49126592,-0.49751496,0.50248444,0.5085725
800985250,3,-0.4912654,-0.49751356,0.5024859,0.50857306
800985259,3,-0.49126163,-0.49751502,0.5024844,0.50857675
800985269,3,-0.49126744,-0.4975106,0.5024886,0.5085711
800985279,3,-0.4912646,-0.49750867,0.5024906,0.5085739
800985289,3,-0.4912635,-0.4975064,0.50249285,0.508575
800985299,3,-0.49125776,-0.49751002,0.50248915,0.50858057
800985309,3,-0.49125952,-0.49750906,0.50249016,0.5085789
800985319,3,-0.4912503,-0.49751824,0.5024811,0.5085878
800985329,3,-0.49124804,-0.49752688,0.5024726,0.50858986
800985339,3,-0.49124667,-0.49752858,0.50247085,0.50859123
800985349,3,-0.4912427,-0.49752632,0.5024732,0.5085951
800985359,3,-0.49124005,-0.49752632,0.502473,0.5085977
800985369,3,-0.4912413,-0.49752912,0.5024703,0.5085965
800985379,3,-0.49123827,-0.49752855,0.5024708,0.5085994
800985389,3,-0.4912357,-0.49753278,0.5024667,0.50860184
800985399,3,-0.49123517,-0.49753654,0.502463,0.5086024
800985409,3,-0.4912339,-0.4975379,0.5024616,0.5086036
800985419,3,-0.49122795,-0.49753663,0.5024629,0.5086094
800985429,3,-0.49123028,-0.49753743,0.502462,0.50860715
800985439,3,-0.49123028,-0.49753064,0.5024687,0.5086072
800985449,3,-0.49123606,-0.49753562,0.50246394,0.5086015
800985459,3,-0.49124137,-0.49753845,0.5024613,0.5085963
800985469,3,-0.4912396,-0.4975411,0.50245863,0.50859797
800985479,3,-0.4912347,-0.49754497,0.5024548,0.5086027
800985489,3,-0.4912329,-0.49753666,0.5024628,0.5086045
800985499,3,-0.4912359,-0.49753764,0.5024619,0.5086016
800985509,3,-0.4912339,-0.49753755,0.502462,0.5086036
800985519,3,-0.49124154,-0.4975408,0.502459,0.50859606
800985529,3,-0.49124256,-0.49754378,0.50245607,0.50859505
800985539,3,-0.49124593,-0.49754465,0.50245523,0.5085918
800985549,3,-0.49123594,-0.49755025,0.5024496,0.5086014
800985559,3,-0.4912379,-0.49755347,0.5024464,0.50859946
800985569,3,-0.4912329,-0.49755168,0.50244814,0.50860435
800985579,3,-0.4912347,-0.49755055,0.5024494,0.5086026
800985589,3,-0.4912383,-0.49754813,0.5024517,0.5085991
800985599,3,-0.49123845,-0.49754965,0.5024502,0.508599
800985609,3,-0.49122894,-0.49756065,0.5024393,0.50860816
800985619,3,-0.49122673,-0.49756512,0.502435,0.50861025
800985629,3,-0.4912231,-0.49756184,0.50243807,0.5086139
800985639,3,-0.49123058,-0.49755865,0.5024414,0.50860655
800985649,3,-0.49123156,-0.49755958,0.5024403,0.5086056
800985659,3,-0.49122748,-0.49755725,0.5024427,0.50860965
800985669,3,-0.4912245,-0.4975567,0.50244325,0.5086126
800985679,3,-0.49122235,-0.4975588,0.50244105,0.5086146
800985689,3,-0.4912205,-0.49755812,0.5024418,0.50861645
800985699,3,-0.4912152,-0.49755985,0.5024401,0.50862163
800985709,3,-0.49121588,-0.49755973,0.5024401,0.5086209
800985719,3,-0.491212,-0.4975599,0.50243986,0.5086247
800985729,3,-0.4912084,-0.4975577,0.50244206,0.50862825
800985739,3,-0.4912142,-0.4975573,0.5024424,0.50862265
800985749,3,-0.49121603,-0.49755684,0.5024428,0.5086208
800985759,3,-0.49121383,-0.49755058,0.50244904,0.50862306
800985769,3,-0.49120587,-0.4975542,0.50244534,0.5086308
800985779,3,-0.49120674,-0.4975524,0.5024472,0.50863
800985789,3,-0.49120247,-0.49755427,0.5024453,0.5086341
800985799,3,-0.49120846,-0.4975535,0.5024461,0.50862825
800985809,3,-0.49120855,-0.49755388,0.50244564,0.50862813
800985819,3,-0.4912054,-0.49756175,0.50243795,0.50863117
800985829,3,-0.49120387,-0.49755877,0.5024408,0.50863266
800985839,3,-0.49120405,-0.49755877,0.5024409,0.5086325
800985849,3,-0.49120274,-0.4975555,0.50244415,0.50863385
800985859,3,-0.49120057,-0.49756438,0.5024354,0.5086359
800985869,3,-0.4911916,-0.49756727,0.5024324,0.5086446
800985878,3,-0.49118948,-0.49756932,0.5024303,0.5086466
800985888,3,-0.4911893,-0.49756998,0.50242966,0.5086468
800985898,3,-0.49119228,-0.49757206,0.50242776,0.50864387
800985908,3,-0.4911974,-0.49757504,0.5024249,0.5086388
800985918,3,-0.49120128,-0.49756986,0.50243,0.5086351
800985928,3,-0.49120098,-0.49757203,0.50242794,0.50863534
800985938,3,-0.491203,-0.49756932,0.5024307,0.50863343
800985948,3,-0.49119925,-0.49756953,0.5024303,0.5086371
800985958,3,-0.49119288,-0.49756604,0.5024336,0.5086434
800985968,3,-0.49119338,-0.4975655,0.5024342,0.50864285
800985978,3,-0.49119368,-0.49756345,0.50243616,0.5086426
800985988,3,-0.49119434,-0.4975665,0.5024331,0.5086419
800985998,3,-0.4911909,-0.49756393,0.5024356,0.5086453
800986008,3,-0.49119008,-0.4975667,0.5024328,0.5086461
800986018,3,-0.49119228,-0.49755895,0.5024405,0.508644
800986028,3,-0.4911944,-0.49755794,0.5024415,0.50864196
800986038,3,-0.4911979,-0.49756032,0.5024392,0.5086385
800986048,3,-0.49119517,-0.49755964,0.5024399,0.5086412
