acc_s003_002 QTI-Accelerometer Non-wakeup,TDK-Invensense,2025-03-06_18-37-32.144_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),acc2_x[m/s^2],acc2_y[m/s^2],acc2_z[m/s^2]
800983095,3,1741275456923161721,-0.1040389,-9.78384,0.08175077
800983105,3,1741275456933336825,-0.0992505,-9.788629,0.08653918
800983115,3,1741275456943513700,-0.0992505,-9.788629,0.10090439
800983126,3,1741275456953692711,-0.0992505,-9.78384,0.10569279
800983136,3,1741275456963876565,-0.1040389,-9.788629,0.096115984
800983146,3,1741275456974064221,-0.0992505,-9.798205,0.09132758
800983156,3,1741275456984253544,-0.08967369,-9.78384,0.09132758
800983166,3,1741275456994443909,-0.0992505,-9.793417,0.10090439
800983176,3,1741275457004249325,-0.0944621,-9.788629,0.08653918
800983186,3,1741275457014056825,-0.1040389,-9.788629,0.08653918
800983196,3,1741275457023865888,-0.08967369,-9.793417,0.07217397
800983206,3,1741275457033675679,-0.0944621,-9.78384,0.07696237
800983215,3,1741275457043490107,-0.0944621,-9.788629,0.06738556
800983225,3,1741275457053309273,-0.10882731,-9.78384,0.07696237
800983235,3,1741275457063130940,-0.0992505,-9.788629,0.07696237
800983245,3,1741275457072957502,-0.0992505,-9.788629,0.08653918
800983255,3,1741275457082787971,-0.0992505,-9.788629,0.08653918
800983265,3,1741275457092624638,-0.1040389,-9.788629,0.07217397
800983274,3,1741275457102466304,-0.0944621,-9.798205,0.07696237
800983284,3,1741275457112316565,-0.0992505,-9.793417,0.096115984
800983294,3,1741275457122172242,-0.08967369,-9.788629,0.096115984
800983304,3,1741275457132036565,-0.0992505,-9.788629,0.08175077
800983314,3,1741275457141909429,-0.0992505,-9.793417,0.096115984
800983324,3,1741275457151793804,-0.0992505,-9.798205,0.09132758
800983334,3,1741275457161688440,-0.0944621,-9.798205,0.062597156
800983343,3,1741275457171594482,-0.0992505,-9.793417,0.062597156
800983353,3,1741275457181509638,-0.1040389,-9.793417,0.07217397
800983363,3,1741275457191434065,-0.1040389,-9.793417,0.096115984
800983373,3,1741275457201368127,-0.0992505,-9.788629,0.10090439
800983383,3,1741275457211313127,-0.0992505,-9.78384,0.096115984
800983393,3,1741275457221267034,-0.1040389,-9.779052,0.08175077
800983403,3,1741275457231232659,-0.0992505,-9.788629,0.06738556
800983413,3,1741275457241209742,-0.08967369,-9.798205,0.09132758
800983423,3,1741275457251197763,-0.08967369,-9.788629,0.07696237
800983433,3,1741275457261196982,-0.0944621,-9.788629,0.06738556
800983443,3,1741275457271206982,-0.0992505,-9.793417,0.06738556
800983453,3,1741275457281226200,-0.1040389,-9.788629,0.08175077
800983463,3,1741275457291256148,-0.0992505,-9.798205,0.08653918
800983473,3,1741275457301297034,-0.1040389,-9.788629,0.09132758
800983483,3,1741275457311349013,-0.0992505,-9.788629,0.07217397
800983493,3,1741275457321411148,-0.0992505,-9.793417,0.07217397
800983503,3,1741275457331484898,-0.0944621,-9.788629,0.07696237
800983513,3,1741275457341566357,-0.0992505,-9.78384,0.08175077
800983524,3,1741275457351657919,-0.0992505,-9.798205,0.08175077
800983534,3,1741275457361761513,-0.0944621,-9.793417,0.096115984
800983544,3,1741275457371873388,-0.0944621,-9.788629,0.09132758
800983554,3,1741275457381992346,-0.1040389,-9.793417,0.09132758
800983564,3,1741275457392118075,-0.0944621,-9.788629,0.08653918
800983574,3,1741275457402250523,-0.0992505,-9.793417,0.07217397
800983584,3,1741275457412392450,-0.0992505,-9.798205,0.08175077
800983594,3,1741275457422539690,-0.1040389,-9.793417,0.09132758
800983605,3,1741275457432693284,-0.0992505,-9.793417,0.096115984
800983615,3,1741275457442852450,-0.1040389,-9.78384,0.08175077
800983625,3,1741275457453016409,-0.1040389,-9.788629,0.08175077
800983635,3,1741275457463184638,-0.1040389,-9.788629,0.07217397
800983645,3,1741275457473356565,-0.0992505,-9.788629,0.08653918
800983655,3,1741275457483530054,-0.0992505,-9.788629,0.07696237
800983666,3,1741275457493706148,-0.1040389,-9.793417,0.08175077
800983676,3,1741275457503884638,-0.1040389,-9.788629,0.07696237
800983686,3,1741275457514066982,-0.10882731,-9.788629,0.08175077
800983696,3,1741275457524251096,-0.10882731,-9.798205,0.07696237
800983706,3,1741275457534056513,-0.1040389,-9.78384,0.07696237
800983716,3,1741275457543863909,-0.08967369,-9.793417,0.09132758
800983726,3,1741275457553675888,-0.0992505,-9.788629,0.096115984
800983735,3,1741275457563490679,-0.1040389,-9.788629,0.09132758
800983745,3,1741275457573307919,-0.0944621,-9.78384,0.096115984
800983755,3,1741275457583128804,-0.0944621,-9.78384,0.08653918
800983765,3,1741275457592953440,-0.0944621,-9.788629,0.096115984
800983775,3,1741275457602782815,-0.1040389,-9.788629,0.07217397
800983785,3,1741275457612616721,-0.0992505,-9.788629,0.08175077
800983794,3,1741275457622458127,-0.1040389,-9.788629,0.09132758
800983804,3,1741275457632304898,-0.1040389,-9.798205,0.096115984
800983814,3,1741275457642158440,-0.0992505,-9.793417,0.096115984
800983824,3,1741275457652019169,-0.0944621,-9.78384,0.09132758
800983834,3,1741275457661888127,-0.1040389,-9.779052,0.10569279
800983844,3,1741275457671765211,-0.1040389,-9.78384,0.08653918
800983854,3,1741275457681650211,-0.1040389,-9.793417,0.08653918
800983863,3,1741275457691546669,-0.1040389,-9.793417,0.08175077
800983873,3,1741275457701454690,-0.0992505,-9.793417,0.07217397
800983883,3,1741275457711375784,-0.08967369,-9.788629,0.08175077
800983893,3,1741275457721307294,-0.0992505,-9.793417,0.08653918
800983903,3,1741275457731252138,-0.0944621,-9.798205,0.08175077
800983913,3,1741275457741209013,-0.0992505,-9.793417,0.07696237
800983923,3,1741275457751175523,-0.0944621,-9.78384,0.096115984
800983933,3,1741275457761152034,-0.0992505,-9.78384,0.08653918
800983943,3,1741275457771138284,-0.0992505,-9.793417,0.096115984
800983953,3,1741275457781133700,-0.1040389,-9.78384,0.08175077
800983963,3,1741275457791140419,-0.1040389,-9.802994,0.07217397
800983973,3,1741275457801157607,-0.08967369,-9.788629,0.08653918
800983983,3,1741275457811184794,-0.0992505,-9.788629,0.08175077
800983993,3,1741275457821222346,-0.0992505,-9.788629,0.07696237
800984003,3,1741275457831269586,-0.0944621,-9.788629,0.07696237
800984013,3,1741275457841327502,-0.0944621,-9.798205,0.09132758
800984023,3,1741275457851393909,-0.0992505,-9.788629,0.08653918
800984033,3,1741275457861470523,-0.0992505,-9.788629,0.07696237
800984043,3,1741275457871557086,-0.0944621,-9.774263,0.08175077
800984054,3,1741275457881651513,-0.0944621,-9.78384,0.08653918
800984064,3,1741275457891757346,-0.0944621,-9.798205,0.08653918
800984074,3,1741275457901873492,-0.0992505,-9.788629,0.08653918
800984084,3,1741275457912000732,-0.1040389,-9.798205,0.096115984
800984094,3,1741275457922135002,-0.0992505,-9.793417,0.09132758
800984104,3,1741275457932278804,-0.0992505,-9.78384,0.07696237
800984114,3,1741275457942428961,-0.0944621,-9.788629,0.08653918
800984124,3,1741275457952585159,-0.0944621,-9.788629,0.08175077
800984135,3,1741275457962745784,-0.0992505,-9.788629,0.08175077
800984145,3,1741275457972910315,-0.0992505,-9.788629,0.10090439
800984155,3,1741275457983078388,-0.0992505,-9.788629,0.096115984
800984165,3,1741275457993249325,-0.0944621,-9.788629,0.096115984
800984175,3,1741275458003423804,-0.0944621,-9.78384,0.096115984
800984185,3,1741275458013603127,-0.0944621,-9.793417,0.096115984
800984196,3,1741275458023782502,-0.0992505,-9.779052,0.08175077
800984206,3,1741275458033963700,-0.0992505,-9.798205,0.09132758
800984216,3,1741275458044146304,-0.1040389,-9.788629,0.09132758
800984226,3,1741275458054329377,-0.0992505,-9.788629,0.08653918
800984236,3,1741275458064512502,-0.1040389,-9.78384,0.08175077
800984246,3,1741275458074317919,-0.0944621,-9.793417,0.096115984
800984256,3,1741275458084124482,-0.0992505,-9.788629,0.07696237
800984266,3,1741275458093934221,-0.1040389,-9.798205,0.09132758
800984276,3,1741275458103746096,-0.0992505,-9.788629,0.096115984
800984285,3,1741275458113565263,-0.0944621,-9.78384,0.08653918
800984295,3,1741275458123388023,-0.0944621,-9.78384,0.096115984
800984305,3,1741275458133215419,-0.0992505,-9.788629,0.08653918
800984315,3,1741275458143046513,-0.1040389,-9.788629,0.07696237
800984325,3,1741275458152881252,-0.10882731,-9.793417,0.08653918
800984335,3,1741275458162720888,-0.1040389,-9.798205,0.08175077
800984344,3,1741275458172565523,-0.1040389,-9.793417,0.08653918
800984354,3,1741275458182415679,-0.0992505,-9.788629,0.110481195
800984364,3,1741275458192273232,-0.0992505,-9.793417,0.09132758
800984374,3,1741275458202139221,-0.0992505,-9.78384,0.09132758
800984384,3,1741275458212015054,-0.1040389,-9.793417,0.07217397
800984394,3,1741275458221897346,-0.0992505,-9.793417,0.08653918
800984404,3,1741275458231788596,-0.0944621,-9.798205,0.08175077
800984414,3,1741275458241689273,-0.0944621,-9.788629,0.08175077
800984423,3,1741275458251599846,-0.0944621,-9.798205,0.09132758
800984433,3,1741275458261521565,-0.0992505,-9.793417,0.08175077
800984443,3,1741275458271455107,-0.0944621,-9.793417,0.08653918
800984453,3,1741275458281398544,-0.1040389,-9.793417,0.096115984
800984463,3,1741275458291354534,-0.11361571,-9.793417,0.096115984
800984473,3,1741275458301323440,-0.0992505,-9.788629,0.096115984
800984483,3,1741275458311305732,-0.08967369,-9.78384,0.09132758
800984493,3,1741275458321296877,-0.0944621,-9.78384,0.09132758
800984503,3,1741275458331298127,-0.08967369,-9.793417,0.08653918
800984513,3,1741275458341309065,-0.0944621,-9.788629,0.10090439
800984523,3,1741275458351329013,-0.0992505,-9.788629,0.09132758
800984533,3,1741275458361358023,-0.08967369,-9.788629,0.07696237
800984543,3,1741275458371396148,-0.1040389,-9.793417,0.07696237
800984553,3,1741275458381442346,-0.08967369,-9.788629,0.09132758
800984563,3,1741275458391499429,-0.0992505,-9.78384,0.09132758
800984573,3,1741275458401566357,-0.0992505,-9.788629,0.07696237
800984584,3,1741275458411645367,-0.1040389,-9.788629,0.08653918
800984594,3,1741275458421731252,-0.0992505,-9.788629,0.08653918
800984604,3,1741275458431826200,-0.1040389,-9.793417,0.08175077
800984614,3,1741275458441931200,-0.1040389,-9.793417,0.08653918
800984624,3,1741275458452045211,-0.0992505,-9.793417,0.096115984
800984634,3,1741275458462169325,-0.0992505,-9.793417,0.09132758
800984644,3,1741275458472302190,-0.0992505,-9.788629,0.08653918
800984654,3,1741275458482444586,-0.0992505,-9.788629,0.07696237
800984664,3,1741275458492595627,-0.08488529,-9.788629,0.10090439
800984675,3,1741275458502754742,-0.08967369,-9.793417,0.09132758
800984685,3,1741275458512932659,-0.0992505,-9.78384,0.08653918
800984695,3,1741275458523113232,-0.0992505,-9.779052,0.08653918
800984705,3,1741275458533295523,-0.08967369,-9.793417,0.08653918
800984715,3,1741275458543479534,-0.0944621,-9.788629,0.08175077
800984726,3,1741275458553665002,-0.0992505,-9.788629,0.07696237
800984736,3,1741275458563850523,-0.0992505,-9.78384,0.10090439
800984746,3,1741275458574038492,-0.0944621,-9.788629,0.08653918
800984756,3,1741275458584228596,-0.0992505,-9.78384,0.110481195
800984766,3,1741275458594418909,-0.1040389,-9.793417,0.08175077
800984776,3,1741275458604224325,-0.0992505,-9.788629,0.07696237
800984786,3,1741275458614034013,-0.1040389,-9.793417,0.07696237
800984796,3,1741275458623839429,-0.1040389,-9.793417,0.096115984
800984806,3,1741275458633648961,-0.0992505,-9.793417,0.09132758
800984815,3,1741275458643464377,-0.08967369,-9.793417,0.096115984
800984825,3,1741275458653285471,-0.08967369,-9.78384,0.096115984
800984835,3,1741275458663113700,-0.0992505,-9.793417,0.09132758
800984845,3,1741275458672948909,-0.0992505,-9.798205,0.08175077
800984855,3,1741275458682790471,-0.0992505,-9.788629,0.08175077
800984865,3,1741275458692640732,-0.0944621,-9.788629,0.08653918
800984874,3,1741275458702498336,-0.0992505,-9.793417,0.10090439
800984884,3,1741275458712362138,-0.08488529,-9.788629,0.096115984
800984894,3,1741275458722231929,-0.1040389,-9.793417,0.08653918
800984904,3,1741275458732108909,-0.0992505,-9.798205,0.10090439
800984914,3,1741275458741992763,-0.0992505,-9.788629,0.096115984
800984924,3,1741275458751883596,-0.0992505,-9.798205,0.10569279
800984934,3,1741275458761782138,-0.0992505,-9.78384,0.096115984
800984944,3,1741275458771690992,-0.1040389,-9.793417,0.08175077
800984953,3,1741275458781607763,-0.0992505,-9.793417,0.08653918
800984963,3,1741275458791533232,-0.0992505,-9.793417,0.08653918
800984973,3,1741275458801467867,-0.0992505,-9.78384,0.10090439
800984983,3,1741275458811420732,-0.08967369,-9.793417,0.08175077
800984993,3,1741275458821381929,-0.1040389,-9.793417,0.07217397
800985003,3,1741275458831352971,-0.08967369,-9.793417,0.06738556
800985013,3,1741275458841335888,-0.0992505,-9.793417,0.07696237
800985023,3,1741275458851329846,-0.0944621,-9.793417,0.07217397
800985033,3,1741275458861336721,-0.0944621,-9.788629,0.07696237
800985043,3,1741275458871355888,-0.0944621,-9.793417,0.08653918
800985053,3,1741275458881385732,-0.0992505,-9.802994,0.07696237
800985063,3,1741275458891425940,-0.0992505,-9.793417,0.07696237
800985073,3,1741275458901474794,-0.1040389,-9.798205,0.07217397
800985083,3,1741275458911534742,-0.0992505,-9.798205,0.09132758
800985093,3,1741275458921602554,-0.0992505,-9.788629,0.10569279
800985104,3,1741275458931679377,-0.10882731,-9.788629,0.08653918
800985114,3,1741275458941763388,-0.0992505,-9.788629,0.09132758
800985124,3,1741275458951855263,-0.0992505,-9.793417,0.07696237
800985134,3,1741275458961954638,-0.0992505,-9.793417,0.07217397
800985144,3,1741275458972061044,-0.10882731,-9.793417,0.09132758
800985154,3,1741275458982174169,-0.0992505,-9.78384,0.110481195
800985164,3,1741275458992293492,-0.0944621,-9.788629,0.10569279
800985174,3,1741275459002418596,-0.0992505,-9.798205,0.08653918
800985184,3,1741275459012553023,-0.1040389,-9.788629,0.08653918
800985195,3,1741275459022691096,-0.0992505,-9.779052,0.09132758
800985205,3,1741275459032836617,-0.1040389,-9.788629,0.09132758
800985215,3,1741275459042989794,-0.1040389,-9.78384,0.08175077
800985225,3,1741275459053150263,-0.10882731,-9.793417,0.10090439
800985235,3,1741275459063317034,-0.1040389,-9.793417,0.10090439
800985245,3,1741275459073487294,-0.0992505,-9.78384,0.096115984
800985256,3,1741275459083658909,-0.0992505,-9.798205,0.09132758
800985266,3,1741275459093831304,-0.0944621,-9.788629,0.096115984
800985276,3,1741275459104004377,-0.1040389,-9.793417,0.08175077
800985286,3,1741275459114190888,-0.0992505,-9.793417,0.07696237
800985296,3,1741275459124073857,-0.1040389,-9.793417,0.07696237
800985306,3,1741275459133957034,-0.0944621,-9.788629,0.10090439
800985316,3,1741275459143840836,-0.0944621,-9.779052,0.110481195
800985326,3,1741275459153727450,-0.0944621,-9.788629,0.10569279
800985336,3,1741275459163617763,-0.08967369,-9.78384,0.10090439
800985345,3,1741275459173511513,-0.1040389,-9.788629,0.096115984
800985355,3,1741275459183407294,-0.0992505,-9.793417,0.08653918
800985365,3,1741275459193303075,-0.0992505,-9.793417,0.07696237
800985375,3,1741275459203203752,-0.08967369,-9.793417,0.08175077
800985385,3,1741275459213111721,-0.0992505,-9.788629,0.09132758
800985395,3,1741275459223023388,-0.1040389,-9.793417,0.09132758
800985405,3,1741275459232935054,-0.0992505,-9.78384,0.07696237
800985415,3,1741275459242854429,-0.0944621,-9.793417,0.096115984
800985425,3,1741275459252781825,-0.0992505,-9.788629,0.096115984
800985435,3,1741275459262717242,-0.08967369,-9.793417,0.10090439
800985445,3,1741275459272658752,-0.0944621,-9.793417,0.10090439
800985455,3,1741275459282638909,-0.08967369,-9.793417,0.096115984
800985465,3,1741275459292622554,-0.08967369,-9.793417,0.08175077
800985474,3,1741275459302606200,-0.08967369,-9.793417,0.096115984
800985485,3,1741275459312627763,-0.0992505,-9.78384,0.08175077
800985495,3,1741275459322688596,-0.1040389,-9.788629,0.07696237
800985505,3,1741275459332786357,-0.0944621,-9.798205,0.09132758
800985515,3,1741275459342921044,-0.1040389,-9.78384,0.08175077
800985525,3,1741275459353093857,-0.1040389,-9.78384,0.07696237
800985535,3,1741275459363293857,-0.0944621,-9.78384,0.096115984
800985545,3,1741275459373493857,-0.08488529,-9.788629,0.08653918
800985556,3,1741275459383693857,-0.08967369,-9.78384,0.08175077
800985566,3,1741275459393893857,-0.0944621,-9.788629,0.07696237
800985576,3,1741275459404093857,-0.0992505,-9.788629,0.07217397
800985586,3,1741275459414293857,-0.0944621,-9.788629,0.062597156
800985596,3,1741275459424493857,-0.0992505,-9.779052,0.08175077
800985607,3,1741275459434693857,-0.0992505,-9.788629,0.07696237
800985617,3,1741275459444893857,-0.1040389,-9.788629,0.08653918
800985627,3,1741275459455080575,-0.0944621,-9.788629,0.08653918
800985637,3,1741275459465280575,-0.0944621,-9.798205,0.07696237
800985647,3,1741275459475480575,-0.0944621,-9.788629,0.09132758
800985658,3,1741275459485680575,-0.0944621,-9.788629,0.08653918
800985668,3,1741275459495880575,-0.08488529,-9.798205,0.10090439
800985678,3,1741275459506080575,-0.0992505,-9.788629,0.096115984
800985688,3,1741275459516280575,-0.0944621,-9.788629,0.08175077
800985698,3,1741275459526480575,-0.0992505,-9.78384,0.07217397
800985709,3,1741275459536680575,-0.0944621,-9.788629,0.08175077
800985719,3,1741275459546880575,-0.0992505,-9.793417,0.096115984
800985729,3,1741275459557080575,-0.0992505,-9.788629,0.096115984
800985739,3,1741275459567280575,-0.0944621,-9.793417,0.096115984
800985749,3,1741275459577480575,-0.0992505,-9.788629,0.10090439
800985760,3,1741275459587680575,-0.0944621,-9.78384,0.08175077
800985770,3,1741275459597880575,-0.0944621,-9.793417,0.10090439
800985780,3,1741275459608080575,-0.0992505,-9.793417,0.10569279
800985790,3,1741275459618280575,-0.0992505,-9.793417,0.10090439
800985800,3,1741275459628480575,-0.10882731,-9.793417,0.08175077
800985811,3,1741275459638680575,-0.0944621,-9.798205,0.096115984
800985821,3,1741275459648880575,-0.0944621,-9.793417,0.08175077
800985831,3,1741275459659080575,-0.10882731,-9.793417,0.07696237
800985841,3,1741275459669280575,-0.0944621,-9.793417,0.07696237
800985851,3,1741275459679480575,-0.0944621,-9.788629,0.08175077
800985862,3,1741275459689680575,-0.08967369,-9.788629,0.096115984
800985872,3,1741275459699880575,-0.0992505,-9.788629,0.08175077
800985882,3,1741275459710080575,-0.10882731,-9.788629,0.09132758
800985892,3,1741275459720280575,-0.0992505,-9.793417,0.07696237
800985902,3,1741275459730480575,-0.0944621,-9.788629,0.08175077
800985913,3,1741275459740680575,-0.0992505,-9.798205,0.08175077
800985923,3,1741275459750880575,-0.0944621,-9.793417,0.09132758
800985933,3,1741275459761080575,-0.0944621,-9.798205,0.06738556
800985943,3,1741275459771280575,-0.0992505,-9.788629,0.08175077
800985953,3,1741275459781480575,-0.0992505,-9.793417,0.08175077
800985964,3,1741275459791680575,-0.08967369,-9.788629,0.08653918
800985974,3,1741275459801880575,-0.0992505,-9.798205,0.08653918
800985984,3,1741275459812080575,-0.0944621,-9.798205,0.09132758
800985994,3,1741275459822280575,-0.0944621,-9.793417,0.096115984
800986004,3,1741275459832480575,-0.0992505,-9.793417,0.10569279
800986015,3,1741275459842680575,-0.0944621,-9.788629,0.10569279
800986025,3,1741275459852880575,-0.0944621,-9.788629,0.10090439
800986035,3,1741275459863080575,-0.1040389,-9.798205,0.08175077
800986045,3,1741275459873280575,-0.0992505,-9.788629,0.09132758
800986055,3,1741275459883480575,-0.0944621,-9.788629,0.07217397
800986066,3,1741275459893680575,-0.0992505,-9.802994,0.08175077
800986076,3,1741275459903880575,-0.0992505,-9.793417,0.07696237
800986086,3,1741275459913924898,-0.0992505,-9.78384,0.096115984
