timestamp_global[ms],timestampImu[ms],ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],acc_uncal_x[m/s^2],acc_uncal_y[m/s^2],acc_uncal_z[m/s^2],mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s],acc_bias_x[m/s^2],acc_bias_y[m/s^2],acc_bias_z[m/s^2],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
589,800981930,0.004123337,-0.0013744457,0.0015271619,0.116351,-9.761221,0.23090738,4.625,7.525,149.6375,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
599,800981940,0.0048869182,-0.0013744457,0.0018325944,0.12352947,-9.763614,0.23629123,4.6125,7.525,149.6125,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
609,800981950,0.004734202,-0.0018325944,0.0015271619,0.117547415,-9.763314,0.23928227,4.5875,7.5,149.58751,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
619,800981960,0.004581486,-9.162972E-4,0.002290743,0.1160519,-9.763614,0.24047868,4.5875,7.5125003,149.575,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
629,800981970,0.004581486,-0.0021380268,0.002290743,0.116650105,-9.772287,0.23898315,4.6,7.475,149.5375,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
639,800981980,0.0042760535,-0.0018325944,0.002290743,0.119940236,-9.764511,0.23479572,4.6625,7.475,149.575,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
649,800981990,0.0051923506,-0.0010690134,0.0012217296,0.11306087,-9.771989,0.24556342,4.7125,7.475,149.625,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
659,800982000,0.0050396346,-0.0012217296,0.0012217296,0.12263216,-9.782457,0.24227329,4.75,7.4875,149.7,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
669,800982010,0.0050396346,-0.002290743,0.002290743,0.12263216,-9.782457,0.24227329,4.7875,7.4875,149.8,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
680,800982021,0.0050396346,-0.0019853106,0.0027488915,0.11216356,-9.7704935,0.23659034,4.8125,7.5125003,149.8625,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
