timestamp_global[ms],timestampImu[ms],ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],acc_uncal_x[m/s^2],acc_uncal_y[m/s^2],acc_uncal_z[m/s^2],mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s],acc_bias_x[m/s^2],acc_bias_y[m/s^2],acc_bias_z[m/s^2],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
1074,801244041,0.004734202,-0.0012217296,0.0018325944,0.10049855,-9.765109,0.1585245,4.125,8.2375,151.125,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1084,801244051,0.0050396346,-0.0012217296,0.0018325944,0.10079765,-9.764511,0.17288144,4.1375003,8.2375,151.15001,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1094,801244061,0.004123337,-0.0021380268,0.0018325944,0.11156536,-9.7654085,0.16779669,4.15,8.225,151.15001,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1104,801244071,0.004123337,-0.0016798781,0.0021380268,0.11874382,-9.768997,0.16540386,4.2125,8.2375,151.1125,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1114,801244081,0.0048869182,-0.0016798781,0.0018325944,0.101694964,-9.755239,0.16390835,4.275,8.225,151.0375,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1124,801244091,0.004734202,-0.0013744457,0.0018325944,0.09750752,-9.784551,0.16331014,4.3,8.225,150.9125,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1134,801244101,0.005497783,-0.0013744457,0.0016798781,0.1061815,-9.764511,0.16630118,4.3375,8.25,150.7875,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1144,801244111,0.0048869182,-0.0018325944,0.0015271619,0.1055833,-9.757033,0.17437695,4.3625,8.2625,150.65001,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1154,801244121,0.0056504994,-0.0018325944,0.0015271619,0.11335997,-9.760324,0.16779669,4.4125,8.3,150.58751,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1164,801244131,0.006261364,-0.0010690134,3.054324E-4,0.106480606,-9.766306,0.16869399,4.425,8.35,150.55,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1174,801244141,0.0048869182,-0.0019853106,0.0025961753,0.1058824,-9.759726,0.1594218,4.4500003,8.35,150.5375,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1184,801244151,0.0050396346,-0.0015271619,0.0013744457,0.092422776,-9.7681,0.17258233,4.4500003,8.275001,150.575,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1194,801244161,0.005345067,-0.0018325944,0.0016798781,0.097806625,-9.766006,0.1689931,4.4625,8.2375,150.625,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1204,801244171,0.004734202,-0.0021380268,0.0018325944,0.09900304,-9.766604,0.16031912,4.475,8.225,150.7,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1214,801244181,0.0051923506,-0.0015271619,0.0015271619,0.10139586,-9.771689,0.15732808,4.4875,8.212501,150.7625,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1224,801244191,0.0051923506,-0.0018325944,0.0012217296,0.11216356,-9.760623,0.16450655,4.475,8.1875,150.7875,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1234,801244201,0.0051923506,-0.0018325944,0.0018325944,0.10348958,-9.78485,0.16480567,4.5,8.175,150.8,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1244,801244211,0.0056504994,-0.0019853106,0.0018325944,0.11156536,-9.768399,0.15792629,4.5,8.1875,150.8,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1254,801244221,0.0056504994,-0.002290743,7.6358096E-4,0.10199407,-9.753445,0.1582254,4.475,8.1875,150.83751,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1264,801244231,0.0044287695,-0.0019853106,0.002290743,0.1061815,-9.774382,0.16480567,4.4625,8.225,150.8875,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1274,801244241,0.005497783,-0.0025961753,0.0021380268,0.09661021,-9.771989,0.15433706,4.425,8.25,150.9375,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1284,801244251,0.0050396346,-0.0015271619,0.0015271619,0.10707881,-9.758529,0.16241284,4.4,8.2625,150.975,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1294,801244261,0.005497783,-0.0012217296,0.0013744457,0.10079765,-9.763314,0.16390835,4.3625,8.25,151.05,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1304,801244271,0.005345067,-0.0025961753,0.0021380268,0.103190474,-9.763913,0.16301104,4.3625,8.2375,151.15001,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1314,801244281,0.004734202,-0.0016798781,7.6358096E-4,0.10049855,-9.767502,0.16061822,4.3375,8.2375,151.2375,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1324,801244291,0.0056504994,-0.0016798781,0.0013744457,0.119042926,-9.7609215,0.16241284,4.3250003,8.225,151.325,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1334,801244301,0.005497783,-0.0021380268,0.002290743,0.10229317,-9.769895,0.16031912,4.3375,8.2375,151.35,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1344,801244311,0.005497783,-0.0019853106,0.0016798781,0.10917253,-9.779765,0.17108682,4.35,8.2375,151.33751,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1354,801244321,0.004581486,-0.0013744457,0.0018325944,0.104985096,-9.762716,0.16749759,4.4,8.212501,151.2875,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1364,801244331,0.0042760535,-0.0010690134,0.0016798781,0.10887343,-9.766306,0.15613168,4.4500003,8.175,151.225,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1374,801244341,0.0051923506,-0.002290743,9.162972E-4,0.10797612,-9.770792,0.16420746,4.525,8.175,151.0125,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1384,801244351,0.0050396346,-0.0012217296,0.0012217296,0.1061815,-9.766306,0.16121642,4.55,8.1625,150.8625,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1394,801244361,0.0051923506,-0.0021380268,0.0013744457,0.104985096,-9.77139,0.16570297,4.5750003,8.150001,150.7625,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1403,801244370,0.004734202,-0.0024434591,0.0015271619,0.10737792,-9.763314,0.16600206,4.5750003,8.1125,150.675,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1413,801244380,0.0050396346,-7.6358096E-4,0.0019853106,0.102592275,-9.760623,0.16510476,4.5750003,8.087501,150.625,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1423,801244390,0.0042760535,-0.0021380268,9.162972E-4,0.11425728,-9.767502,0.16600206,4.55,8.087501,150.6125,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1433,801244400,0.005497783,-0.0018325944,0.0015271619,0.116650105,-9.763314,0.1680958,4.525,8.1125,150.6375,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1443,801244410,0.0050396346,-0.0019853106,0.0018325944,0.11246266,-9.776475,0.15463616,4.5,8.1375,150.65001,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1453,801244420,0.0044287695,-0.0018325944,0.0010690134,0.10289137,-9.7704935,0.14476576,4.4625,8.150001,150.6375,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1463,801244430,0.0048869182,-0.0013744457,0.0016798781,0.09661021,-9.768699,0.1689931,4.4375,8.1625,150.6375,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1473,801244440,0.0056504994,-0.0018325944,0.0015271619,0.110368945,-9.753743,0.16480567,4.4,8.175,150.625,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1483,801244450,0.005497783,-7.6358096E-4,0.0018325944,0.10797612,-9.779466,0.16121642,4.375,8.212501,150.6625,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1493,801244460,0.0050396346,-0.0012217296,0.0016798781,0.1052842,-9.755837,0.17078772,4.3625,8.25,150.75,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1503,801244470,0.0051923506,-0.0016798781,0.0016798781,0.096311115,-9.761221,0.16540386,4.375,8.3125,150.825,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
1513,801244480,0.0050396346,-0.0010690134,0.0013744457,0.106480606,-9.767801,0.16390835,4.3625,8.325,150.8625,0.0053031044,-0.0022775796,0.0014542363,0.0,0.0,0.0,-27.0,-59.0,178.0
