Rotation Vector  Non-wakeup,QTI,2025-03-06_18-41-53.764_TGW
imuTimestamp,accuracy(more=better),x*sin(a/2)[],y*sin(a/2)[],z*sin(a/2)[],cos(a/2)[],heading_accuracy[rad]
801244787,3,-0.29749894,-0.63499033,0.64233285,0.3093383,-1.0
801244797,3,-0.29750237,-0.6349833,0.6423291,0.3093572,-1.0
801244807,3,-0.29750264,-0.63498276,0.6423304,0.3093554,-1.0
801244817,3,-0.2975003,-0.63498753,0.6423237,0.30936176,-1.0
801244827,3,-0.29749537,-0.6349977,0.64232254,0.30934793,-1.0
801244837,3,-0.29749456,-0.6349994,0.6423211,0.30934814,-1.0
801244847,3,-0.29749668,-0.6349951,0.6423238,0.3093496,-1.0
801244857,3,-0.29749444,-0.63499975,0.64231783,0.30935454,-1.0
801244867,3,-0.2974942,-0.63500017,0.6423213,0.30934668,-1.0
801244877,3,-0.29748815,-0.6350126,0.6423204,0.30932876,-1.0
801244887,3,-0.29748797,-0.635013,0.6423186,0.30933186,-1.0
801244897,3,-0.29749033,-0.63500816,0.64232075,0.3093351,-1.0
801244907,3,-0.29748973,-0.63500935,0.6423249,0.30932456,-1.0
801244917,3,-0.29748857,-0.63501173,0.6423253,0.3093201,-1.0
801244927,3,-0.29748973,-0.6350093,0.6423252,0.30932403,-1.0
801244937,3,-0.29749048,-0.6350078,0.64232576,0.3093253,-1.0
801244947,3,-0.2974965,-0.63499546,0.6423234,0.30934986,-1.0
801244957,3,-0.29749256,-0.63500357,0.6423193,0.3093454,-1.0
801244967,3,-0.29749388,-0.63500094,0.6423146,0.30935928,-1.0
801244977,3,-0.29749185,-0.6350051,0.6423069,0.30936852,-1.0
801244987,3,-0.29749137,-0.635006,0.64231676,0.30934677,-1.0
801244997,3,-0.29749113,-0.63500655,0.64231604,0.30934748,-1.0
801245007,3,-0.29748926,-0.6350104,0.6423188,0.30933562,-1.0
801245017,3,-0.29748785,-0.6350132,0.6423175,0.30933383,-1.0
801245027,3,-0.29748726,-0.6350145,0.6423163,0.3093343,-1.0
801245037,3,-0.29748535,-0.63501847,0.6423129,0.30933502,-1.0
801245047,3,-0.2974845,-0.63502026,0.64231044,0.30933723,-1.0
801245057,3,-0.2974784,-0.6350328,0.6423105,0.30931726,-1.0
801245067,3,-0.2974802,-0.63502914,0.64230907,0.309326,-1.0
801245077,3,-0.29747802,-0.6350336,0.642309,0.309319,-1.0
801245087,3,-0.2974793,-0.6350309,0.64231145,0.30931827,-1.0
801245097,3,-0.29747954,-0.63503045,0.64231175,0.30931833,-1.0
