acc_s003_002 QTI-Accelerometer-Uncalibrated Non-wakeup,TDK-Invensense,2025-03-06_18-41-53.764_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),acc2_uncal_x[m/s^2],acc2_uncal_y[m/s^2],acc2_uncal_z[m/s^2]
801246038,3,1741275719865676780,-0.10882731,-9.788629,0.009924725
801246048,3,1741275719875595426,-0.11840411,-9.793417,0.014713123
801246058,3,1741275719885521416,-0.11840411,-9.788629,0.009924725
801246068,3,1741275719895452458,-0.1040389,-9.798205,0.0051363185
801246078,3,1741275719905387666,-0.11361571,-9.793417,0.014713123
801246088,3,1741275719915337770,-0.10882731,-9.788629,0.014713123
801246097,3,1741275719925292926,-0.1040389,-9.78384,3.479123E-4
801246107,3,1741275719935252718,-0.11361571,-9.78384,0.0051363185
801246117,3,1741275719945216728,-0.10882731,-9.788629,0.0051363185
801246127,3,1741275719955186051,-0.11361571,-9.78384,3.479123E-4
801246137,3,1741275719965160635,-0.11361571,-9.788629,0.0051363185
801246147,3,1741275719975139905,-0.11840411,-9.788629,3.479123E-4
801246157,3,1741275719985124385,-0.11361571,-9.78384,0.0051363185
801246167,3,1741275719995114437,-0.11361571,-9.788629,0.009924725
801246177,3,1741275720005110322,-0.11840411,-9.793417,0.01950153
801246187,3,1741275720015122822,-0.11840411,-9.788629,0.014713123
801246197,3,1741275720025140478,-0.11361571,-9.793417,0.014713123
801246207,3,1741275720035163708,-0.11361571,-9.788629,0.014713123
801246217,3,1741275720045195426,-0.10882731,-9.788629,0.014713123
801246227,3,1741275720055234697,-0.10882731,-9.78384,0.01950153
801246237,3,1741275720065281624,-0.1040389,-9.793417,0.01950153
801246248,3,1741275720075335010,-0.1040389,-9.788629,0.009924725
801246258,3,1741275720085392822,-0.1040389,-9.788629,0.0051363185
801246268,3,1741275720095454228,-0.11361571,-9.788629,0.0051363185
801246278,3,1741275720105520374,-0.11361571,-9.793417,-0.0044404864
801246288,3,1741275720115600166,-0.11361571,-9.788629,-0.009228885
801246298,3,1741275720125683291,-0.1040389,-9.78384,0.01950153
801246308,3,1741275720135769333,-0.10882731,-9.793417,0.01950153
801246318,3,1741275720145861051,-0.10882731,-9.788629,0.009924725
801246328,3,1741275720155957041,-0.10882731,-9.788629,-0.0044404864
801246338,3,1741275720166054697,-0.1040389,-9.788629,3.479123E-4
801246348,3,1741275720176154176,-0.10882731,-9.793417,0.009924725
801246358,3,1741275720186255062,-0.11361571,-9.793417,0.0051363185
801246369,3,1741275720196356624,-0.11361571,-9.788629,0.0051363185
801246379,3,1741275720206459124,-0.11840411,-9.788629,0.0051363185
801246389,3,1741275720216574176,-0.10882731,-9.793417,0.009924725
801246399,3,1741275720226693343,-0.11361571,-9.793417,0.0051363185
801246409,3,1741275720236815843,-0.10882731,-9.793417,0.009924725
801246419,3,1741275720246940322,-0.1040389,-9.793417,0.009924725
801246429,3,1741275720257068030,-0.11840411,-9.788629,0.0051363185
801246439,3,1741275720267196833,-0.0992505,-9.788629,0.01950153
801246449,3,1741275720277002249,-0.1040389,-9.802994,0.01950153
801246459,3,1741275720286807666,-0.10882731,-9.788629,0.0051363185
801246469,3,1741275720296613083,-0.10882731,-9.78384,0.009924725
801246479,3,1741275720306420635,-0.11361571,-9.78384,0.014713123
801246488,3,1741275720316240218,-0.1040389,-9.788629,0.014713123
801246498,3,1741275720326063291,-0.10882731,-9.788629,-0.0044404864
801246508,3,1741275720335890739,-0.11361571,-9.788629,0.014713123
801246518,3,1741275720345723291,-0.10882731,-9.779052,3.479123E-4
801246528,3,1741275720355559645,-0.10882731,-9.798205,0.0051363185
801246538,3,1741275720365402145,-0.1040389,-9.793417,0.014713123
801246547,3,1741275720375249437,-0.1040389,-9.78384,0.01950153
801246557,3,1741275720385103655,-0.10882731,-9.78384,-0.0044404864
801246567,3,1741275720394963603,-0.1040389,-9.788629,3.479123E-4
801246577,3,1741275720404833239,-0.0992505,-9.788629,3.479123E-4
801246587,3,1741275720414717614,-0.0992505,-9.78384,0.0051363185
801246597,3,1741275720424613030,-0.11361571,-9.788629,0.009924725
801246607,3,1741275720434519905,-0.11840411,-9.779052,0.009924725
801246617,3,1741275720444435583,-0.1040389,-9.793417,0.009924725
801246627,3,1741275720454361885,-0.1040389,-9.788629,3.479123E-4
801246636,3,1741275720464297041,-0.1040389,-9.793417,-0.009228885
801246646,3,1741275720474239905,-0.11361571,-9.793417,0.009924725
801246656,3,1741275720484191885,-0.10882731,-9.793417,0.024289936
801246666,3,1741275720494152874,-0.0992505,-9.779052,0.01950153
801246676,3,1741275720504122874,-0.11361571,-9.78384,0.024289936
801246686,3,1741275720514112093,-0.08488529,-9.774263,0.15836522
801246696,3,1741275720524110010,-0.11361571,-9.66413,1.3985617
801246706,3,1741275720534118187,-0.051366467,-9.937069,1.9827468
801246716,3,1741275720544136780,-0.08488529,-9.884397,-0.27259108
801246726,3,1741275720554165687,-0.19023016,-9.692861,-1.1201384
801246736,3,1741275720564204853,-0.2333258,-9.707226,0.115269594
801246746,3,1741275720574252197,-0.08488529,-9.855666,-0.27737948
801246756,3,1741275720584307301,-0.008270837,-9.846089,-0.13372737
801246767,3,1741275720594373655,-0.11361571,-9.779052,0.03865514
801246777,3,1741275720604448395,-0.15671134,-9.75511,-0.24864906
801246787,3,1741275720614537353,-0.1040389,-9.779052,-0.17682302
801246797,3,1741275720624636624,-0.0944621,-9.798205,-0.21513024
801246807,3,1741275720634746520,-0.0992505,-9.779052,-0.23907226
801246817,3,1741275720644866208,-0.11840411,-9.769475,-0.25343746
801246827,3,1741275720654992145,-0.10882731,-9.78384,-0.24864906
801246837,3,1741275720665124437,-0.0944621,-9.788629,-0.28695628
801246847,3,1741275720675261937,-0.1040389,-9.78384,-0.28695628
801246858,3,1741275720685428551,-0.10882731,-9.774263,-0.29174468
801246868,3,1741275720695625322,-0.11840411,-9.779052,-0.3013215
801246878,3,1741275720705825322,-0.11361571,-9.774263,-0.3108983
801246888,3,1741275720716025322,-0.11840411,-9.759898,-0.3061099
801246898,3,1741275720726225322,-0.10882731,-9.759898,-0.3156867
801246909,3,1741275720736425322,-0.1040389,-9.759898,-0.32526353
801246919,3,1741275720746625322,-0.11840411,-9.764687,-0.34920552
801246929,3,1741275720756825322,-0.11361571,-9.750321,-0.38272434
801246939,3,1741275720767025322,-0.12319252,-9.726379,-0.39708954
801246949,3,1741275720777225322,-0.1040389,-9.716803,-0.4306084
801246960,3,1741275720787425322,-0.11840411,-9.721591,-0.4306084
801246970,3,1741275720797625322,-0.11840411,-9.712014,-0.4449736
801246980,3,1741275720807825322,-0.12319252,-9.697649,-0.49764603
801246990,3,1741275720818025322,-0.12319252,-9.66413,-0.5694721
801247000,3,1741275720828225322,-0.12798092,-9.6354,-0.5838373
801247011,3,1741275720838425322,-0.1040389,-9.568362,-0.6221445
801247021,3,1741275720848625322,0.6860477,-9.185289,-0.69397056
801247031,3,1741275720858825322,1.2702329,-10.061567,0.30680573
801247041,3,1741275720869025322,1.2798097,-10.219584,0.043443546
801247051,3,1741275720879225322,0.53760713,-10.1477585,0.21582606
801247062,3,1741275720889425322,-0.6403401,-9.496536,0.35468978
801247072,3,1741275720899625322,-1.8278642,-8.342531,-2.7577724
801247082,3,1741275720909825322,-1.7177308,-7.753557,-1.9054365
801247092,3,1741275720920025322,-1.2053716,-8.76391,-1.3595586
801247102,3,1741275720930225322,-0.49189958,-9.300212,-1.2254834
801247113,3,1741275720940425322,-0.18065336,-9.00333,-0.6029909
801247123,3,1741275720950625322,1.0691199,-9.084733,-1.0147936
801247133,3,1741275720960825322,6.312422,-14.548302,5.3250527
801247143,3,1741275720971025322,7.33714,-15.822017,-2.6189086
801247153,3,1741275720981225322,7.2317953,-9.036849,-11.0848055
801247164,3,1741275720991425322,2.9844813,-4.4926543,-14.364862
801247174,3,1741275721001625322,-2.335435,0.68360984,-10.605966
801247184,3,1741275721011825322,-14.914571,-1.3466731,-7.881364
801247194,3,1741275721022025322,-15.355104,-1.2652704,2.5669322
801247204,3,1741275721032225322,-5.945891,-5.862138,-5.3004146
801247215,3,1741275721042425322,3.099403,-28.085117,-25.70859
801247225,3,1741275721052625322,2.2470672,-5.2971063,-5.841504
801247235,3,1741275721062825322,3.434591,-8.040861,-3.9213543
801247245,3,1741275721073025322,5.575008,-12.206772,-3.796856
801247255,3,1741275721083225322,7.4137545,-9.209231,-0.923814
801247266,3,1741275721093425322,6.010752,-6.1159234,-4.4337134
801247276,3,1741275721103526051,2.5678902,-6.044097,-2.4034305
801247286,3,1741275721113627145,-0.9372211,-8.352108,-2.6572158
801247296,3,1741275721123562822,-2.2540321,-8.52449,-2.4704683
801247306,3,1741275721133499333,-4.011376,-9.611458,-2.6524274
801247316,3,1741275721143435999,-3.7336488,-10.066356,-3.4616678
801247326,3,1741275721153373343,-1.6315396,-9.625823,-4.4480786
801247335,3,1741275721163311572,0.14016967,-8.88362,-4.2804847
801247345,3,1741275721173250791,1.2079837,-9.156559,-6.2006345
801247355,3,1741275721183190687,2.529583,-9.21402,-8.657085
801247365,3,1741275721193131260,2.9749045,-8.807006,-7.1008544
801247375,3,1741275721203072874,1.3372705,-8.8022175,-5.19507
801247385,3,1741275721213015635,0.39395505,-8.361685,-4.5294814
801247395,3,1741275721222960583,-0.046578065,-7.542867,-4.4576554
801247405,3,1741275721232907458,-0.46316916,-7.969035,-4.721018
801247415,3,1741275721242858655,-0.46316916,-9.721591,-4.53427
801247425,3,1741275721252813395,-0.13276932,-10.176489,-3.0307114
801247435,3,1741275721262773135,0.8775838,-9.09431,-2.240625
801247445,3,1741275721272737353,2.1800294,-9.175713,-2.9349432
801247455,3,1741275721282704489,2.5152178,-9.075156,-3.0115578
801247465,3,1741275721292675530,2.1800294,-8.596316,-3.0546534
801247475,3,1741275721302649541,1.4426155,-8.639412,-3.1983056
801247485,3,1741275721312625791,0.058766812,-8.912351,-3.1169026
801247495,3,1741275721322604958,-0.769627,-9.400768,-3.0690186
801247505,3,1741275721332587666,-0.11361571,-9.846089,-4.5630007
801247515,3,1741275721342574124,0.571126,-9.477383,-1.5223644
801247525,3,1741275721352564020,1.1457343,-9.017695,-1.4553268
801247535,3,1741275721362556833,1.1840415,-9.381615,0.03865514
801247545,3,1741275721372552666,0.71956646,-10.2962,0.73776203
801247555,3,1741275721382551208,-0.30036342,-9.961011,1.8726137
801247565,3,1741275721392552666,-0.8318762,-9.898762,1.3841965
801247575,3,1741275721402557093,-0.5493604,-9.692861,-0.11457376
801247585,3,1741275721412564853,-0.34824747,-9.644977,-1.11535
