gyro_s001_004 Gyroscope-Uncalibrated Non-wakeup,STMicro,2025-03-06_18-41-53.764_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s]
801243501,3,1741275717328511312,0.005345067,-6.108648E-4,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801243511,3,1741275717338541364,0.004581486,-0.0010690134,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801243521,3,1741275717348723655,0.0059559317,-0.0021380268,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801243531,3,1741275717358906312,0.004734202,-9.162972E-4,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801243541,3,1741275717369089489,0.0050396346,-0.0016798781,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801243551,3,1741275717379272666,0.004734202,-0.0018325944,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801243562,3,1741275717389455843,0.0050396346,-0.0019853106,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801243572,3,1741275717399565739,0.0061086477,-0.0018325944,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801243582,3,1741275717409562562,0.0050396346,-0.0013744457,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801243592,3,1741275717419547041,0.0059559317,-9.162972E-4,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801243602,3,1741275717429530999,0.0050396346,-0.0019853106,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801243612,3,1741275717439515322,0.0050396346,-0.0016798781,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801243622,3,1741275717449499801,0.0048869182,-0.0012217296,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801243632,3,1741275717459483760,0.004734202,-0.0013744457,0.0025961753,0.0053031044,-0.0022775796,0.0014542363
801243642,3,1741275717469467718,0.005345067,-0.0013744457,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801243652,3,1741275717479452041,0.0050396346,-0.0016798781,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801243662,3,1741275717489436520,0.0048869182,-0.0016798781,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801243672,3,1741275717499420478,0.0059559317,-0.0021380268,4.581486E-4,0.0053031044,-0.0022775796,0.0014542363
801243682,3,1741275717509404801,0.0048869182,-0.0019853106,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801243692,3,1741275717519389280,0.0051923506,-0.0013744457,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801243702,3,1741275717529373239,0.004734202,-0.0021380268,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801243712,3,1741275717539357197,0.0044287695,-0.0013744457,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801243722,3,1741275717549341520,0.0042760535,-0.0018325944,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801243731,3,1741275717559325999,0.0050396346,-0.0016798781,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801243741,3,1741275717569309958,0.0050396346,-0.0021380268,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801243751,3,1741275717579294280,0.0050396346,-0.0019853106,4.581486E-4,0.0053031044,-0.0022775796,0.0014542363
801243761,3,1741275717589278760,0.0044287695,-0.0019853106,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801243771,3,1741275717599262718,0.0048869182,-0.0015271619,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801243781,3,1741275717609247041,0.0050396346,-0.0021380268,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801243791,3,1741275717619231520,0.0050396346,-0.0015271619,0.0025961753,0.0053031044,-0.0022775796,0.0014542363
801243801,3,1741275717629215478,0.0051923506,-0.0021380268,0.0024434591,0.0053031044,-0.0022775796,0.0014542363
801243811,3,1741275717639199437,0.005345067,-0.0018325944,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801243821,3,1741275717649183760,0.004581486,-0.0024434591,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801243831,3,1741275717659168239,0.005345067,-0.0021380268,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801243841,3,1741275717669152197,0.004734202,-0.0021380268,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801243851,3,1741275717679136520,0.004734202,-0.0024434591,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801243861,3,1741275717689120999,0.0048869182,-0.0025961753,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801243871,3,1741275717699104958,0.0050396346,-0.0012217296,0.0027488915,0.0053031044,-0.0022775796,0.0014542363
801243881,3,1741275717709089280,0.005497783,-0.0010690134,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801243891,3,1741275717719073760,0.005497783,-0.0021380268,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801243901,3,1741275717729057718,0.0056504994,-0.0013744457,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801243911,3,1741275717739041312,0.0059559317,-0.0015271619,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801243921,3,1741275717749025322,0.0059559317,-0.002290743,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
