Format Version,1.23,Take Name,Take 2025-03-06 06.38.58 PM_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-03-06 06.46.36.882 PM,Capture Start Frame,69474,Total Frames in Take,24703,Total Exported Frames,24703,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010
,ID,"EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
151,1.510000,0.286300,-0.570037,-0.690563,0.340901,-0.569561,0.065206,0.014518
152,1.520000,0.286474,-0.569896,-0.690454,0.341211,-0.569630,0.065197,0.014549
153,1.530000,0.286378,-0.570097,-0.690561,0.340737,-0.569537,0.065206,0.014530
154,1.540000,0.286256,-0.570070,-0.690482,0.341047,-0.569535,0.065209,0.014529
155,1.550000,0.286357,-0.570126,-0.690591,0.340647,-0.569552,0.065223,0.014523
156,1.560000,0.286330,-0.569992,-0.690577,0.340922,-0.569538,0.065215,0.014534
157,1.570000,0.286447,-0.569849,-0.690426,0.341368,-0.569633,0.065210,0.014539
158,1.580000,0.285980,-0.570004,-0.690447,0.341460,-0.569513,0.065221,0.014561
159,1.590000,0.286376,-0.570044,-0.690600,0.340751,-0.569571,0.065205,0.014522
160,1.600000,0.286332,-0.570051,-0.690556,0.340863,-0.569531,0.065228,0.014523
161,1.610000,0.286684,-0.570019,-0.690342,0.341056,-0.569576,0.065146,0.014492
162,1.620000,0.286233,-0.570085,-0.690501,0.341002,-0.569538,0.065213,0.014522
163,1.630000,0.286231,-0.570079,-0.690519,0.340976,-0.569549,0.065240,0.014510
164,1.640000,0.286448,-0.570064,-0.690556,0.340743,-0.569555,0.065210,0.014509
165,1.650000,0.286283,-0.570070,-0.690563,0.340860,-0.569542,0.065224,0.014521
166,1.660000,0.286303,-0.570041,-0.690571,0.340875,-0.569549,0.065213,0.014506
167,1.670000,0.286259,-0.570120,-0.690531,0.340862,-0.569543,0.065212,0.014508
168,1.680000,0.286456,-0.569952,-0.690460,0.341120,-0.569641,0.065203,0.014529
169,1.690000,0.286218,-0.570103,-0.690513,0.340961,-0.569536,0.065212,0.014496
170,1.700000,0.286695,-0.569944,-0.690226,0.341405,-0.569640,0.065164,0.014518
171,1.710000,0.286275,-0.570080,-0.690564,0.340847,-0.569546,0.065218,0.014511
172,1.720000,0.286251,-0.570032,-0.690569,0.340939,-0.569516,0.065224,0.014515
173,1.730000,0.286332,-0.570125,-0.690545,0.340763,-0.569547,0.065210,0.014503
174,1.740000,0.286674,-0.569920,-0.690463,0.340984,-0.569633,0.065206,0.014529
175,1.750000,0.286531,-0.569802,-0.690526,0.341173,-0.569634,0.065194,0.014527
176,1.760000,0.286435,-0.569901,-0.690386,0.341373,-0.569617,0.065202,0.014538
177,1.770000,0.286432,-0.569896,-0.690488,0.341177,-0.569626,0.065196,0.014528
178,1.780000,0.286480,-0.569422,-0.690213,0.342482,-0.569484,0.065156,0.014537
179,1.790000,0.287340,-0.568719,-0.690471,0.342409,-0.569842,0.065029,0.014641
180,1.800000,0.285766,-0.570253,-0.690819,0.340468,-0.569428,0.065256,0.014505
181,1.810000,0.285945,-0.570344,-0.690680,0.340447,-0.569444,0.065269,0.014513
182,1.820000,0.286177,-0.570222,-0.690827,0.340159,-0.569480,0.065230,0.014491
183,1.830000,0.290251,-0.569097,-0.691716,0.336767,-0.569962,0.064666,0.014771
184,1.840000,0.290133,-0.569250,-0.691642,0.336762,-0.569970,0.064674,0.014764
185,1.850000,0.290122,-0.569285,-0.691655,0.336686,-0.569989,0.064671,0.014776
186,1.860000,0.290165,-0.569263,-0.691604,0.336791,-0.569981,0.064670,0.014773
187,1.870000,0.290041,-0.569277,-0.691662,0.336755,-0.569983,0.064682,0.014778
188,1.880000,0.290237,-0.569259,-0.691640,0.336663,-0.569989,0.064670,0.014775
189,1.890000,0.290248,-0.569255,-0.691695,0.336545,-0.569979,0.064661,0.014759
190,1.900000,0.290192,-0.569236,-0.691646,0.336727,-0.569976,0.064672,0.014778
191,1.910000,0.290247,-0.569153,-0.691665,0.336780,-0.569977,0.064670,0.014764
192,1.920000,0.290201,-0.569263,-0.691626,0.336713,-0.569980,0.064660,0.014779
193,1.930000,0.285867,-0.570391,-0.690871,0.340046,-0.569393,0.065286,0.014524
194,1.940000,0.290110,-0.569303,-0.691689,0.336595,-0.569981,0.064680,0.014770
195,1.950000,0.290234,-0.569194,-0.691625,0.336805,-0.570001,0.064667,0.014772
196,1.960000,0.290217,-0.569096,-0.691666,0.336902,-0.569972,0.064651,0.014788
197,1.970000,0.290113,-0.569278,-0.691678,0.336659,-0.569983,0.064682,0.014769
198,1.980000,0.290030,-0.569440,-0.691750,0.336309,-0.569980,0.064694,0.014774
199,1.990000,0.290044,-0.569302,-0.691737,0.336555,-0.569988,0.064683,0.014774
200,2.000000,0.290228,-0.569256,-0.691695,0.336562,-0.569978,0.064665,0.014765
201,2.010000,0.290103,-0.569229,-0.691674,0.336758,-0.569980,0.064670,0.014777
202,2.020000,0.290225,-0.569191,-0.691605,0.336858,-0.569977,0.064658,0.014766
203,2.030000,0.290224,-0.569201,-0.691628,0.336795,-0.569976,0.064674,0.014775
204,2.040000,0.290328,-0.569121,-0.691632,0.336833,-0.569971,0.064667,0.014774
205,2.050000,0.290186,-0.569162,-0.691641,0.336867,-0.569983,0.064656,0.014767
206,2.060000,0.290137,-0.569323,-0.691717,0.336481,-0.569984,0.064683,0.014758
207,2.070000,0.290091,-0.569308,-0.691710,0.336560,-0.569978,0.064678,0.014767
208,2.080000,0.290133,-0.569264,-0.691684,0.336653,-0.569978,0.064687,0.014773
209,2.090000,0.290186,-0.569235,-0.691642,0.336742,-0.569973,0.064677,0.014777
210,2.100000,0.290214,-0.569176,-0.691573,0.336960,-0.569988,0.064664,0.014772
211,2.110000,0.290234,-0.569225,-0.691674,0.336652,-0.569971,0.064667,0.014760
212,2.120000,0.290356,-0.569170,-0.691664,0.336659,-0.569999,0.064675,0.014760
213,2.130000,0.290139,-0.569317,-0.691652,0.336623,-0.569975,0.064677,0.014770
214,2.140000,0.290036,-0.569221,-0.691709,0.336757,-0.569981,0.064656,0.014777
215,2.150000,0.290233,-0.569080,-0.691695,0.336855,-0.569987,0.064639,0.014769
216,2.160000,0.290107,-0.569263,-0.691727,0.336588,-0.569975,0.064673,0.014755
217,2.170000,0.290145,-0.569267,-0.691621,0.336766,-0.569975,0.064658,0.014777
218,2.180000,0.290138,-0.569165,-0.691710,0.336762,-0.569976,0.064671,0.014768
219,2.190000,0.290164,-0.569254,-0.691722,0.336565,-0.569981,0.064678,0.014771
220,2.200000,0.290279,-0.569047,-0.691641,0.336981,-0.569989,0.064681,0.014785
221,2.210000,0.290217,-0.569225,-0.691674,0.336666,-0.569980,0.064678,0.014768
222,2.220000,0.290229,-0.569209,-0.691668,0.336696,-0.569973,0.064669,0.014777
223,2.230000,0.290260,-0.569086,-0.691501,0.337220,-0.569973,0.064636,0.014783
224,2.240000,0.290135,-0.569330,-0.691696,0.336516,-0.569963,0.064662,0.014782
225,2.250000,0.290241,-0.569223,-0.691743,0.336507,-0.569984,0.064668,0.014787
226,2.260000,0.290277,-0.569242,-0.691647,0.336640,-0.569974,0.064663,0.014779
