Format Version,1.23,Take Name,Take 2025-03-06 06.38.58 PM_004,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-03-06 07.04.03.103 PM,Capture Start Frame,174096,Total Frames in Take,20102,Total Exported Frames,20102,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010
,ID,"EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
190,1.900000,-0.288749,0.570611,0.690096,-0.338813,-0.569518,0.064773,0.014636
191,1.910000,-0.286332,0.571072,0.689735,-0.340817,-0.569005,0.065190,0.014530
192,1.920000,-0.286374,0.571083,0.689682,-0.340872,-0.569008,0.065190,0.014535
193,1.930000,-0.288950,0.570579,0.690146,-0.338595,-0.569489,0.064790,0.014643
194,1.940000,-0.288932,0.570610,0.690067,-0.338717,-0.569476,0.064786,0.014642
195,1.950000,-0.288906,0.570581,0.689952,-0.339024,-0.569467,0.064786,0.014655
196,1.960000,-0.288927,0.570620,0.690039,-0.338764,-0.569459,0.064787,0.014656
197,1.970000,-0.289034,0.570666,0.690008,-0.338658,-0.569458,0.064790,0.014636
198,1.980000,-0.289650,0.570561,0.690703,-0.336886,-0.569459,0.064781,0.014754
199,1.990000,-0.288931,0.570572,0.690114,-0.338687,-0.569457,0.064796,0.014640
200,2.000000,-0.288986,0.570643,0.690033,-0.338685,-0.569473,0.064811,0.014637
201,2.010000,-0.288952,0.570577,0.690050,-0.338791,-0.569487,0.064806,0.014639
202,2.020000,-0.288838,0.570663,0.690081,-0.338682,-0.569480,0.064810,0.014639
203,2.030000,-0.288981,0.570638,0.690040,-0.338684,-0.569483,0.064781,0.014630
204,2.040000,-0.288971,0.570673,0.690037,-0.338640,-0.569470,0.064796,0.014622
205,2.050000,-0.288940,0.570672,0.690120,-0.338498,-0.569474,0.064817,0.014639
206,2.060000,-0.288893,0.570710,0.690102,-0.338511,-0.569482,0.064832,0.014646
207,2.070000,-0.288851,0.570615,0.690093,-0.338726,-0.569490,0.064809,0.014659
208,2.080000,-0.288898,0.570644,0.690065,-0.338693,-0.569484,0.064808,0.014649
209,2.090000,-0.286373,0.571086,0.689789,-0.340650,-0.569016,0.065221,0.014542
210,2.100000,-0.288990,0.570695,0.690084,-0.338490,-0.569485,0.064815,0.014635
211,2.110000,-0.288858,0.570581,0.690150,-0.338660,-0.569482,0.064807,0.014634
212,2.120000,-0.289000,0.570403,0.690058,-0.339029,-0.569412,0.064810,0.014601
213,2.130000,-0.289417,0.570109,0.690063,-0.339155,-0.569429,0.064791,0.014639
214,2.140000,-0.286794,0.570618,0.689664,-0.341334,-0.568942,0.065210,0.014522
215,2.150000,-0.289222,0.570355,0.689863,-0.339317,-0.569443,0.064793,0.014604
216,2.160000,-0.289225,0.570303,0.689887,-0.339353,-0.569438,0.064781,0.014593
217,2.170000,-0.286772,0.570740,0.689602,-0.341272,-0.568937,0.065202,0.014501
218,2.180000,-0.289212,0.570340,0.689833,-0.339410,-0.569431,0.064784,0.014605
219,2.190000,-0.289318,0.570244,0.689869,-0.339408,-0.569428,0.064788,0.014600
220,2.200000,-0.289290,0.570278,0.689844,-0.339426,-0.569439,0.064780,0.014577
221,2.210000,-0.289186,0.570305,0.689930,-0.339295,-0.569455,0.064783,0.014598
222,2.220000,-0.289297,0.570268,0.689884,-0.339355,-0.569433,0.064780,0.014591
223,2.230000,-0.287683,0.570610,0.689266,-0.341401,-0.569304,0.064985,0.014454
224,2.240000,-0.287036,0.570665,0.689406,-0.341572,-0.569061,0.065158,0.014489
225,2.250000,-0.286909,0.570713,0.689413,-0.341585,-0.569050,0.065158,0.014484
226,2.260000,-0.286948,0.570694,0.689446,-0.341518,-0.569064,0.065159,0.014498
227,2.270000,-0.287113,0.570733,0.689379,-0.341449,-0.569051,0.065158,0.014503
228,2.280000,-0.287063,0.570748,0.689471,-0.341279,-0.569056,0.065141,0.014478
229,2.290000,-0.286863,0.570656,0.689647,-0.341246,-0.569052,0.065177,0.014512
230,2.300000,-0.286931,0.570578,0.689672,-0.341269,-0.569056,0.065164,0.014520
231,2.310000,-0.286828,0.570674,0.689623,-0.341292,-0.569050,0.065176,0.014517
232,2.320000,-0.286833,0.570631,0.689654,-0.341299,-0.569039,0.065168,0.014514
233,2.330000,-0.288560,0.569756,0.688538,-0.343551,-0.569340,0.064892,0.014487
234,2.340000,-0.288635,0.569685,0.688593,-0.343494,-0.569355,0.064892,0.014518
235,2.350000,-0.291606,0.568454,0.689617,-0.340960,-0.569774,0.064417,0.014814
236,2.360000,-0.290956,0.568855,0.688968,-0.342157,-0.569839,0.064445,0.014787
237,2.370000,-0.290995,0.568935,0.688889,-0.342150,-0.569850,0.064434,0.014787
238,2.380000,-0.291426,0.568869,0.689312,-0.341040,-0.569817,0.064390,0.014843
239,2.390000,-0.291485,0.568879,0.689337,-0.340923,-0.569821,0.064390,0.014858
240,2.400000,-0.291437,0.568868,0.689322,-0.341012,-0.569811,0.064409,0.014859
241,2.410000,-0.290939,0.568984,0.688852,-0.342191,-0.569856,0.064445,0.014797
242,2.420000,-0.291075,0.569019,0.688805,-0.342113,-0.569846,0.064462,0.014802
243,2.430000,-0.291034,0.569052,0.688768,-0.342167,-0.569846,0.064448,0.014792
244,2.440000,-0.290965,0.568991,0.688824,-0.342215,-0.569846,0.064442,0.014796
245,2.450000,-0.291415,0.568975,0.689332,-0.340831,-0.569805,0.064414,0.014869
246,2.460000,-0.291095,0.569073,0.688776,-0.342064,-0.569832,0.064441,0.014790
