gyro_s003_002 QTI-Gyroscope Non-wakeup,TDK-Invensense,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),ang_vel2_x[rad/s],ang_vel2_y[rad/s],ang_vel2_z[rad/s]
801750719,3,1741276224546467155,8.990783E-4,-1.4913583E-4,-7.584698E-4
801750729,3,1741276224556531842,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801750739,3,1741276224566601165,8.990783E-4,-1.4913583E-4,-7.584698E-4
801750749,3,1741276224576674186,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801750759,3,1741276224586750540,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801750769,3,1741276224596830228,8.990783E-4,-1.4913583E-4,3.0679372E-4
801750779,3,1741276224606912728,8.990783E-4,-1.4913583E-4,-7.584698E-4
801750789,3,1741276224617004134,-1.661852E-4,-0.0012143994,-7.584698E-4
801750799,3,1741276224627099655,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801750809,3,1741276224637197988,-1.661852E-4,-0.0012143994,-7.584698E-4
801750819,3,1741276224647298925,8.990783E-4,9.161277E-4,-7.584698E-4
801750830,3,1741276224657403405,8.990783E-4,-0.0012143994,-7.584698E-4
801750840,3,1741276224667510019,-1.661852E-4,-0.0012143994,-7.584698E-4
801750850,3,1741276224677618353,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801750860,3,1741276224687726946,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801750870,3,1741276224697835800,8.990783E-4,-1.4913583E-4,-7.584698E-4
801750880,3,1741276224707945019,8.990783E-4,-1.4913583E-4,-7.584698E-4
801750890,3,1741276224718062155,8.990783E-4,-1.4913583E-4,3.0679372E-4
801750900,3,1741276224728088613,-1.661852E-4,9.161277E-4,-7.584698E-4
801750910,3,1741276224737894030,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801750920,3,1741276224747699655,8.990783E-4,-1.4913583E-4,-7.584698E-4
801750930,3,1741276224757506373,-1.661852E-4,-0.0012143994,-7.584698E-4
801750939,3,1741276224767314915,-1.661852E-4,-0.0012143994,-7.584698E-4
801750949,3,1741276224777125748,-1.661852E-4,-1.4913583E-4,-0.0018237333
801750959,3,1741276224786939446,8.990783E-4,9.161277E-4,-7.584698E-4
801750969,3,1741276224796756425,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801750979,3,1741276224806578821,-1.661852E-4,-0.0012143994,3.0679372E-4
801750989,3,1741276224816412415,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801750998,3,1741276224826254707,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751008,3,1741276224836105175,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751018,3,1741276224845964759,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751028,3,1741276224855831061,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751038,3,1741276224865705592,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751048,3,1741276224875587155,8.990783E-4,-0.0012143994,-7.584698E-4
801751058,3,1741276224885477728,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751067,3,1741276224895377415,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751077,3,1741276224905286217,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801751087,3,1741276224915210644,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751097,3,1741276224925144759,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751107,3,1741276224935087988,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751117,3,1741276224945041634,8.990783E-4,-0.0012143994,-7.584698E-4
801751127,3,1741276224955004707,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751137,3,1741276224964977259,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751147,3,1741276224974959238,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751157,3,1741276224984951009,8.990783E-4,-0.0012143994,-7.584698E-4
801751167,3,1741276224994953353,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751177,3,1741276225004967571,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751187,3,1741276225015000696,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751197,3,1741276225025045175,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751207,3,1741276225035101217,8.990783E-4,-0.0012143994,3.0679372E-4
801751217,3,1741276225045167623,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751227,3,1741276225055242571,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801751237,3,1741276225065326321,8.990783E-4,-0.0012143994,3.0679372E-4
801751248,3,1741276225075417780,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801751258,3,1741276225085518457,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801751268,3,1741276225095626217,-1.661852E-4,-0.0012143994,-7.584698E-4
801751278,3,1741276225105741634,-0.0012314487,-1.4913583E-4,-7.584698E-4
801751288,3,1741276225115869446,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751298,3,1741276225126003196,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801751308,3,1741276225136142155,8.990783E-4,-0.0012143994,3.0679372E-4
801751318,3,1741276225146286894,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751329,3,1741276225156436217,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801751339,3,1741276225166589603,-1.661852E-4,9.161277E-4,0.0013720572
801751349,3,1741276225176746582,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751359,3,1741276225186907623,8.990783E-4,-0.0012143994,-7.584698E-4
801751369,3,1741276225197070957,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751379,3,1741276225207238040,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751390,3,1741276225217415175,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751400,3,1741276225227595384,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751410,3,1741276225237777363,-1.661852E-4,-1.4913583E-4,0.0013720572
801751420,3,1741276225247960540,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751430,3,1741276225258143873,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751440,3,1741276225268038405,-1.661852E-4,-0.0012143994,3.0679372E-4
801751450,3,1741276225277843821,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751460,3,1741276225287649863,8.990783E-4,-0.0012143994,3.0679372E-4
801751470,3,1741276225297457571,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751479,3,1741276225307267780,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751489,3,1741276225317088613,-1.661852E-4,-0.0012143994,-7.584698E-4
801751499,3,1741276225326914863,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751509,3,1741276225336745019,-1.661852E-4,-0.0012143994,3.0679372E-4
801751519,3,1741276225346579915,-0.0012314487,-1.4913583E-4,-7.584698E-4
801751529,3,1741276225356419550,-1.661852E-4,9.161277E-4,-7.584698E-4
801751538,3,1741276225366264394,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751548,3,1741276225376116373,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751558,3,1741276225385975592,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751568,3,1741276225395843300,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751578,3,1741276225405719655,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751588,3,1741276225415611842,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751598,3,1741276225425512780,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751608,3,1741276225435422571,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751617,3,1741276225445341530,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801751627,3,1741276225455269863,-1.661852E-4,-1.4913583E-4,0.0013720572
801751637,3,1741276225465207884,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751647,3,1741276225475154498,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751657,3,1741276225485111478,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801751667,3,1741276225495078144,8.990783E-4,-0.0012143994,3.0679372E-4
801751677,3,1741276225505054082,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751687,3,1741276225515048353,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801751697,3,1741276225525052207,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751707,3,1741276225535065540,-1.661852E-4,-0.0012143994,-7.584698E-4
801751717,3,1741276225545088144,8.990783E-4,-1.4913583E-4,3.0679372E-4
801751727,3,1741276225555119863,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751737,3,1741276225565160853,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751747,3,1741276225575211946,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751757,3,1741276225585272675,-0.0012314487,-1.4913583E-4,3.0679372E-4
801751767,3,1741276225595343821,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751778,3,1741276225605425592,8.990783E-4,-1.4913583E-4,0.0013720572
801751788,3,1741276225615523144,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751798,3,1741276225625628457,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751808,3,1741276225635742728,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751818,3,1741276225645864863,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751828,3,1741276225655993196,-0.0012314487,-1.4913583E-4,-7.584698E-4
801751838,3,1741276225666128613,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751848,3,1741276225676271165,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751859,3,1741276225686419082,-1.661852E-4,-0.0012143994,3.0679372E-4
801751869,3,1741276225696571842,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801751879,3,1741276225706728873,-1.661852E-4,9.161277E-4,3.0679372E-4
801751889,3,1741276225716892675,8.990783E-4,-1.4913583E-4,-7.584698E-4
801751899,3,1741276225727058978,8.990783E-4,9.161277E-4,-7.584698E-4
801751909,3,1741276225737227363,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751920,3,1741276225747399134,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751930,3,1741276225757572519,-1.661852E-4,-0.0012143994,-7.584698E-4
801751940,3,1741276225767748561,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751950,3,1741276225777927780,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751960,3,1741276225788079603,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801751970,3,1741276225798234342,-1.661852E-4,9.161277E-4,-7.584698E-4
801751980,3,1741276225808222259,8.990783E-4,9.161277E-4,-7.584698E-4
801751990,3,1741276225818218040,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752000,3,1741276225828023457,8.990783E-4,9.161277E-4,3.0679372E-4
801752010,3,1741276225837829915,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752020,3,1741276225847637519,8.990783E-4,-1.4913583E-4,3.0679372E-4
801752030,3,1741276225857447571,8.990783E-4,-0.0012143994,3.0679372E-4
801752039,3,1741276225867260280,-1.661852E-4,-0.0012143994,3.0679372E-4
801752049,3,1741276225877075592,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752059,3,1741276225886894342,8.990783E-4,-1.4913583E-4,3.0679372E-4
801752069,3,1741276225896717519,8.990783E-4,-1.4913583E-4,3.0679372E-4
801752079,3,1741276225906545436,-1.661852E-4,9.161277E-4,-7.584698E-4
801752088,3,1741276225916386321,8.990783E-4,-1.4913583E-4,-7.584698E-4
801752098,3,1741276225926232415,-1.661852E-4,-1.4913583E-4,-0.0018237333
801752108,3,1741276225936084498,8.990783E-4,-1.4913583E-4,-7.584698E-4
801752118,3,1741276225945943561,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752128,3,1741276225955811478,-1.661852E-4,9.161277E-4,3.0679372E-4
801752138,3,1741276225965688665,8.990783E-4,-1.4913583E-4,-7.584698E-4
801752148,3,1741276225975575748,8.990783E-4,-1.4913583E-4,-7.584698E-4
801752158,3,1741276225985473717,8.990783E-4,-1.4913583E-4,3.0679372E-4
801752167,3,1741276225995381217,-1.661852E-4,-0.0012143994,-7.584698E-4
801752177,3,1741276226005298196,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752187,3,1741276226015233769,8.990783E-4,-1.4913583E-4,-7.584698E-4
801752197,3,1741276226025179290,8.990783E-4,-1.4913583E-4,3.0679372E-4
801752207,3,1741276226035135071,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752217,3,1741276226045102207,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752227,3,1741276226055079967,8.990783E-4,-1.4913583E-4,-7.584698E-4
801752237,3,1741276226065067884,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752247,3,1741276226075065123,8.990783E-4,9.161277E-4,-7.584698E-4
801752257,3,1741276226085072207,8.990783E-4,-1.4913583E-4,-7.584698E-4
801752267,3,1741276226095088613,8.990783E-4,-1.4913583E-4,-7.584698E-4
801752277,3,1741276226105114342,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752287,3,1741276226115157155,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752297,3,1741276226125208925,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752307,3,1741276226135268873,-1.661852E-4,-0.0012143994,-7.584698E-4
801752317,3,1741276226145339238,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752328,3,1741276226155420696,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752338,3,1741276226165513248,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752348,3,1741276226175615853,8.990783E-4,-1.4913583E-4,3.0679372E-4
801752358,3,1741276226185726582,8.990783E-4,-1.4913583E-4,3.0679372E-4
801752368,3,1741276226195843873,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752378,3,1741276226205968196,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752388,3,1741276226216103300,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752398,3,1741276226226245071,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752408,3,1741276226236392780,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752419,3,1741276226246545540,8.990783E-4,-1.4913583E-4,3.0679372E-4
801752429,3,1741276226256702884,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752439,3,1741276226266864811,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752449,3,1741276226277030123,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752459,3,1741276226287198248,8.990783E-4,-1.4913583E-4,-7.584698E-4
801752469,3,1741276226297368769,8.990783E-4,9.161277E-4,3.0679372E-4
801752480,3,1741276226307540800,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752490,3,1741276226317721321,-1.661852E-4,-0.0012143994,-7.584698E-4
801752500,3,1741276226327902259,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752510,3,1741276226338084290,8.990783E-4,-0.0012143994,-7.584698E-4
801752520,3,1741276226347983300,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752530,3,1741276226357885228,8.990783E-4,-1.4913583E-4,-7.584698E-4
801752540,3,1741276226367792050,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752550,3,1741276226377699863,-1.661852E-4,-1.4913583E-4,0.0013720572
801752560,3,1741276226387608978,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752570,3,1741276226397520071,-1.661852E-4,9.161277E-4,3.0679372E-4
801752580,3,1741276226407433248,-1.661852E-4,9.161277E-4,3.0679372E-4
801752589,3,1741276226417356321,8.990783E-4,-1.4913583E-4,3.0679372E-4
801752599,3,1741276226427282780,-1.661852E-4,-1.4913583E-4,3.0679372E-4
801752609,3,1741276226437245280,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752619,3,1741276226447243144,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752629,3,1741276226457277155,-1.661852E-4,-0.0012143994,3.0679372E-4
801752639,3,1741276226467346738,8.990783E-4,-1.4913583E-4,-7.584698E-4
801752650,3,1741276226477451165,8.990783E-4,-1.4913583E-4,3.0679372E-4
801752660,3,1741276226487590019,-1.661852E-4,9.161277E-4,3.0679372E-4
801752670,3,1741276226497762467,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752680,3,1741276226507938300,-1.661852E-4,-1.4913583E-4,-7.584698E-4
801752690,3,1741276226518114134,-1.661852E-4,-1.4913583E-4,-7.584698E-4
