mag_s004_001 Magnetometer-Uncalibrated Non-wakeup,QST,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
801751240,3,2.95,9.125,152.0,-27.0,-69.0,177.0
801751250,3,2.9375,9.150001,152.0375,-27.0,-69.0,177.0
801751259,3,2.9125001,9.150001,152.1,-27.0,-69.0,177.0
801751269,3,2.875,9.125,152.2,-27.0,-69.0,177.0
801751278,3,2.8375,9.087501,152.3,-27.0,-69.0,177.0
801751288,3,2.8,9.0625,152.325,-27.0,-69.0,177.0
801751297,3,2.775,9.05,152.3625,-27.0,-69.0,177.0
801751307,3,2.75,9.05,152.425,-27.0,-69.0,177.0
801751316,3,2.7375,9.05,152.425,-27.0,-69.0,177.0
801751326,3,2.7375,9.05,152.425,-27.0,-69.0,177.0
801751335,3,2.7625,9.075,152.3875,-27.0,-69.0,177.0
801751345,3,2.7625,9.087501,152.2625,-27.0,-69.0,177.0
801751354,3,2.7625,9.1125,152.175,-27.0,-69.0,177.0
801751364,3,2.7625,9.1125,152.1,-27.0,-69.0,177.0
801751373,3,2.7625,9.087501,152.0625,-27.0,-69.0,177.0
801751383,3,2.7625,9.0625,152.02501,-27.0,-69.0,177.0
801751392,3,2.7625,9.0375,151.975,-27.0,-69.0,177.0
801751402,3,2.7625,9.0125,151.96251,-27.0,-69.0,177.0
801751411,3,2.7375,8.9875,151.95,-27.0,-69.0,177.0
801751421,3,2.7250001,9.0,151.975,-27.0,-69.0,177.0
801751430,3,2.6875,9.0125,152.0,-27.0,-69.0,177.0
801751440,3,2.675,9.0375,152.02501,-27.0,-69.0,177.0
801751449,3,2.6875,9.0625,152.05,-27.0,-69.0,177.0
801751459,3,2.7125,9.075,152.0625,-27.0,-69.0,177.0
801751468,3,2.75,9.087501,152.1125,-27.0,-69.0,177.0
801751478,3,2.8,9.087501,152.1375,-27.0,-69.0,177.0
801751487,3,2.8375,9.1125,152.1375,-27.0,-69.0,177.0
801751497,3,2.8500001,9.1125,152.15001,-27.0,-69.0,177.0
801751506,3,2.8875,9.1,152.15001,-27.0,-69.0,177.0
801751516,3,2.9,9.087501,152.15001,-27.0,-69.0,177.0
801751525,3,2.875,9.075,152.1125,-27.0,-69.0,177.0
801751535,3,2.8625,9.075,152.0125,-27.0,-69.0,177.0
801751544,3,2.8500001,9.075,151.9125,-27.0,-69.0,177.0
801751554,3,2.8375,9.1,151.83751,-27.0,-69.0,177.0
801751563,3,2.8625,9.1,151.825,-27.0,-69.0,177.0
801751573,3,2.9375,9.1,151.7875,-27.0,-69.0,177.0
801751582,3,2.9875,9.1125,151.8125,-27.0,-69.0,177.0
801751592,3,3.0125,9.125,151.8125,-27.0,-69.0,177.0
801751601,3,3.05,9.150001,151.825,-27.0,-69.0,177.0
801751611,3,3.0625,9.1625,151.925,-27.0,-69.0,177.0
801751620,3,3.075,9.1625,152.02501,-27.0,-69.0,177.0
801751630,3,3.05,9.150001,152.075,-27.0,-69.0,177.0
801751639,3,3.025,9.1625,152.125,-27.0,-69.0,177.0
801751649,3,2.9750001,9.175,152.15001,-27.0,-69.0,177.0
801751658,3,2.95,9.1875,152.1625,-27.0,-69.0,177.0
801751668,3,2.9625,9.2,152.21251,-27.0,-69.0,177.0
801751677,3,2.9625,9.2,152.2625,-27.0,-69.0,177.0
801751687,3,2.95,9.212501,152.3,-27.0,-69.0,177.0
801751696,3,2.9,9.225,152.35,-27.0,-69.0,177.0
