baro_s002_001 Pressure Sensor Non-wakeup,Goertek,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),pressure[millibar]
801767403,3,977.2991
801767434,3,977.29285
801767466,3,977.2976
801767497,3,977.2806
801767528,3,977.29175
801767559,3,977.28906
801767590,3,977.28424
801767622,3,977.2874
801767653,3,977.2806
801767684,3,977.28687
801767715,3,977.281
801767747,3,977.281
801767778,3,977.2874
801767809,3,977.28955
801767840,3,977.30133
801767872,3,977.29016
801767903,3,977.2874
801767934,3,977.29175
801767965,3,977.29596
801767997,3,977.29803
801768028,3,977.28284
801768059,3,977.28284
801768090,3,977.2918
801768122,3,977.2833
801768153,3,977.28284
801768184,3,977.28015
801768215,3,977.2924
801768247,3,977.2897
801768278,3,977.28015
801768309,3,977.2822
801768340,3,977.2951
801768372,3,977.29877
801768403,3,977.28815
801768434,3,977.28284
801768465,3,977.28064
801768497,3,977.2833
801768528,3,977.2833
801768559,3,977.2918
801768590,3,977.28064
801768622,3,977.2876
801768653,3,977.28546
801768684,3,977.2908
801768715,3,977.2822
801768747,3,977.2822
801768778,3,977.2833
801768809,3,977.28015
801768840,3,977.29877
801768872,3,977.28015
801768903,3,977.28064
801768934,3,977.2951
801768965,3,977.2897
801768997,3,977.2743
801769028,3,977.28455
801769059,3,977.2722
801769090,3,977.27655
801769122,3,977.28723
801769153,3,977.27655
801769184,3,977.2734
801769215,3,977.2851
801769247,3,977.29517
801769278,3,977.27924
801769309,3,977.2786
801769340,3,977.27594
801769372,3,977.2888
801769403,3,977.2786
801769434,3,977.27924
801769466,3,977.2786
801769497,3,977.2825
801769528,3,977.2882
801769559,3,977.27655
801769590,3,977.28613
801769622,3,977.27924
801769653,3,977.28613
801769684,3,977.2786
801769715,3,977.2888
801769747,3,977.2904
801769778,3,977.2904
801769809,3,977.2963
801769840,3,977.28455
801769872,3,977.27924
801769903,3,977.2882
801769934,3,977.28613
801769965,3,977.284
801769997,3,977.3032
801770028,3,977.27924
801770059,3,977.2767
801770090,3,977.27625
801770122,3,977.28687
801770153,3,977.2922
801770184,3,977.28204
801770215,3,977.2854
801770247,3,977.27515
801770278,3,977.2799
801770309,3,977.2826
801770340,3,977.2873
801770372,3,977.28955
801770403,3,977.2778
801770434,3,977.29706
801770465,3,977.2944
801770497,3,977.28845
801770528,3,977.29596
801770559,3,977.27515
801770590,3,977.28687
801770622,3,977.28955
801770653,3,977.28955
801770684,3,977.28845
801770715,3,977.2944
801770747,3,977.2778
801770778,3,977.2837
801770809,3,977.2873
801770840,3,977.2933
801770872,3,977.2996
801770903,3,977.2863
801770934,3,977.28687
801770965,3,977.28955
801770997,3,977.28687
801771028,3,977.2981
801771059,3,977.29626
801771090,3,977.2937
801771122,3,977.29626
801771153,3,977.29626
801771184,3,977.2888
801771215,3,977.2899
801771247,3,977.2899
801771278,3,977.29315
801771309,3,977.29626
801771340,3,977.29626
801771372,3,977.29626
801771403,3,977.29626
801771435,3,977.2873
801771465,3,977.299
801771497,3,977.2899
801771528,3,977.2937
801771559,3,977.29254
801771590,3,977.2873
801771622,3,977.2937
801771653,3,977.2846
801771684,3,977.284
801771715,3,977.2866
801771747,3,977.2888
801771778,3,977.291
801771809,3,977.2866
801771840,3,977.2851
801771872,3,977.29956
801771903,3,977.29517
801771934,3,977.29626
801771965,3,977.2948
801771997,3,977.2948
801772028,3,977.3
801772059,3,977.291
801772090,3,977.2948
801772122,3,977.2904
801772153,3,977.2963
801772184,3,977.28186
801772215,3,977.3005
801772247,3,977.2974
801772278,3,977.2808
801772309,3,977.2915
801772340,3,977.29254
801772372,3,977.2915
801772403,3,977.2915
801772434,3,977.28625
801772465,3,977.2888
801772497,3,977.2915
801772528,3,977.2974
801772559,3,977.2882
801772590,3,977.2904
801772622,3,977.2915
801772653,3,977.28296
801772684,3,977.28625
801772716,3,977.29254
801772747,3,977.2915
801772778,3,977.2888
801772809,3,977.2915
801772840,3,977.3016
801772872,3,977.2963
801772903,3,977.28564
801772934,3,977.2915
801772965,3,977.29517
801772997,3,977.2957
801773028,3,977.2974
801773059,3,977.2937
801773090,3,977.2958
801773122,3,977.28564
801773153,3,977.3028
801773184,3,977.2969
801773215,3,977.299
801773247,3,977.2866
801773278,3,977.2877
801773309,3,977.2873
801773340,3,977.2866
801773372,3,977.2948
801773403,3,977.29626
801773434,3,977.2937
801773465,3,977.299
801773497,3,977.28937
801773528,3,977.29626
801773559,3,977.3
801773590,3,977.2979
801773622,3,977.29626
801773653,3,977.2948
801773684,3,977.29736
801773715,3,977.29736
801773747,3,977.30115
801773778,3,977.291
801773809,3,977.291
801773840,3,977.29626
801773872,3,977.2985
801773903,3,977.29626
801773934,3,977.3022
801773965,3,977.3038
801773997,3,977.30707
801774028,3,977.299
801774059,3,977.29626
801774090,3,977.29895
801774122,3,977.29785
801774153,3,977.30054
801774184,3,977.2866
801774216,3,977.2882
801774247,3,977.3064
801774278,3,977.29785
801774309,3,977.3021
801774340,3,977.31445
801774372,3,977.29895
801774403,3,977.2995
801774434,3,977.3027
801774465,3,977.3079
801774497,3,977.29785
801774528,3,977.29675
801774559,3,977.29785
801774590,3,977.30695
801774622,3,977.3038
801774653,3,977.3091
801774684,3,977.31067
801774715,3,977.31494
801774747,3,977.31335
801774778,3,977.29785
801774809,3,977.3
801774840,3,977.3079
801774872,3,977.3075
801774903,3,977.3027
801774934,3,977.29785
801774965,3,977.31757
801774997,3,977.29785
801775028,3,977.2941
801775059,3,977.3079
801775090,3,977.29785
801775122,3,977.28754
801775153,3,977.2955
801775185,3,977.2901
801775215,3,977.2912
801775247,3,977.2897
801775278,3,977.2955
801775309,3,977.2912
801775340,3,977.2887
801775372,3,977.3057
801775403,3,977.30035
801775434,3,977.29285
801775465,3,977.29175
801775497,3,977.30133
801775528,3,977.2976
801775559,3,977.2901
801775590,3,977.2901
801775622,3,977.30774
801775653,3,977.2944
801775684,3,977.2955
801775715,3,977.30035
801775747,3,977.3099
801775778,3,977.29065
801775809,3,977.29974
801775840,3,977.30884
801775872,3,977.2949
801775903,3,977.2938
801775934,3,977.296
801775966,3,977.3029
801775997,3,977.296
801776028,3,977.2944
801776059,3,977.2949
801776090,3,977.30884
801776122,3,977.29877
801776153,3,977.2961
801776184,3,977.3078
801776215,3,977.3052
801776247,3,977.3078
801776278,3,977.3014
801776309,3,977.28815
801776340,3,977.3078
801776372,3,977.2955
801776403,3,977.2983
801776434,3,977.2983
801776465,3,977.3036
801776497,3,977.2887
801776528,3,977.30475
801776559,3,977.2861
801776590,3,977.3036
801776622,3,977.30475
801776653,3,977.3014
801776684,3,977.2887
801776715,3,977.3085
801776747,3,977.2971
801776778,3,977.29346
801776809,3,977.2951
801776840,3,977.3063
801776872,3,977.2983
801776903,3,977.2977
801776934,3,977.3057
801776965,3,977.3014
801776997,3,977.3153
801777028,3,977.29285
801777059,3,977.3143
801777090,3,977.3025
801777122,3,977.3153
801777153,3,977.3057
801777184,3,977.30945
801777215,3,977.3057
801777247,3,977.3009
801777278,3,977.3089
801777309,3,977.2961
801777340,3,977.3052
801777372,3,977.3009
801777403,3,977.2861
801777434,3,977.2977
801777465,3,977.3009
801777497,3,977.3063
801777528,3,977.3068
801777559,3,977.2971
801777590,3,977.2983
801777622,3,977.3068
801777653,3,977.3085
801777684,3,977.30194
801777715,3,977.2977
801777747,3,977.30035
801777778,3,977.3132
801777809,3,977.29346
801777840,3,977.30035
801777872,3,977.3057
801777903,3,977.3074
801777934,3,977.2913
801777965,3,977.31
801777997,3,977.2951
801778028,3,977.3111
801778059,3,977.3068
801778090,3,977.3036
801778122,3,977.2955
801778153,3,977.3092
801778184,3,977.2954
801778215,3,977.297
801778247,3,977.3007
801778278,3,977.3002
801778309,3,977.3067
801778340,3,977.305
801778372,3,977.3002
801778403,3,977.2944
801778434,3,977.297
801778465,3,977.3092
801778497,3,977.30444
801778528,3,977.31836
801778559,3,977.3071
801778590,3,977.29803
801778622,3,977.2996
801778653,3,977.305
801778684,3,977.30237
801778715,3,977.3002
801778747,3,977.29114
801778778,3,977.297
801778809,3,977.3067
801778840,3,977.3067
801778872,3,977.3087
801778903,3,977.29755
801778934,3,977.2959
801778965,3,977.3125
801778997,3,977.313
801779028,3,977.3076
801779059,3,977.2853
801779090,3,977.3002
801779122,3,977.3163
801779153,3,977.28845
801779184,3,977.3085
801779216,3,977.29785
801779247,3,977.30475
801779278,3,977.3186
801779309,3,977.30414
801779340,3,977.29675
801779372,3,977.3132
801779403,3,977.3031
801779435,3,977.309
801779465,3,977.30414
801779497,3,977.32184
801779528,3,977.309
801779559,3,977.3127
801779590,3,977.3085
801779622,3,977.3101
801779653,3,977.3085
801779684,3,977.30475
801779715,3,977.3148
801779747,3,977.317
801779778,3,977.309
801779809,3,977.3058
801779840,3,977.3148
801779872,3,977.29675
801779903,3,977.3213
801779934,3,977.30743
801779965,3,977.3058
801779997,3,977.31744
801780028,3,977.3186
801780059,3,977.3186
801780090,3,977.3148
801780122,3,977.31805
801780153,3,977.3068
801780184,3,977.3027
801780215,3,977.30695
801780247,3,977.3112
801780278,3,977.3054
801780309,3,977.299
801780340,3,977.3172
801780372,3,977.3192
801780403,3,977.3166
801780434,3,977.31555
801780465,3,977.3027
801780497,3,977.3166
801780528,3,977.30054
801780559,3,977.3048
801780590,3,977.30585
801780622,3,977.3245
801780653,3,977.2958
801780684,3,977.3097
801780715,3,977.3054
801780747,3,977.3097
801780778,3,977.3027
801780809,3,977.32825
801780840,3,977.3075
801780872,3,977.3038
801780903,3,977.3048
801780934,3,977.3234
801780965,3,977.3112
801780997,3,977.30914
801781028,3,977.3064
801781059,3,977.3166
801781090,3,977.3112
801781122,3,977.3075
801781153,3,977.3112
801781184,3,977.3048
801781215,3,977.305
801781247,3,977.305
801781278,3,977.3043
801781309,3,977.3093
801781340,3,977.3258
801781372,3,977.3043
801781403,3,977.3162
801781434,3,977.31885
801781466,3,977.3076
801781497,3,977.3125
801781528,3,977.30597
801781559,3,977.3093
801781590,3,977.3066
801781622,3,977.3215
801781653,3,977.3093
801781684,3,977.31506
801781715,3,977.30286
801781747,3,977.3125
801781778,3,977.3162
801781809,3,977.29803
801781840,3,977.3215
801781872,3,977.31506
801781903,3,977.3088
801781934,3,977.32526
801781965,3,977.3242
801781997,3,977.31836
801782028,3,977.3071
801782059,3,977.3093
801782090,3,977.31726
801782122,3,977.3242
801782153,3,977.31995
801782184,3,977.3043
801782215,3,977.31366
801782247,3,977.3063
801782278,3,977.31854
801782309,3,977.3222
801782340,3,977.3057
801782372,3,977.3158
801782403,3,977.3158
801782434,3,977.31854
801782465,3,977.31
801782497,3,977.3253
801782528,3,977.3105
801782559,3,977.31854
801782591,3,977.3057
801782622,3,977.3036
801782653,3,977.3195
801782684,3,977.3143
801782715,3,977.31854
801782747,3,977.31165
801782778,3,977.2987
801782809,3,977.3052
801782840,3,977.31
801782872,3,977.2987
801782903,3,977.2987
801782934,3,977.3063
801782965,3,977.3131
801782997,3,977.3105
801783028,3,977.30035
801783059,3,977.3164
801783090,3,977.3014
801783122,3,977.31854
801783153,3,977.3057
801783184,3,977.3036
801783215,3,977.3307
801783247,3,977.3264
801783278,3,977.32965
801783309,3,977.31793
801783340,3,977.31793
801783372,3,977.3206
801783403,3,977.32385
801783434,3,977.3227
801783465,3,977.3227
801783497,3,977.3184
801783528,3,977.32
801783559,3,977.3169
801783590,3,977.30884
801783622,3,977.3078
801783653,3,977.3147
801783684,3,977.32
801783716,3,977.3206
801783747,3,977.327
801783778,3,977.3136
801783809,3,977.3057
801783840,3,977.32965
801783872,3,977.32104
801783903,3,977.3227
801783934,3,977.3227
801783965,3,977.327
801783997,3,977.3206
801784028,3,977.3264
801784059,3,977.3136
801784090,3,977.3227
801784122,3,977.3094
801784153,3,977.3361
801784184,3,977.3206
801784215,3,977.3126
801784247,3,977.3166
801784278,3,977.32245
801784309,3,977.32245
801784340,3,977.32245
801784372,3,977.316
801784403,3,977.3251
801784434,3,977.31866
801784465,3,977.32245
801784497,3,977.3107
801784528,3,977.32556
801784559,3,977.3261
801784590,3,977.3219
801784622,3,977.31866
801784653,3,977.3219
801784684,3,977.31866
801784716,3,977.3251
801784747,3,977.31384
801784778,3,977.31866
801784809,3,977.32556
801784840,3,977.32245
801784872,3,977.31866
801784903,3,977.316
801784934,3,977.3251
801784965,3,977.3229
801784997,3,977.32245
801785028,3,977.3229
801785059,3,977.29895
801785090,3,977.3198
801785122,3,977.32556
801785153,3,977.32245
801785184,3,977.3261
801785215,3,977.3198
801785247,3,977.3194
801785278,3,977.32324
801785309,3,977.31744
801785340,3,977.32056
801785372,3,977.32
801785403,3,977.3253
801785434,3,977.3194
801785465,3,977.30884
801785497,3,977.3126
801785528,3,977.3248
801785559,3,977.31305
801785590,3,977.3126
801785622,3,977.3264
801785653,3,977.3264
801785684,3,977.32324
801785715,3,977.3451
801785747,3,977.3248
801785778,3,977.3227
801785809,3,977.32056
801785840,3,977.3238
801785872,3,977.3227
801785903,3,977.3238
801785934,3,977.32324
801785965,3,977.3194
801785997,3,977.31793
801786028,3,977.3451
801786059,3,977.3253
801786090,3,977.3253
801786122,3,977.3264
801786153,3,977.3393
801786184,3,977.31744
801786215,3,977.3328
801786247,3,977.327
801786278,3,977.3248
801786309,3,977.3265
801786340,3,977.3174
801786372,3,977.3361
801786403,3,977.3126
801786434,3,977.3265
801786465,3,977.32056
801786497,3,977.3184
801786528,3,977.319
801786559,3,977.3291
801786590,3,977.3153
801786622,3,977.3291
801786653,3,977.32166
801786684,3,977.3372
801786715,3,977.32104
801786747,3,977.32104
801786778,3,977.3248
801786809,3,977.32056
801786840,3,977.3313
801786872,3,977.3253
801786903,3,977.3361
801786935,3,977.3233
801786965,3,977.3276
801786997,3,977.3313
801787028,3,977.32385
801787059,3,977.34296
801787090,3,977.3227
801787122,3,977.3345
801787153,3,977.3313
801787184,3,977.32056
801787215,3,977.32104
801787247,3,977.31635
801787278,3,977.34015
801787309,3,977.3198
801787340,3,977.3369
801787372,3,977.32574
801787403,3,977.3289
801787434,3,977.32947
801787465,3,977.3172
801787497,3,977.32245
801787528,3,977.31885
801787559,3,977.3289
801787590,3,977.32355
801787622,3,977.32574
801787653,3,977.34015
801787684,3,977.3177
801787715,3,977.3273
801787747,3,977.32086
801787778,3,977.3172
801787809,3,977.3172
801787840,3,977.323
801787872,3,977.32355
801787903,3,977.3412
801787934,3,977.3375
801787965,3,977.33
801787997,3,977.3369
801788028,3,977.3412
801788059,3,977.3418
801788090,3,977.323
801788122,3,977.32574
