gyro_s001_004 Gyroscope Non-wakeup,STMicro,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),ang_vel_x[rad/s],ang_vel_y[rad/s],ang_vel_z[rad/s]
801751577,3,1741276225405054915,3.054324E-4,-4.581486E-4,-7.6358096E-4
801751587,3,1741276225415039603,-1.527162E-4,-4.581486E-4,-1.527162E-4
801751597,3,1741276225425023873,9.162972E-4,-0.0,-3.054324E-4
801751607,3,1741276225435010175,7.6358096E-4,-4.581486E-4,-3.054324E-4
801751617,3,1741276225444995175,4.581486E-4,-4.581486E-4,-4.581486E-4
801751627,3,1741276225454980748,-0.0,-0.0,-0.0010690134
801751637,3,1741276225464965592,-1.527162E-4,3.054324E-4,-4.581486E-4
801751647,3,1741276225474950436,1.527162E-4,-4.581486E-4,-0.0012217296
801751657,3,1741276225484935436,1.527162E-4,-1.527162E-4,-9.162972E-4
801751667,3,1741276225494921009,9.162972E-4,6.108648E-4,-0.0012217296
801751677,3,1741276225504905853,4.581486E-4,-0.0012217296,-4.581486E-4
801751687,3,1741276225514890540,3.054324E-4,1.527162E-4,-0.0
801751697,3,1741276225524874655,6.108648E-4,-3.054324E-4,-7.6358096E-4
801751707,3,1741276225534861113,4.581486E-4,-0.0,-3.054324E-4
801751717,3,1741276225544846686,7.6358096E-4,6.108648E-4,-1.527162E-4
801751727,3,1741276225554831530,9.162972E-4,7.6358096E-4,-3.054324E-4
801751737,3,1741276225564816373,0.0,-3.054324E-4,-4.581486E-4
801751747,3,1741276225574801373,4.581486E-4,-1.527162E-4,-0.0010690134
801751757,3,1741276225584786946,9.162972E-4,-6.108648E-4,0.0
801751767,3,1741276225594771790,6.108648E-4,6.108648E-4,-9.162972E-4
801751777,3,1741276225604756478,4.581486E-4,-0.0,-6.108648E-4
801751787,3,1741276225614740436,4.581486E-4,4.581486E-4,-1.527162E-4
801751797,3,1741276225624700957,4.581486E-4,-0.0012217296,-7.6358096E-4
801751807,3,1741276225634555384,-4.581486E-4,4.581486E-4,-4.581486E-4
801751817,3,1741276225644738561,9.162972E-4,1.527162E-4,1.527162E-4
801751827,3,1741276225654921998,3.054324E-4,-0.0013744457,-0.0012217296
801751837,3,1741276225665106061,3.054324E-4,-1.527162E-4,7.6358096E-4
801751847,3,1741276225675290123,7.6358096E-4,-3.054324E-4,-0.0010690134
801751858,3,1741276225685474186,0.0012217296,-3.054324E-4,-9.162972E-4
801751868,3,1741276225695657988,7.6358096E-4,7.6358096E-4,-3.054324E-4
801751878,3,1741276225705782832,-3.054324E-4,-1.527162E-4,-6.108648E-4
801751888,3,1741276225715767415,4.581486E-4,9.162972E-4,-4.581486E-4
801751898,3,1741276225725751998,6.108648E-4,-4.581486E-4,-6.108648E-4
801751908,3,1741276225735738092,4.581486E-4,3.054324E-4,1.527162E-4
801751918,3,1741276225745722936,-6.108648E-4,-0.0,-7.6358096E-4
801751928,3,1741276225755708040,0.0012217296,-4.581486E-4,-0.0012217296
801751938,3,1741276225765693509,-4.581486E-4,-6.108648E-4,1.527162E-4
801751948,3,1741276225775678353,-3.054324E-4,-0.0012217296,-1.527162E-4
801751958,3,1741276225785663196,-1.527162E-4,0.0013744457,-3.054324E-4
801751968,3,1741276225795648300,0.0012217296,-3.054324E-4,-9.162972E-4
801751978,3,1741276225805633509,0.0,-3.054324E-4,-3.054324E-4
801751988,3,1741276225815617467,-1.527162E-4,0.0,-0.0010690134
801751998,3,1741276225825636686,4.581486E-4,3.054324E-4,-1.527162E-4
801752008,3,1741276225835819863,-0.0,3.054324E-4,1.527162E-4
801752018,3,1741276225846003353,1.527162E-4,-9.162972E-4,-3.054324E-4
801752028,3,1741276225856127415,4.581486E-4,-6.108648E-4,-0.0013744457
801752038,3,1741276225866131478,-3.054324E-4,-4.581486E-4,-6.108648E-4
801752048,3,1741276225876116894,6.108648E-4,-6.108648E-4,-1.527162E-4
801752058,3,1741276225886101738,6.108648E-4,-1.527162E-4,-4.581486E-4
801752068,3,1741276225896086894,-6.108648E-4,-3.054324E-4,-3.054324E-4
801752078,3,1741276225906072311,-1.527162E-4,-3.054324E-4,0.0
801752088,3,1741276225916056842,0.0010690134,-9.162972E-4,-4.581486E-4
801752098,3,1741276225926041425,-6.108648E-4,-7.6358096E-4,0.0
801752108,3,1741276225936027415,1.527162E-4,-0.0010690134,-4.581486E-4
801752118,3,1741276225946012259,-1.527162E-4,0.0,-3.054324E-4
801752128,3,1741276225955997415,4.581486E-4,-7.6358096E-4,-0.0
801752138,3,1741276225965982832,-1.527162E-4,3.054324E-4,-9.162972E-4
801752148,3,1741276225975967675,3.054324E-4,6.108648E-4,-0.0
801752158,3,1741276225985952832,0.0010690134,-4.581486E-4,-3.054324E-4
801752168,3,1741276225995938248,6.108648E-4,-0.0,-1.527162E-4
801752178,3,1741276226005923092,9.162972E-4,-0.0,-3.054324E-4
801752188,3,1741276226015907936,-3.054324E-4,3.054324E-4,3.054324E-4
801752198,3,1741276226025893092,-4.581486E-4,-6.108648E-4,-9.162972E-4
801752208,3,1741276226035878509,-0.0010690134,-7.6358096E-4,-1.527162E-4
801752218,3,1741276226045863353,1.527162E-4,-1.527162E-4,-3.054324E-4
801752228,3,1741276226055848509,7.6358096E-4,-9.162972E-4,-1.527162E-4
801752238,3,1741276226065833925,-1.527162E-4,3.054324E-4,-0.0013744457
801752248,3,1741276226075818769,1.527162E-4,-7.6358096E-4,4.581486E-4
801752258,3,1741276226085803925,9.162972E-4,0.0,-4.581486E-4
801752268,3,1741276226095789342,3.054324E-4,-4.581486E-4,-6.108648E-4
801752278,3,1741276226105774186,1.527162E-4,-3.054324E-4,0.0
801752288,3,1741276226115758717,-3.054324E-4,-9.162972E-4,-4.581486E-4
801752298,3,1741276226125695592,-4.581486E-4,0.0,-3.054324E-4
801752308,3,1741276226135620488,7.6358096E-4,1.527162E-4,-4.581486E-4
801752318,3,1741276226145803665,3.054324E-4,3.054324E-4,-0.0010690134
801752328,3,1741276226155987207,4.581486E-4,1.527162E-4,-3.054324E-4
801752338,3,1741276226166164707,9.162972E-4,-4.581486E-4,-6.108648E-4
801752348,3,1741276226176257363,-3.054324E-4,1.527162E-4,3.054324E-4
801752358,3,1741276226186242207,0.0,-6.108648E-4,-0.0018325944
801752368,3,1741276226196227415,4.581486E-4,3.054324E-4,-3.054324E-4
801752378,3,1741276226206212780,6.108648E-4,0.0012217296,-6.108648E-4
801752388,3,1741276226216197259,3.054324E-4,-6.108648E-4,-3.054324E-4
801752398,3,1741276226226182155,4.581486E-4,-3.054324E-4,-6.108648E-4
801752408,3,1741276226236168040,1.527162E-4,3.054324E-4,-4.581486E-4
801752418,3,1741276226246152884,3.054324E-4,-7.6358096E-4,-0.0013744457
801752428,3,1741276226256138092,9.162972E-4,3.054324E-4,-0.0
801752438,3,1741276226266123457,-4.581486E-4,-3.054324E-4,0.0
801752448,3,1741276226276108300,0.0,-6.108648E-4,3.054324E-4
801752458,3,1741276226286092780,7.6358096E-4,1.527162E-4,1.527162E-4
