acc_s001_004 Accelerometer Non-wakeup,STMicro,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),acc_x[m/s^2],acc_y[m/s^2],acc_z[m/s^2]
801749999,3,1741276223826933665,0.104087785,-9.760623,0.200698
801750009,3,1741276223836919290,0.10199407,-9.749257,0.19920248
801750019,3,1741276223846904134,0.098703936,-9.771989,0.20817557
801750029,3,1741276223856888978,0.111864455,-9.771091,0.20907287
801750039,3,1741276223866873925,0.104985096,-9.757631,0.20219351
801750049,3,1741276223876859550,0.104087785,-9.754341,0.20548365
801750059,3,1741276223886844394,0.116650105,-9.758529,0.19980069
801750069,3,1741276223896829238,0.10139586,-9.762417,0.19501504
801750079,3,1741276223906814186,0.09960124,-9.75823,0.2009971
801750089,3,1741276223916799811,0.112761766,-9.756136,0.20338993
801750099,3,1741276223926784655,0.10797612,-9.764811,0.19441684
801750109,3,1741276223936769394,0.11425728,-9.75494,0.2114657
801750119,3,1741276223946753509,0.11216356,-9.759726,0.20488544
801750129,3,1741276223956739915,0.1061815,-9.776774,0.19740787
801750139,3,1741276223966724863,0.09272188,-9.756734,0.2108675
801750149,3,1741276223976710488,0.116351,-9.759128,0.20219351
801750159,3,1741276223986695332,0.09810573,-9.769596,0.19292133
801750169,3,1741276223996680175,0.10737792,-9.764212,0.2015953
801750179,3,1741276224006665123,0.103190474,-9.763913,0.20428723
801750189,3,1741276224016650748,0.109471634,-9.762716,0.2111666
801750199,3,1741276224026635592,0.10229317,-9.766006,0.20428723
801750209,3,1741276224036620436,0.1055833,-9.754641,0.19172491
801750219,3,1741276224046605384,0.09900304,-9.753445,0.2009971
801750229,3,1741276224056591009,0.10707881,-9.7704935,0.20338993
801750239,3,1741276224066575853,0.11425728,-9.756136,0.21714866
801750249,3,1741276224076560800,0.09990034,-9.753445,0.19351953
801750259,3,1741276224086546425,0.10827523,-9.759726,0.21385853
801750269,3,1741276224096531269,0.11455639,-9.767203,0.20877378
801750279,3,1741276224106516113,0.10797612,-9.771989,0.20398813
801750289,3,1741276224116501061,0.1061815,-9.772287,0.19980069
801750299,3,1741276224126486686,0.101694964,-9.763614,0.19920248
801750309,3,1741276224136471530,0.09930214,-9.751051,0.20458634
801750319,3,1741276224146456373,0.090628155,-9.763016,0.19980069
801750329,3,1741276224156441321,0.09571291,-9.77139,0.20488544
801750339,3,1741276224166426946,0.09930214,-9.767502,0.21415763
801750349,3,1741276224176411790,0.100199446,-9.769297,0.19980069
801750358,3,1741276224186396634,0.10049855,-9.754341,0.21415763
801750368,3,1741276224196381582,0.10348958,-9.757931,0.2009971
801750378,3,1741276224206367207,0.116650105,-9.751051,0.20638095
801750388,3,1741276224216352050,0.112761766,-9.771989,0.20967108
801750398,3,1741276224226336998,0.104985096,-9.760024,0.21206391
801750408,3,1741276224236322623,0.09960124,-9.766904,0.18993029
801750418,3,1741276224246307467,0.10917253,-9.75135,0.2015953
801750428,3,1741276224256292311,0.11006984,-9.768997,0.19621146
801750438,3,1741276224266277259,0.10229317,-9.754341,0.19411774
801750448,3,1741276224276262884,0.104985096,-9.75823,0.20309082
801750458,3,1741276224286247728,0.10079765,-9.764212,0.20189442
801750468,3,1741276224296232571,0.103190474,-9.757931,0.20578274
801750478,3,1741276224306217519,0.111266255,-9.756136,0.20548365
801750488,3,1741276224316203144,0.10049855,-9.763614,0.20668006
801750498,3,1741276224326187988,0.10917253,-9.773783,0.21266212
801750508,3,1741276224336172936,0.11515459,-9.757033,0.20428723
801750518,3,1741276224346158561,0.10079765,-9.767502,0.20518455
801750528,3,1741276224356143405,0.10468599,-9.764811,0.19501504
801750538,3,1741276224366128248,0.10767702,-9.755837,0.2009971
801750548,3,1741276224376113196,0.10707881,-9.766006,0.20638095
801750558,3,1741276224386098821,0.106480606,-9.763614,0.19561325
801750568,3,1741276224396083665,0.10887343,-9.769895,0.20249261
801750578,3,1741276224406068509,0.11156536,-9.77139,0.19890338
801750588,3,1741276224416053248,0.11096715,-9.754341,0.200698
801750598,3,1741276224426037207,0.09960124,-9.760324,0.19950159
801750608,3,1741276224436023978,0.102592275,-9.755239,0.20338993
801750618,3,1741276224446008925,0.104985096,-9.768997,0.19591236
801750628,3,1741276224455994550,0.10857433,-9.764811,0.20338993
801750638,3,1741276224465979394,0.10677971,-9.756136,0.20368902
801750648,3,1741276224475964238,0.1058824,-9.766904,0.19202402
801750658,3,1741276224485949186,0.1055833,-9.771689,0.19591236
801750668,3,1741276224495934811,0.10827523,-9.755837,0.19202402
801750678,3,1741276224505919655,0.12053844,-9.762716,0.19800608
801750688,3,1741276224515904498,0.11216356,-9.755837,0.20249261
801750698,3,1741276224525889446,0.1061815,-9.762716,0.19950159
801750708,3,1741276224535875071,0.103190474,-9.764811,0.19142582
801750718,3,1741276224545859915,0.11515459,-9.767502,0.19471595
801750728,3,1741276224555844863,0.09900304,-9.757631,0.19950159
801750738,3,1741276224565830488,0.10767702,-9.763614,0.19950159
801750748,3,1741276224575815332,0.0951147,-9.766006,0.20129621
801750758,3,1741276224585800175,0.10917253,-9.769895,0.20578274
801750768,3,1741276224595785123,0.11784652,-9.765707,0.19920248
801750778,3,1741276224605770644,0.10139586,-9.7501545,0.19322042
801750788,3,1741276224615754707,0.10229317,-9.764811,0.19680966
801750798,3,1741276224625740436,0.11485548,-9.761221,0.20967108
801750808,3,1741276224635726061,0.11515459,-9.7609215,0.20189442
801750818,3,1741276224645710905,0.109471634,-9.768699,0.20129621
801750828,3,1741276224655695748,0.11724831,-9.757631,0.20458634
801750838,3,1741276224665680696,0.12023934,-9.761819,0.19980069
801750848,3,1741276224675666321,0.11006984,-9.769895,0.200698
801750858,3,1741276224685651165,0.10767702,-9.759128,0.200698
801750868,3,1741276224695636009,0.1061815,-9.763614,0.20428723
801750878,3,1741276224705620957,0.116351,-9.7654085,0.18903299
801750888,3,1741276224715606582,0.10707881,-9.760324,0.19531415
801750898,3,1741276224725591425,0.11365908,-9.761221,0.20847467
801750908,3,1741276224735576373,0.106480606,-9.762417,0.19950159
801750918,3,1741276224745561998,0.09302098,-9.759726,0.19680966
801750928,3,1741276224755546842,0.10917253,-9.757033,0.20309082
801750938,3,1741276224765531686,0.10289137,-9.764212,0.19740787
801750948,3,1741276224775516634,0.092422776,-9.77139,0.19770697
801750958,3,1741276224785502259,0.1058824,-9.772587,0.1902294
801750968,3,1741276224795487103,0.12173485,-9.753145,0.19232312
801750978,3,1741276224805471946,0.11425728,-9.75823,0.20787647
801750988,3,1741276224815456686,0.10468599,-9.763614,0.19680966
801750998,3,1741276224825440800,0.1061815,-9.766604,0.20309082
801751008,3,1741276224835427207,0.10827523,-9.749855,0.2009971
801751018,3,1741276224845412155,0.109471634,-9.760324,0.1896312
801751027,3,1741276224855397780,0.11545369,-9.755538,0.19950159
801751037,3,1741276224865382623,0.10348958,-9.7704935,0.18544376
801751047,3,1741276224875367571,0.10707881,-9.768399,0.20518455
801751057,3,1741276224885353196,0.10229317,-9.768399,0.19441684
801751067,3,1741276224895338040,0.11006984,-9.762118,0.20338993
801751077,3,1741276224905322884,0.11306087,-9.765109,0.19770697
801751087,3,1741276224915307623,0.096311115,-9.76152,0.19830517
801751097,3,1741276224925291738,0.109471634,-9.764212,0.20189442
801751107,3,1741276224935278144,0.115752794,-9.757033,0.18604197
801751117,3,1741276224945263092,0.08763713,-9.756435,0.19740787
801751127,3,1741276224955248717,0.10139586,-9.756435,0.20817557
801751137,3,1741276224965233561,0.12412767,-9.757931,0.19411774
801751147,3,1741276224975218509,0.10887343,-9.763614,0.19770697
801751157,3,1741276224985204134,0.104985096,-9.757333,0.19351953
801751167,3,1741276224995188978,0.10857433,-9.767203,0.19411774
801751177,3,1741276225005173821,0.10797612,-9.7681,0.19710876
801751187,3,1741276225015158769,0.10139586,-9.760623,0.20219351
801751197,3,1741276225025144394,0.10917253,-9.766306,0.19680966
801751207,3,1741276225035129238,0.100199446,-9.76152,0.19740787
801751217,3,1741276225045114082,0.09601201,-9.756734,0.19740787
801751227,3,1741276225055099030,0.10917253,-9.764212,0.1905285
801751237,3,1741276225065084655,0.11006984,-9.75494,0.18484555
801751247,3,1741276225075069498,0.10289137,-9.757931,0.18275183
801751257,3,1741276225085054446,0.10767702,-9.758828,0.19770697
801751267,3,1741276225095040071,0.11455639,-9.760024,0.20219351
801751277,3,1741276225105024915,0.104985096,-9.760623,0.19471595
801751287,3,1741276225115009655,0.1058824,-9.760024,0.19621146
801751297,3,1741276225124993769,0.11006984,-9.76152,0.2000998
801751307,3,1741276225134980175,0.09930214,-9.763913,0.20518455
801751317,3,1741276225144965019,0.10677971,-9.758529,0.2000998
801751327,3,1741276225154949967,0.09302098,-9.762716,0.19710876
801751337,3,1741276225164935592,0.098703936,-9.7681,0.19501504
801751347,3,1741276225174920436,0.11066805,-9.764811,0.19710876
801751357,3,1741276225184905384,0.1052842,-9.756136,0.19471595
801751367,3,1741276225194891009,0.11306087,-9.766604,0.19411774
801751377,3,1741276225204875853,0.110368945,-9.767502,0.18753748
801751387,3,1741276225214860696,0.10767702,-9.755538,0.19531415
801751397,3,1741276225224845644,0.100199446,-9.763614,0.19740787
801751407,3,1741276225234831269,0.10737792,-9.761819,0.19621146
801751417,3,1741276225244816113,0.1052842,-9.763016,0.20727827
801751427,3,1741276225254801061,0.1058824,-9.756136,0.19830517
801751437,3,1741276225264786686,0.11006984,-9.757033,0.19471595
801751447,3,1741276225274771530,0.10438689,-9.763614,0.19082761
801751457,3,1741276225284756373,0.10229317,-9.777073,0.18993029
801751467,3,1741276225294741321,0.10887343,-9.75135,0.20219351
801751477,3,1741276225304726946,0.10229317,-9.773783,0.20189442
801751487,3,1741276225314711686,0.10797612,-9.766904,0.19980069
801751497,3,1741276225324695644,0.10229317,-9.757033,0.19980069
801751507,3,1741276225334681894,0.10109676,-9.770792,0.19142582
801751517,3,1741276225344666842,0.08823533,-9.754641,0.18813568
801751527,3,1741276225354652467,0.111266255,-9.762716,0.19351953
801751537,3,1741276225364637311,0.11425728,-9.764212,0.19980069
801751547,3,1741276225374622155,0.111864455,-9.760324,0.18813568
801751557,3,1741276225384607103,0.10199407,-9.757333,0.18604197
801751567,3,1741276225394592728,0.10049855,-9.764511,0.1902294
801751577,3,1741276225404577571,0.111266255,-9.771689,0.19411774
801751587,3,1741276225414562311,0.10468599,-9.779765,0.20249261
801751597,3,1741276225424546425,0.10737792,-9.758529,0.18813568
801751607,3,1741276225434532832,0.10109676,-9.763016,0.18454644
801751617,3,1741276225444517780,0.09840483,-9.750453,0.18634106
801751627,3,1741276225454503405,0.10229317,-9.767801,0.1902294
801751637,3,1741276225464488248,0.1052842,-9.746565,0.19411774
801751647,3,1741276225474473092,0.11156536,-9.759726,0.2009971
801751657,3,1741276225484458040,0.11156536,-9.760024,0.1902294
801751667,3,1741276225494443665,0.10737792,-9.762417,0.19621146
801751677,3,1741276225504428509,0.1052842,-9.772287,0.19561325
801751687,3,1741276225514413248,0.1061815,-9.767801,0.19890338
801751696,3,1741276225524397207,0.09032906,-9.766604,0.18873389
801751706,3,1741276225534383717,0.10468599,-9.759128,0.19561325
801751716,3,1741276225544369342,0.1052842,-9.753743,0.19680966
801751726,3,1741276225554354186,0.1058824,-9.770194,0.1905285
801751736,3,1741276225564339030,0.111864455,-9.753743,0.19950159
801751746,3,1741276225574323978,0.09451649,-9.770194,0.19920248
801751756,3,1741276225584309603,0.11066805,-9.763314,0.19082761
801751766,3,1741276225594294446,0.10229317,-9.77498,0.19561325
801751776,3,1741276225604279186,0.102592275,-9.758828,0.19232312
801751786,3,1741276225614263144,0.10378868,-9.753145,0.18574286
801751796,3,1741276225624235436,0.10438689,-9.756136,0.19082761
801751806,3,1741276225634066373,0.11096715,-9.760024,0.19082761
801751816,3,1741276225644249550,0.111864455,-9.766904,0.19890338
801751827,3,1741276225654432936,0.0951147,-9.767203,0.18245272
801751837,3,1741276225664616998,0.09272188,-9.763614,0.1797608
801751847,3,1741276225674801061,0.10378868,-9.757033,0.18693927
801751857,3,1741276225684985123,0.104985096,-9.756435,0.20189442
801751867,3,1741276225695168978,0.09930214,-9.767801,0.19471595
801751877,3,1741276225705305488,0.10707881,-9.7654085,0.1896312
801751887,3,1741276225715290123,0.11156536,-9.767801,0.20488544
801751897,3,1741276225725274550,0.10887343,-9.772287,0.19142582
801751907,3,1741276225735260748,0.10977074,-9.7609215,0.19411774
801751917,3,1741276225745245592,0.09960124,-9.769895,0.18813568
801751927,3,1741276225755230644,0.104087785,-9.767502,0.19651055
801751937,3,1741276225765216165,0.09990034,-9.767502,0.19501504
801751947,3,1741276225775201009,0.10707881,-9.763016,0.20817557
801751957,3,1741276225785185853,0.10229317,-9.769297,0.2015953
801751967,3,1741276225795170905,0.10199407,-9.77139,0.19651055
801751977,3,1741276225805156217,0.101694964,-9.775578,0.19202402
801751987,3,1741276225815140175,0.112761766,-9.754341,0.19920248
801751997,3,1741276225825147675,0.1061815,-9.766006,0.19262223
801752007,3,1741276225835330853,0.09361918,-9.7609215,0.19351953
801752018,3,1741276225845514290,0.10977074,-9.760623,0.18664017
801752028,3,1741276225855648353,0.10468599,-9.761221,0.18664017
801752038,3,1741276225865654082,0.111266255,-9.772587,0.19770697
801752048,3,1741276225875639550,0.10348958,-9.769596,0.2000998
801752058,3,1741276225885624394,0.09990034,-9.763913,0.18574286
801752068,3,1741276225895609498,0.09960124,-9.7654085,0.17826529
801752078,3,1741276225905594967,0.09930214,-9.7681,0.19441684
801752088,3,1741276225915579550,0.1052842,-9.758828,0.19381863
801752098,3,1741276225925563978,0.110368945,-9.762417,0.18664017
801752108,3,1741276225935550071,0.11156536,-9.75494,0.19471595
801752118,3,1741276225945534915,0.10199407,-9.767502,0.18544376
801752128,3,1741276225955520019,0.10767702,-9.7654085,0.19471595
801752138,3,1741276225965505488,0.104087785,-9.756734,0.19172491
801752148,3,1741276225975490332,0.10229317,-9.778569,0.19232312
801752158,3,1741276225985475436,0.10438689,-9.765707,0.18574286
801752168,3,1741276225995460905,0.1055833,-9.753445,0.19531415
801752178,3,1741276226005445748,0.112761766,-9.769895,0.19082761
801752188,3,1741276226015430592,0.10079765,-9.7681,0.19920248
801752198,3,1741276226025415696,0.10049855,-9.765109,0.19501504
801752208,3,1741276226035401165,0.09421739,-9.763913,0.19322042
801752217,3,1741276226045386009,0.11096715,-9.773783,0.19292133
801752227,3,1741276226055371113,0.104985096,-9.756734,0.18723837
801752237,3,1741276226065356582,0.10677971,-9.762716,0.19441684
801752247,3,1741276226075341425,0.10438689,-9.758529,0.19202402
801752257,3,1741276226085326530,0.111864455,-9.765109,0.200698
801752267,3,1741276226095311998,0.10827523,-9.763913,0.19501504
801752277,3,1741276226105296842,0.109471634,-9.766904,0.2009971
801752287,3,1741276226115281425,0.101694964,-9.766904,0.19890338
801752297,3,1741276226125230071,0.10977074,-9.751948,0.1896312
801752307,3,1741276226135131478,0.11335997,-9.763913,0.19202402
801752317,3,1741276226145314655,0.10707881,-9.769596,0.18783657
801752328,3,1741276226155498144,0.109471634,-9.761819,0.1902294
801752338,3,1741276226165676582,0.10707881,-9.762417,0.19142582
801752348,3,1741276226175780019,0.103190474,-9.772587,0.200698
801752358,3,1741276226185764863,0.10109676,-9.758828,0.19262223
801752368,3,1741276226195750019,0.098703936,-9.764212,0.18993029
801752378,3,1741276226205735436,0.09032906,-9.773484,0.20428723
801752388,3,1741276226215719967,0.101694964,-9.7609215,0.19591236
801752398,3,1741276226225704707,0.10348958,-9.758529,0.19770697
801752408,3,1741276226235690696,0.11365908,-9.766306,0.20249261
801752418,3,1741276226245675540,0.09661021,-9.755239,0.18723837
801752428,3,1741276226255660696,0.10827523,-9.754641,0.19591236
801752438,3,1741276226265646113,0.11216356,-9.774082,0.19262223
801752448,3,1741276226275630957,0.10468599,-9.7681,0.1911267
801752458,3,1741276226285615488,0.10229317,-9.754641,0.20249261
801752468,3,1741276226295540592,0.10887343,-9.763314,0.19411774
801752478,3,1741276226305465488,0.101694964,-9.751948,0.19531415
801752488,3,1741276226315566634,0.10707881,-9.758529,0.19202402
801752498,3,1741276226325620905,0.10229317,-9.765707,0.18125631
801752508,3,1741276226335722050,0.11066805,-9.758828,0.2000998
801752518,3,1741276226345642884,0.10109676,-9.758529,0.18843478
801752528,3,1741276226355581425,0.11365908,-9.759426,0.20309082
801752538,3,1741276226365764603,0.10917253,-9.748658,0.19950159
801752548,3,1741276226375948144,0.112761766,-9.758828,0.19531415
801752558,3,1741276226386051998,0.10289137,-9.7704935,0.19411774
801752568,3,1741276226396039446,0.09960124,-9.7609215,0.19322042
801752578,3,1741276226406024655,0.11006984,-9.7681,0.20368902
801752588,3,1741276226416009655,0.103190474,-9.758529,0.19710876
801752598,3,1741276226425994238,0.1058824,-9.767801,0.19202402
801752608,3,1741276226435979967,0.111266255,-9.753145,0.20578274
801752618,3,1741276226445965332,0.1061815,-9.762118,0.18903299
801752628,3,1741276226455950175,0.10767702,-9.758529,0.18873389
801752638,3,1741276226465935384,0.11006984,-9.762417,0.19740787
801752648,3,1741276226475920748,0.1055833,-9.780065,0.1902294
801752658,3,1741276226485905228,0.09810573,-9.772587,0.19950159
801752668,3,1741276226495818561,0.116351,-9.764811,0.19441684
801752678,3,1741276226505763665,0.09750752,-9.7704935,0.1902294
801752688,3,1741276226515860853,0.11066805,-9.7681,0.19770697
801752698,3,1741276226525927884,0.08883354,-9.76152,0.18873389
801752708,3,1741276226536017311,0.10378868,-9.77139,0.19770697
801752718,3,1741276226546059863,0.10917253,-9.763913,0.18604197
801752728,3,1741276226556243040,0.118145615,-9.764511,0.20787647
801752738,3,1741276226566352050,0.10707881,-9.760324,0.19292133
801752748,3,1741276226576358873,0.10049855,-9.763314,0.20697916
801752758,3,1741276226586344186,0.10887343,-9.76152,0.19740787
801752768,3,1741276226596328613,0.116650105,-9.765707,0.18544376
801752778,3,1741276226606313665,0.102592275,-9.759128,0.19920248
801752788,3,1741276226616299446,0.10677971,-9.767801,0.19381863
801752798,3,1741276226626284290,0.0951147,-9.761819,0.1911267
801752808,3,1741276226636269550,0.09840483,-9.766006,0.1902294
801752818,3,1741276226646254863,0.104985096,-9.768399,0.19262223
801752828,3,1741276226656239707,0.10677971,-9.765707,0.19890338
801752838,3,1741276226666224967,0.104985096,-9.77139,0.19980069
801752848,3,1741276226676209863,0.101694964,-9.760024,0.20129621
801752858,3,1741276226686123196,0.10677971,-9.766904,0.19202402
801752868,3,1741276226696095071,0.109471634,-9.762118,0.18604197
801752878,3,1741276226706278248,0.10977074,-9.762118,0.2000998
801752888,3,1741276226716355957,0.096311115,-9.755239,0.19262223
801752899,3,1741276226726410228,0.103190474,-9.771989,0.19381863
801752909,3,1741276226736487936,0.11096715,-9.7609215,0.20668006
801752919,3,1741276226746530488,0.09930214,-9.769895,0.20608185
801752929,3,1741276226756645696,0.101694964,-9.760324,0.20129621
801752939,3,1741276226766663457,0.10438689,-9.754341,0.19471595
801752949,3,1741276226776647832,0.1058824,-9.769596,0.20129621
801752959,3,1741276226786633040,0.11335997,-9.762118,0.19860429
801752969,3,1741276226796618717,0.101694964,-9.7681,0.19471595
801752979,3,1741276226806604030,0.09212367,-9.760024,0.20398813
801752989,3,1741276226816588821,0.09272188,-9.760623,0.2000998
801752999,3,1741276226826573092,0.096909314,-9.768399,0.2000998
801753009,3,1741276226836558717,0.11006984,-9.772886,0.19860429
801753019,3,1741276226846543925,0.11425728,-9.763314,0.19830517
801753029,3,1741276226856634603,0.1055833,-9.757033,0.18693927
801753039,3,1741276226866817780,0.10079765,-9.763314,0.19232312
