acc_s003_002 QTI-Accelerometer Non-wakeup,TDK-Invensense,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),acc2_x[m/s^2],acc2_y[m/s^2],acc2_z[m/s^2]
801752039,3,1741276225867260280,-0.10882731,-9.78384,0.043443546
801752049,3,1741276225877075592,-0.1040389,-9.793417,0.048231952
801752059,3,1741276225886894342,-0.10882731,-9.788629,0.029078335
801752069,3,1741276225896717519,-0.1040389,-9.788629,0.043443546
801752079,3,1741276225906545436,-0.1040389,-9.788629,0.048231952
801752088,3,1741276225916386321,-0.0992505,-9.793417,0.03865514
801752098,3,1741276225926232415,-0.10882731,-9.798205,0.03386674
801752108,3,1741276225936084498,-0.11361571,-9.793417,0.03386674
801752118,3,1741276225945943561,-0.1040389,-9.798205,0.03386674
801752128,3,1741276225955811478,-0.10882731,-9.788629,0.024289936
801752138,3,1741276225965688665,-0.10882731,-9.788629,0.057808757
801752148,3,1741276225975575748,-0.10882731,-9.807782,0.03865514
801752158,3,1741276225985473717,-0.11361571,-9.793417,0.048231952
801752167,3,1741276225995381217,-0.10882731,-9.807782,0.048231952
801752177,3,1741276226005298196,-0.11361571,-9.802994,0.03865514
801752187,3,1741276226015233769,-0.10882731,-9.788629,0.024289936
801752197,3,1741276226025179290,-0.10882731,-9.78384,0.043443546
801752207,3,1741276226035135071,-0.1040389,-9.793417,0.05302035
801752217,3,1741276226045102207,-0.0944621,-9.78384,0.057808757
801752227,3,1741276226055079967,-0.1040389,-9.78384,0.057808757
801752237,3,1741276226065067884,-0.1040389,-9.788629,0.05302035
801752247,3,1741276226075065123,-0.10882731,-9.788629,0.05302035
801752257,3,1741276226085072207,-0.10882731,-9.788629,0.057808757
801752267,3,1741276226095088613,-0.1040389,-9.793417,0.057808757
801752277,3,1741276226105114342,-0.1040389,-9.78384,0.057808757
801752287,3,1741276226115157155,-0.10882731,-9.793417,0.043443546
801752297,3,1741276226125208925,-0.10882731,-9.788629,0.03865514
801752307,3,1741276226135268873,-0.10882731,-9.793417,0.03865514
801752317,3,1741276226145339238,-0.10882731,-9.793417,0.03386674
801752328,3,1741276226155420696,-0.10882731,-9.793417,0.024289936
801752338,3,1741276226165513248,-0.1040389,-9.788629,0.043443546
801752348,3,1741276226175615853,-0.10882731,-9.793417,0.03386674
801752358,3,1741276226185726582,-0.11361571,-9.788629,0.048231952
801752368,3,1741276226195843873,-0.1040389,-9.788629,0.043443546
801752378,3,1741276226205968196,-0.10882731,-9.788629,0.029078335
801752388,3,1741276226216103300,-0.10882731,-9.798205,0.03386674
801752398,3,1741276226226245071,-0.10882731,-9.788629,0.029078335
801752408,3,1741276226236392780,-0.1040389,-9.793417,0.05302035
801752419,3,1741276226246545540,-0.1040389,-9.788629,0.05302035
801752429,3,1741276226256702884,-0.10882731,-9.793417,0.05302035
801752439,3,1741276226266864811,-0.11361571,-9.793417,0.05302035
801752449,3,1741276226277030123,-0.1040389,-9.788629,0.048231952
801752459,3,1741276226287198248,-0.11361571,-9.788629,0.048231952
801752469,3,1741276226297368769,-0.1040389,-9.78384,0.03865514
801752480,3,1741276226307540800,-0.1040389,-9.793417,0.057808757
801752490,3,1741276226317721321,-0.1040389,-9.793417,0.03865514
801752500,3,1741276226327902259,-0.0992505,-9.78384,0.03386674
801752510,3,1741276226338084290,-0.10882731,-9.779052,0.03386674
801752520,3,1741276226347983300,-0.0992505,-9.788629,0.043443546
801752530,3,1741276226357885228,-0.11361571,-9.788629,0.029078335
801752540,3,1741276226367792050,-0.11361571,-9.788629,0.03386674
801752550,3,1741276226377699863,-0.10882731,-9.78384,0.03386674
801752560,3,1741276226387608978,-0.0992505,-9.788629,0.03865514
801752570,3,1741276226397520071,-0.0992505,-9.78384,0.043443546
801752580,3,1741276226407433248,-0.10882731,-9.78384,0.024289936
801752589,3,1741276226417356321,-0.0992505,-9.788629,0.03865514
801752599,3,1741276226427282780,-0.10882731,-9.78384,0.057808757
801752609,3,1741276226437245280,-0.0992505,-9.793417,0.048231952
801752619,3,1741276226447243144,-0.0992505,-9.78384,0.043443546
801752629,3,1741276226457277155,-0.0992505,-9.788629,0.03865514
801752639,3,1741276226467346738,-0.10882731,-9.793417,0.029078335
801752650,3,1741276226477451165,-0.11361571,-9.798205,0.029078335
801752660,3,1741276226487590019,-0.10882731,-9.788629,0.03865514
801752670,3,1741276226497762467,-0.0992505,-9.798205,0.029078335
801752680,3,1741276226507938300,-0.1040389,-9.78384,0.029078335
801752690,3,1741276226518114134,-0.1040389,-9.798205,0.043443546
801752700,3,1741276226528292311,-0.0944621,-9.793417,0.03865514
801752711,3,1741276226538471530,-0.0992505,-9.793417,0.03386674
801752721,3,1741276226548586582,-0.10882731,-9.788629,0.024289936
801752731,3,1741276226558702623,-0.11361571,-9.788629,0.024289936
801752741,3,1741276226568848092,-0.1040389,-9.788629,0.03865514
801752751,3,1741276226579023509,-0.1040389,-9.793417,0.057808757
801752761,3,1741276226589223509,-0.11840411,-9.788629,0.048231952
801752772,3,1741276226599423509,-0.10882731,-9.793417,0.062597156
801752782,3,1741276226609551373,-0.0992505,-9.788629,0.05302035
801752792,3,1741276226619679238,-0.10882731,-9.793417,0.043443546
801752802,3,1741276226629833457,-0.10882731,-9.788629,0.05302035
801752812,3,1741276226640014707,-0.1040389,-9.793417,0.05302035
801752822,3,1741276226650214707,-0.1040389,-9.78384,0.05302035
801752833,3,1741276226660414707,-0.11361571,-9.788629,0.043443546
801752843,3,1741276226670614707,-0.1040389,-9.793417,0.043443546
801752853,3,1741276226680814707,-0.0992505,-9.798205,0.03386674
801752863,3,1741276226691014707,-0.0992505,-9.788629,0.029078335
801752873,3,1741276226700820123,-0.1040389,-9.793417,0.03386674
801752882,3,1741276226710391946,-0.1040389,-9.788629,0.03386674
801752892,3,1741276226720199915,-0.1040389,-9.793417,0.03386674
801752902,3,1741276226730005332,-0.10882731,-9.793417,0.03386674
801752912,3,1741276226739810748,-0.10882731,-9.798205,0.043443546
801752922,3,1741276226749644759,-0.1040389,-9.793417,0.05302035
801752932,3,1741276226759507363,-0.1040389,-9.798205,0.043443546
801752941,3,1741276226769398040,-0.0992505,-9.788629,0.048231952
801752951,3,1741276226779318873,-0.10882731,-9.788629,0.03865514
801752961,3,1741276226789269186,-0.0992505,-9.78384,0.043443546
801752971,3,1741276226799248978,-0.10882731,-9.788629,0.043443546
801752981,3,1741276226809229603,-0.1040389,-9.798205,0.03865514
801752991,3,1741276226819210228,-0.11361571,-9.793417,0.03386674
801753001,3,1741276226829220123,-0.0992505,-9.788629,0.03865514
801753011,3,1741276226839258925,-0.10882731,-9.78384,0.048231952
801753021,3,1741276226849328040,-0.11361571,-9.793417,0.043443546
801753032,3,1741276226859427103,-0.1040389,-9.78384,0.029078335
801753042,3,1741276226869554082,-0.10882731,-9.788629,0.024289936
801753052,3,1741276226879707675,-0.10882731,-9.788629,0.048231952
801753062,3,1741276226889889290,-0.10882731,-9.793417,0.048231952
801753072,3,1741276226900089290,-0.0944621,-9.788629,0.048231952
801753082,3,1741276226909936165,-0.0992505,-9.793417,0.05302035
801753092,3,1741276226919783040,-0.10882731,-9.78384,0.03386674
801753102,3,1741276226929661165,-0.1040389,-9.788629,0.03386674
801753112,3,1741276226939568040,-0.1040389,-9.788629,0.05302035
801753122,3,1741276226949503769,-0.11361571,-9.78384,0.057808757
801753132,3,1741276226959467884,-0.10882731,-9.788629,0.03386674
801753142,3,1741276226969459655,-0.0992505,-9.802994,0.03386674
801753152,3,1741276226979479915,-0.10882731,-9.798205,0.03865514
801753162,3,1741276226989530019,-0.10882731,-9.788629,0.043443546
801753172,3,1741276226999609707,-0.1040389,-9.793417,0.03865514
801753182,3,1741276227009722467,-0.11361571,-9.793417,0.029078335
801753192,3,1741276227019862311,-0.10882731,-9.798205,0.03386674
801753202,3,1741276227030030436,-0.10882731,-9.788629,0.05302035
801753212,3,1741276227040225280,-0.1040389,-9.788629,0.03865514
801753223,3,1741276227050425280,-0.10882731,-9.793417,0.05302035
801753233,3,1741276227060625280,-0.10882731,-9.798205,0.05302035
801753243,3,1741276227070825280,-0.10882731,-9.798205,0.048231952
801753253,3,1741276227081025280,-0.1040389,-9.788629,0.03865514
801753263,3,1741276227091225280,-0.10882731,-9.793417,0.024289936
801753274,3,1741276227101425280,-0.11361571,-9.78384,0.043443546
801753284,3,1741276227111625280,-0.10882731,-9.78384,0.029078335
801753294,3,1741276227121825280,-0.10882731,-9.78384,0.029078335
801753304,3,1741276227132025280,-0.10882731,-9.793417,0.03865514
801753314,3,1741276227142225280,-0.10882731,-9.793417,0.03865514
801753325,3,1741276227152425280,-0.10882731,-9.788629,0.03865514
801753335,3,1741276227162625280,-0.0944621,-9.78384,0.03865514
801753345,3,1741276227172825280,-0.1040389,-9.788629,0.01950153
801753355,3,1741276227183025280,-0.11361571,-9.788629,0.029078335
801753365,3,1741276227193225280,-0.10882731,-9.788629,0.03386674
801753376,3,1741276227203425280,-0.1040389,-9.788629,0.03865514
801753385,3,1741276227213230696,-0.1040389,-9.798205,0.05302035
801753394,3,1741276227221687936,-0.10882731,-9.788629,0.057808757
801753404,3,1741276227231515019,-0.0992505,-9.788629,0.05302035
801753413,3,1741276227241366478,-0.10882731,-9.793417,0.062597156
801753423,3,1741276227251242155,-0.1040389,-9.798205,0.048231952
801753433,3,1741276227261143769,-0.1040389,-9.78384,0.043443546
801753443,3,1741276227271069394,-0.1040389,-9.788629,0.029078335
801753453,3,1741276227281019446,-0.1040389,-9.793417,0.029078335
801753463,3,1741276227290996113,-0.1040389,-9.798205,0.03386674
801753473,3,1741276227300999759,-0.10882731,-9.788629,0.048231952
