gravity  Non-wakeup,QTI,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
801751286,3,0.109670974,-9.803986,0.20055602
801751296,3,0.10962235,-9.803987,0.20054796
801751306,3,0.1096915,-9.803985,0.20060475
801751316,3,0.10959029,-9.803983,0.20074253
801751326,3,0.10965911,-9.803983,0.20070519
801751336,3,0.10939955,-9.803988,0.20059721
801751346,3,0.10921397,-9.803988,0.20068157
801751356,3,0.109316416,-9.803989,0.20056976
801751366,3,0.10939618,-9.80399,0.20047806
801751376,3,0.10948783,-9.80399,0.20041914
801751386,3,0.10957742,-9.803992,0.20027363
801751396,3,0.10960992,-9.803993,0.20024721
801751406,3,0.10960696,-9.803994,0.20020649
801751416,3,0.10959398,-9.803993,0.20020112
801751426,3,0.10956128,-9.803991,0.20035948
801751436,3,0.10958281,-9.803991,0.20035191
801751446,3,0.10964738,-9.803992,0.20027927
801751456,3,0.109579325,-9.803994,0.20018913
801751466,3,0.10954396,-9.803998,0.20006065
801751476,3,0.109508514,-9.803996,0.20013356
801751486,3,0.10951153,-9.803993,0.20025885
801751496,3,0.109489664,-9.803994,0.20021702
801751505,3,0.10941987,-9.803996,0.20019256
801751515,3,0.10927416,-9.804001,0.2000371
801751525,3,0.10897219,-9.804006,0.1999632
801751535,3,0.109011136,-9.8040085,0.19981955
801751545,3,0.10916009,-9.804005,0.19990551
801751555,3,0.10935531,-9.804005,0.19979724
801751565,3,0.10930098,-9.8040085,0.19961765
801751575,3,0.109172866,-9.804013,0.1994772
801751585,3,0.10927458,-9.804014,0.1993327
801751595,3,0.10926768,-9.804012,0.19946435
801751605,3,0.109183535,-9.804015,0.19938107
801751615,3,0.109191954,-9.804017,0.19927925
801751625,3,0.10910747,-9.804023,0.1990505
801751635,3,0.10896472,-9.804029,0.19885716
801751645,3,0.10906636,-9.804027,0.19886066
801751655,3,0.10922706,-9.804024,0.1989079
801751665,3,0.109282725,-9.804025,0.19885993
801751675,3,0.10937695,-9.804024,0.19883767
801751685,3,0.109369256,-9.804024,0.19885902
801751695,3,0.10929527,-9.804023,0.19893822
801751705,3,0.10911045,-9.804028,0.19884883
801751715,3,0.10899719,-9.8040285,0.19879453
801751725,3,0.10903858,-9.804027,0.19892642
801751735,3,0.10897458,-9.804029,0.19881357
801751745,3,0.10917806,-9.804027,0.19882563
801751755,3,0.108919114,-9.804027,0.19893137
801751765,3,0.10896218,-9.804028,0.19889426
801751775,3,0.10906415,-9.804025,0.19893932
801751785,3,0.108902685,-9.804029,0.19881156
