sns_geomag_rv  Non-wakeup,QTI,2025-03-06_18-45-09.848_TGW
imuTimestamp,accuracy(more=better),unknown
801439511,3,-0.30567783,-0.6309625,0.63846856,0.31749848,-1.0
801439520,3,-0.30610853,-0.63077146,0.6380902,0.31822294,-1.0
801439530,3,-0.30635405,-0.63046956,0.6379685,0.31882846,-1.0
801439539,3,-0.30668682,-0.63030523,0.6377505,0.31926918,-1.0
801439549,3,-0.30671814,-0.63029796,0.6377312,0.31929204,-1.0
801439558,3,-0.3067857,-0.6302722,0.63769835,0.31934348,-1.0
801439568,3,-0.30683398,-0.63024926,0.63767827,0.31938243,-1.0
801439577,3,-0.3069116,-0.6302085,0.63764656,0.31945166,-1.0
801439587,3,-0.30700222,-0.6301609,0.6376125,0.31952646,-1.0
801439596,3,-0.3070414,-0.63013446,0.63759637,0.31957316,-1.0
801439606,3,-0.3071205,-0.6301051,0.6375468,0.31965405,-1.0
801439615,3,-0.30714947,-0.6300957,0.63753015,0.31967774,-1.0
801439625,3,-0.30721948,-0.6300616,0.6374946,0.31974858,-1.0
801439634,3,-0.30727065,-0.63003683,0.6374696,0.31979817,-1.0
801439644,3,-0.30726844,-0.6300274,0.63748705,0.31978396,-1.0
801439653,3,-0.30730483,-0.6299953,0.6374783,0.3198298,-1.0
801439663,3,-0.3072744,-0.62999165,0.6375274,0.3197683,-1.0
801439672,3,-0.3072163,-0.63001394,0.6375679,0.31969947,-1.0
801439682,3,-0.30718458,-0.63002425,0.6375774,0.3196906,-1.0
801439691,3,-0.30716193,-0.63003767,0.63758814,0.3196646,-1.0
801439701,3,-0.3071734,-0.63002473,0.6376029,0.31964967,-1.0
801439710,3,-0.30722293,-0.62999445,0.63758546,0.31969655,-1.0
801439720,3,-0.30724326,-0.62998337,0.6375898,0.31969014,-1.0
801439729,3,-0.30730018,-0.62995934,0.63755023,0.3197617,-1.0
801439739,3,-0.30736315,-0.6299394,0.63751274,0.31981528,-1.0
801439748,3,-0.30746987,-0.6298678,0.6374775,0.3199238,-1.0
801439758,3,-0.30750743,-0.62984717,0.63747877,0.31992593,-1.0
801439767,3,-0.3075491,-0.6298224,0.6374568,0.3199784,-1.0
801439777,3,-0.30757302,-0.62980694,0.6374444,0.3200104,-1.0
801439786,3,-0.3075419,-0.62981135,0.63746667,0.31998736,-1.0
801439796,3,-0.30752772,-0.6298046,0.63747317,0.32000127,-1.0
801439805,3,-0.30745384,-0.62983257,0.63752204,0.31991985,-1.0
801439815,3,-0.30738795,-0.6298526,0.63755494,0.3198783,-1.0
801439824,3,-0.30732363,-0.62988394,0.6375876,0.3198132,-1.0
801439834,3,-0.30727282,-0.629914,0.63761294,0.3197523,-1.0
801439843,3,-0.30726478,-0.6299184,0.6376218,0.31973368,-1.0
801439853,3,-0.30725947,-0.62989897,0.6376481,0.31972456,-1.0
801439862,3,-0.30723938,-0.629908,0.6376577,0.3197069,-1.0
801439872,3,-0.30724806,-0.62990695,0.637652,0.319712,-1.0
801439881,3,-0.30724323,-0.629907,0.63766795,0.3196847,-1.0
801439891,3,-0.30731708,-0.6298754,0.63762534,0.31976107,-1.0
801439900,3,-0.30737913,-0.6298408,0.6375939,0.31983218,-1.0
801439910,3,-0.30743256,-0.6298189,0.63756126,0.31988904,-1.0
801439919,3,-0.3074467,-0.6298214,0.63755196,0.31988895,-1.0
801439929,3,-0.3074585,-0.62981343,0.6375463,0.31990474,-1.0
801439938,3,-0.30745357,-0.62981415,0.6375519,0.319897,-1.0
801439948,3,-0.3074718,-0.6297956,0.6375445,0.3199305,-1.0
801439957,3,-0.3075523,-0.6297435,0.63750786,0.32002872,-1.0
801439967,3,-0.3075959,-0.62973005,0.6374844,0.32006013,-1.0
801439976,3,-0.30763826,-0.6296979,0.63747275,0.32010585,-1.0
801439986,3,-0.30769485,-0.62967587,0.63743573,0.32016855,-1.0
801439995,3,-0.307795,-0.62962246,0.63738406,0.32028013,-1.0
801440005,3,-0.30788097,-0.6295711,0.63734055,0.32038513,-1.0
801440014,3,-0.30803406,-0.62948114,0.6372647,0.32056534,-1.0
801440024,3,-0.30805346,-0.62947166,0.6372549,0.32058498,-1.0
801440033,3,-0.30801862,-0.62949187,0.63727444,0.3205399,-1.0
801440043,3,-0.3079925,-0.62949693,0.6373027,0.32049888,-1.0
801440052,3,-0.30787987,-0.6295558,0.63735,0.32039723,-1.0
801440062,3,-0.30780745,-0.629575,0.6374028,0.32032406,-1.0
801440071,3,-0.30776986,-0.62957597,0.6374226,0.32031885,-1.0
801440081,3,-0.30766067,-0.629619,0.6374859,0.32021326,-1.0
801440090,3,-0.30755672,-0.6296661,0.63753957,0.32011375,-1.0
801440100,3,-0.30747083,-0.6297135,0.63757247,0.32003742,-1.0
801440109,3,-0.30748317,-0.6297035,0.6375608,0.32006854,-1.0
801440119,3,-0.30749664,-0.62968993,0.6375596,0.32008454,-1.0
801440128,3,-0.30751953,-0.62968,0.63754666,0.320108,-1.0
801440138,3,-0.30759206,-0.62963516,0.63753057,0.32015845,-1.0
801440147,3,-0.30767542,-0.6295905,0.63749266,0.32024163,-1.0
801440157,3,-0.30776528,-0.6295348,0.6374434,0.3203629,-1.0
801440166,3,-0.3078244,-0.62949884,0.637418,0.32042742,-1.0
801440176,3,-0.30787402,-0.62946314,0.63739717,0.32049125,-1.0
801440185,3,-0.30788422,-0.62944573,0.6374041,0.32050186,-1.0
801440195,3,-0.30785322,-0.62946695,0.63740647,0.32048517,-1.0
801440204,3,-0.30777496,-0.6294975,0.637442,0.32042968,-1.0
801440214,3,-0.30777317,-0.62949836,0.6374429,0.32042786,-1.0
801440223,3,-0.3077725,-0.62949836,0.6374388,0.3204367,-1.0
801440233,3,-0.30778214,-0.62948495,0.6374475,0.3204366,-1.0
801440242,3,-0.30783015,-0.6294601,0.6374268,0.32048032,-1.0
801440252,3,-0.30786982,-0.62943226,0.6373961,0.32055798,-1.0
801440261,3,-0.3078646,-0.6294315,0.6373965,0.3205636,-1.0
801440271,3,-0.30784276,-0.62944597,0.6373958,0.32055762,-1.0
801440280,3,-0.30779427,-0.6294768,0.63742244,0.32049063,-1.0
801440290,3,-0.30777255,-0.6294933,0.6374218,0.3204805,-1.0
