mag_s004_001 Magnetometer-Uncalibrated Non-wakeup,QST,2025-03-06_18-45-09.848_TGW
imuTimestamp,accuracy(more=better),mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
801442066,3,3.575,8.6,151.8125,-27.0,-69.0,177.0
801442076,3,3.55,8.6,151.875,-27.0,-69.0,177.0
801442085,3,3.5125,8.587501,151.90001,-27.0,-69.0,177.0
801442095,3,3.5,8.6,151.9375,-27.0,-69.0,177.0
801442104,3,3.4750001,8.6,151.9875,-27.0,-69.0,177.0
801442114,3,3.4750001,8.6,152.0,-27.0,-69.0,177.0
801442123,3,3.4875,8.6125,152.0,-27.0,-69.0,177.0
801442133,3,3.4875,8.6125,151.9875,-27.0,-69.0,177.0
801442142,3,3.4875,8.6125,151.96251,-27.0,-69.0,177.0
801442152,3,3.4875,8.6125,151.95,-27.0,-69.0,177.0
801442161,3,3.5,8.625,151.95,-27.0,-69.0,177.0
801442171,3,3.5,8.625,151.9375,-27.0,-69.0,177.0
801442180,3,3.4875,8.625,151.8875,-27.0,-69.0,177.0
801442190,3,3.4750001,8.625,151.825,-27.0,-69.0,177.0
801442199,3,3.45,8.6125,151.77501,-27.0,-69.0,177.0
801442209,3,3.45,8.6,151.675,-27.0,-69.0,177.0
801442218,3,3.45,8.6,151.65001,-27.0,-69.0,177.0
801442228,3,3.4750001,8.6,151.625,-27.0,-69.0,177.0
801442237,3,3.4875,8.587501,151.6125,-27.0,-69.0,177.0
801442247,3,3.5,8.587501,151.625,-27.0,-69.0,177.0
801442256,3,3.5125,8.6,151.6375,-27.0,-69.0,177.0
801442266,3,3.55,8.587501,151.6875,-27.0,-69.0,177.0
801442275,3,3.6000001,8.587501,151.7,-27.0,-69.0,177.0
801442285,3,3.625,8.6,151.77501,-27.0,-69.0,177.0
801442294,3,3.6375,8.587501,151.8,-27.0,-69.0,177.0
801442304,3,3.6125,8.587501,151.8,-27.0,-69.0,177.0
801442313,3,3.6000001,8.6,151.77501,-27.0,-69.0,177.0
801442323,3,3.5875,8.6125,151.725,-27.0,-69.0,177.0
801442332,3,3.5875,8.6125,151.675,-27.0,-69.0,177.0
801442342,3,3.55,8.6375,151.6125,-27.0,-69.0,177.0
801442351,3,3.5,8.6625,151.58751,-27.0,-69.0,177.0
801442361,3,3.4625,8.675,151.55,-27.0,-69.0,177.0
801442370,3,3.45,8.6875,151.4875,-27.0,-69.0,177.0
801442380,3,3.4875,8.7,151.45,-27.0,-69.0,177.0
801442389,3,3.5375001,8.675,151.4375,-27.0,-69.0,177.0
801442399,3,3.6000001,8.6625,151.46251,-27.0,-69.0,177.0
801442408,3,3.65,8.6625,151.5125,-27.0,-69.0,177.0
801442418,3,3.7,8.650001,151.5375,-27.0,-69.0,177.0
801442427,3,3.7375,8.625,151.55,-27.0,-69.0,177.0
801442437,3,3.7250001,8.6125,151.5125,-27.0,-69.0,177.0
801442446,3,3.7,8.6,151.4875,-27.0,-69.0,177.0
801442456,3,3.65,8.587501,151.4875,-27.0,-69.0,177.0
801442465,3,3.5875,8.6,151.55,-27.0,-69.0,177.0
801442475,3,3.525,8.6,151.6,-27.0,-69.0,177.0
801442484,3,3.4750001,8.575,151.6625,-27.0,-69.0,177.0
801442494,3,3.4625,8.55,151.75,-27.0,-69.0,177.0
801442503,3,3.45,8.5375,151.7625,-27.0,-69.0,177.0
801442513,3,3.4625,8.5375,151.8125,-27.0,-69.0,177.0
801442522,3,3.4625,8.525001,151.90001,-27.0,-69.0,177.0
801442532,3,3.4625,8.525001,151.9125,-27.0,-69.0,177.0
801442541,3,3.4750001,8.525001,151.90001,-27.0,-69.0,177.0
801442551,3,3.4875,8.525001,151.85,-27.0,-69.0,177.0
801442560,3,3.4875,8.5625,151.8,-27.0,-69.0,177.0
801442570,3,3.4750001,8.6,151.75,-27.0,-69.0,177.0
801442579,3,3.4875,8.6125,151.7625,-27.0,-69.0,177.0
801442589,3,3.5125,8.6,151.77501,-27.0,-69.0,177.0
801442598,3,3.5625,8.625,151.7625,-27.0,-69.0,177.0
801442608,3,3.6125,8.625,151.7875,-27.0,-69.0,177.0
801442617,3,3.6375,8.6375,151.8,-27.0,-69.0,177.0
801442627,3,3.65,8.650001,151.825,-27.0,-69.0,177.0
801442636,3,3.6625001,8.6375,151.83751,-27.0,-69.0,177.0
801442646,3,3.6625001,8.625,151.85,-27.0,-69.0,177.0
801442655,3,3.6375,8.6125,151.8125,-27.0,-69.0,177.0
801442665,3,3.6125,8.6125,151.7875,-27.0,-69.0,177.0
801442674,3,3.575,8.6125,151.75,-27.0,-69.0,177.0
801442684,3,3.5375001,8.6125,151.71251,-27.0,-69.0,177.0
801442693,3,3.525,8.6,151.6625,-27.0,-69.0,177.0
801442703,3,3.5125,8.587501,151.625,-27.0,-69.0,177.0
801442712,3,3.5,8.587501,151.58751,-27.0,-69.0,177.0
801442722,3,3.4875,8.5625,151.5625,-27.0,-69.0,177.0
801442731,3,3.5,8.5625,151.6,-27.0,-69.0,177.0
801442741,3,3.5125,8.5625,151.6125,-27.0,-69.0,177.0
801442750,3,3.5375001,8.55,151.625,-27.0,-69.0,177.0
801442760,3,3.575,8.5625,151.6375,-27.0,-69.0,177.0
801442769,3,3.575,8.575,151.65001,-27.0,-69.0,177.0
801442779,3,3.575,8.587501,151.6625,-27.0,-69.0,177.0
801442788,3,3.5625,8.6,151.7,-27.0,-69.0,177.0
801442798,3,3.5625,8.6125,151.75,-27.0,-69.0,177.0
801442807,3,3.55,8.6,151.77501,-27.0,-69.0,177.0
801442817,3,3.55,8.6,151.8125,-27.0,-69.0,177.0
801442826,3,3.5625,8.587501,151.85,-27.0,-69.0,177.0
801442836,3,3.5625,8.5625,151.85,-27.0,-69.0,177.0
801442845,3,3.6000001,8.55,151.8625,-27.0,-69.0,177.0
801442855,3,3.625,8.55,151.8625,-27.0,-69.0,177.0
801442864,3,3.675,8.5375,151.83751,-27.0,-69.0,177.0
801442874,3,3.675,8.5625,151.8125,-27.0,-69.0,177.0
801442883,3,3.675,8.6,151.8,-27.0,-69.0,177.0
801442893,3,3.65,8.6125,151.7375,-27.0,-69.0,177.0
801442902,3,3.6000001,8.6375,151.71251,-27.0,-69.0,177.0
801442912,3,3.55,8.675,151.75,-27.0,-69.0,177.0
801442921,3,3.4875,8.675,151.77501,-27.0,-69.0,177.0
801442931,3,3.4375,8.675,151.8125,-27.0,-69.0,177.0
801442940,3,3.3875,8.6875,151.8625,-27.0,-69.0,177.0
801442950,3,3.3875,8.6625,151.8875,-27.0,-69.0,177.0
801442959,3,3.4,8.6375,151.875,-27.0,-69.0,177.0
801442969,3,3.425,8.625,151.875,-27.0,-69.0,177.0
801442978,3,3.4625,8.6125,151.85,-27.0,-69.0,177.0
801442988,3,3.4875,8.587501,151.8125,-27.0,-69.0,177.0
801442997,3,3.525,8.6,151.7875,-27.0,-69.0,177.0
801443007,3,3.525,8.6,151.7625,-27.0,-69.0,177.0
801443016,3,3.525,8.6,151.7375,-27.0,-69.0,177.0
801443026,3,3.5,8.6,151.71251,-27.0,-69.0,177.0
801443035,3,3.4750001,8.625,151.7375,-27.0,-69.0,177.0
801443045,3,3.45,8.650001,151.7625,-27.0,-69.0,177.0
801443054,3,3.4,8.6625,151.8125,-27.0,-69.0,177.0
801443064,3,3.4,8.7,151.85,-27.0,-69.0,177.0
801443073,3,3.3875,8.6875,151.8875,-27.0,-69.0,177.0
801443083,3,3.4375,8.675,151.90001,-27.0,-69.0,177.0
801443092,3,3.4875,8.6875,151.90001,-27.0,-69.0,177.0
801443102,3,3.55,8.7,151.90001,-27.0,-69.0,177.0
801443111,3,3.5875,8.7,151.8875,-27.0,-69.0,177.0
801443121,3,3.5875,8.7,151.85,-27.0,-69.0,177.0
