gravity  Non-wakeup,QTI,2025-03-06_18-45-09.848_TGW
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
801442856,3,0.10651138,-9.804804,0.15767989
801442866,3,0.1064753,-9.804804,0.15769722
801442876,3,0.106514215,-9.804805,0.15760617
801442886,3,0.106478736,-9.804806,0.15758567
801442896,3,0.106595315,-9.804806,0.15749522
801442906,3,0.10660092,-9.804804,0.15760103
801442916,3,0.10640592,-9.804807,0.15757787
801442926,3,0.10643266,-9.804808,0.15750763
801442936,3,0.10659742,-9.804809,0.15733594
801442946,3,0.10669054,-9.804806,0.15740389
801442956,3,0.10667866,-9.804808,0.15736066
801442966,3,0.10690714,-9.804806,0.15728006
801442976,3,0.10698864,-9.804802,0.15745112
801442986,3,0.10701723,-9.8048,0.1576089
801442996,3,0.106957495,-9.804805,0.15730017
801443006,3,0.10696812,-9.804806,0.1572719
801443016,3,0.10698613,-9.804807,0.15718825
801443026,3,0.106999174,-9.804808,0.15718985
801443036,3,0.106937766,-9.804811,0.1569813
801443046,3,0.10692158,-9.8048115,0.15691891
801443056,3,0.106737874,-9.804816,0.15674438
801443066,3,0.106676236,-9.804816,0.15681851
801443076,3,0.10676981,-9.8048115,0.15705042
801443086,3,0.10685687,-9.80481,0.15709564
801443096,3,0.10677582,-9.804812,0.15697123
801443106,3,0.10673396,-9.804817,0.15672171
801443115,3,0.10684948,-9.804815,0.15675412
801443125,3,0.10686446,-9.804812,0.15690427
801443135,3,0.10676841,-9.8048115,0.15701815
801443145,3,0.10681048,-9.80481,0.1571196
801443155,3,0.106758915,-9.804813,0.15689915
801443165,3,0.10673477,-9.804812,0.15697213
801443175,3,0.106805526,-9.804812,0.15695858
801443185,3,0.10697975,-9.804812,0.1568345
801443195,3,0.10686975,-9.8048115,0.15694132
801443205,3,0.10668871,-9.804813,0.15695056
801443215,3,0.10656044,-9.804814,0.15697174
801443225,3,0.10643479,-9.804815,0.15704064
801443235,3,0.10643812,-9.804814,0.15704091
801443245,3,0.10641417,-9.804812,0.15720612
801443255,3,0.10638533,-9.804815,0.15706778
801443266,3,0.106508456,-9.804812,0.15713458
801443276,3,0.106712624,-9.804809,0.1572631
801443286,3,0.10695468,-9.804804,0.15735488
801443296,3,0.10690141,-9.804804,0.15743314
801443306,3,0.10697951,-9.804805,0.15731567
801443316,3,0.10706814,-9.804804,0.15728597
801443326,3,0.10699489,-9.804806,0.15723597
801443336,3,0.106988035,-9.804806,0.15726484
801443346,3,0.10696015,-9.804807,0.15723254
801443356,3,0.10704581,-9.804806,0.15721671
801443366,3,0.10689794,-9.804808,0.15715565
801443376,3,0.10695968,-9.804808,0.15715839
801443386,3,0.107087776,-9.804808,0.1570404
801443396,3,0.107168026,-9.804809,0.15695582
801443406,3,0.10706517,-9.804809,0.15696773
801443416,3,0.107050136,-9.804807,0.15715271
801443426,3,0.10704077,-9.804806,0.15724471
801443436,3,0.107022665,-9.804806,0.15720847
801443446,3,0.10712926,-9.804801,0.15745881
801443456,3,0.1070877,-9.804799,0.15756138
801443466,3,0.10720548,-9.8048,0.15744878
801443476,3,0.107335284,-9.804799,0.15737896
801443486,3,0.107236765,-9.804801,0.15738533
801443496,3,0.10711754,-9.804801,0.15741058
801443505,3,0.10741332,-9.804798,0.15739785
801443515,3,0.107279696,-9.804798,0.15751836
801443525,3,0.10711026,-9.804803,0.15732186
801443535,3,0.107171394,-9.804803,0.15728039
