Rotation Vector  Non-wakeup,QTI,2025-03-06_18-45-09.848_TGW
imuTimestamp,accuracy(more=better),x*sin(a/2)[],y*sin(a/2)[],z*sin(a/2)[],cos(a/2)[],heading_accuracy[rad]
801441248,3,-0.3090872,-0.6290526,0.63667095,0.3215713,-1.0
801441258,3,-0.3090844,-0.62905836,0.63666403,0.32157633,-1.0
801441268,3,-0.3090802,-0.62906384,0.63667244,0.321553,-1.0
801441278,3,-0.3090689,-0.6290824,0.6366733,0.32152602,-1.0
801441288,3,-0.30906782,-0.62908417,0.636673,0.3215241,-1.0
801441298,3,-0.30906433,-0.6290899,0.63667285,0.32151634,-1.0
801441308,3,-0.30905682,-0.629101,0.6366808,0.3214863,-1.0
801441318,3,-0.3090571,-0.62910026,0.63668245,0.3214841,-1.0
801441328,3,-0.3090552,-0.6291024,0.6366879,0.32147095,-1.0
801441338,3,-0.30904797,-0.62911415,0.63668895,0.32145283,-1.0
801441348,3,-0.30904233,-0.62912345,0.6366891,0.32143968,-1.0
801441358,3,-0.30904377,-0.6291207,0.6366912,0.3214395,-1.0
801441368,3,-0.30904666,-0.62911564,0.63669336,0.3214425,-1.0
801441378,3,-0.30904335,-0.6291204,0.63669723,0.32142863,-1.0
801441388,3,-0.3090415,-0.6291236,0.63669634,0.32142594,-1.0
801441398,3,-0.3090353,-0.6291327,0.63670284,0.32140124,-1.0
801441408,3,-0.30903444,-0.6291347,0.6366995,0.32140478,-1.0
801441418,3,-0.3090323,-0.6291381,0.6367002,0.32139876,-1.0
801441428,3,-0.30903426,-0.6291341,0.6367048,0.32139555,-1.0
801441438,3,-0.3090316,-0.6291399,0.6366963,0.3214036,-1.0
801441448,3,-0.3090276,-0.6291476,0.63668984,0.32140517,-1.0
801441458,3,-0.30902722,-0.6291481,0.6366905,0.32140318,-1.0
801441468,3,-0.3090214,-0.6291576,0.636691,0.3213893,-1.0
801441478,3,-0.30901846,-0.62916344,0.6366851,0.32139236,-1.0
801441488,3,-0.30901232,-0.62917334,0.6366864,0.32137623,-1.0
801441498,3,-0.3090123,-0.6291732,0.63668746,0.32137448,-1.0
801441508,3,-0.30900714,-0.62918174,0.6366874,0.32136285,-1.0
801441518,3,-0.30899966,-0.6291949,0.6366827,0.3213536,-1.0
801441528,3,-0.30899492,-0.62920237,0.6366847,0.32133952,-1.0
801441538,3,-0.3089985,-0.62919694,0.6366817,0.32135275,-1.0
801441548,3,-0.30899483,-0.6292038,0.63667727,0.3213516,-1.0
801441558,3,-0.30898976,-0.6292123,0.636676,0.32134226,-1.0
801441568,3,-0.30898792,-0.62921596,0.6366724,0.32134402,-1.0
801441578,3,-0.3089738,-0.6292401,0.6366676,0.32131994,-1.0
801441588,3,-0.30897087,-0.6292441,0.63667226,0.32130557,-1.0
801441598,3,-0.3089678,-0.62924916,0.6366722,0.32129875,-1.0
801441608,3,-0.30896404,-0.6292558,0.6366697,0.32129437,-1.0
801441618,3,-0.30896392,-0.6292559,0.63667005,0.32129353,-1.0
801441628,3,-0.3089598,-0.6292628,0.63666946,0.32128522,-1.0
801441638,3,-0.30895093,-0.62927777,0.63666767,0.321268,-1.0
801441648,3,-0.3089512,-0.6292773,0.63666767,0.3212686,-1.0
801441658,3,-0.3089436,-0.62929064,0.6366629,0.3212593,-1.0
801441668,3,-0.3089409,-0.6292952,0.63666236,0.32125396,-1.0
801441678,3,-0.30893853,-0.6292986,0.6366651,0.32124418,-1.0
801441688,3,-0.30893022,-0.6293115,0.63667005,0.32121712,-1.0
801441698,3,-0.30892545,-0.6293195,0.63666934,0.3212075,-1.0
801441708,3,-0.30892295,-0.6293234,0.6366705,0.32119992,-1.0
801441718,3,-0.3089199,-0.62932813,0.6366722,0.3211902,-1.0
801441728,3,-0.30891252,-0.6293411,0.6366674,0.32118142,-1.0
801441738,3,-0.3089098,-0.6293452,0.63666964,0.32117152,-1.0
801441748,3,-0.30891067,-0.6293442,0.6366668,0.3211782,-1.0
801441758,3,-0.30889943,-0.62936324,0.63666403,0.32115725,-1.0
801441768,3,-0.30889937,-0.62936276,0.6366676,0.32115117,-1.0
801441778,3,-0.3088975,-0.62936527,0.6366708,0.32114163,-1.0
801441788,3,-0.30889693,-0.62936634,0.6366699,0.32114193,-1.0
801441798,3,-0.30889076,-0.6293762,0.6366719,0.3211246,-1.0
801441808,3,-0.30888894,-0.62937933,0.6366707,0.32112247,-1.0
801441817,3,-0.3088857,-0.62938577,0.6366647,0.32112503,-1.0
801441827,3,-0.30887845,-0.629397,0.63666904,0.3211014,-1.0
801441837,3,-0.30888,-0.6293949,0.6366661,0.32110977,-1.0
801441847,3,-0.30887604,-0.62940174,0.63666445,0.3211035,-1.0
801441857,3,-0.30886775,-0.62941545,0.63666385,0.32108575,-1.0
801441867,3,-0.3088724,-0.6294084,0.63666004,0.3211026,-1.0
801441877,3,-0.3088675,-0.62941724,0.63665545,0.321099,-1.0
801441887,3,-0.3088673,-0.6294175,0.6366565,0.32109675,-1.0
801441897,3,-0.30886295,-0.62942517,0.6366534,0.32109195,-1.0
801441907,3,-0.30886096,-0.6294277,0.6366579,0.32108015,-1.0
801441917,3,-0.30885193,-0.62944275,0.6366569,0.32106134,-1.0
