acc_s001_004 Accelerometer-Uncalibrated Non-wakeup,STMicro,2025-03-06_18-45-09.848_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),acc_uncal_x[m/s^2],acc_uncal_y[m/s^2],acc_uncal_z[m/s^2],acc_bias_x[m/s^2],acc_bias_y[m/s^2],acc_bias_z[m/s^2]
801440454,3,1741275914282176528,0.096311115,-9.759426,0.17138593,0.0,0.0,0.0
801440464,3,1741275914292161371,0.10139586,-9.771989,0.17018951,0.0,0.0,0.0
801440474,3,1741275914302145798,0.102592275,-9.754341,0.17407785,0.0,0.0,0.0
801440484,3,1741275914312130173,0.104985096,-9.764811,0.16450655,0.0,0.0,0.0
801440494,3,1741275914322115017,0.11335997,-9.74836,0.17676978,0.0,0.0,0.0
801440504,3,1741275914332099861,0.11515459,-9.767502,0.17258233,0.0,0.0,0.0
801440514,3,1741275914342084288,0.10109676,-9.762118,0.17826529,0.0,0.0,0.0
801440524,3,1741275914352068663,0.116351,-9.773185,0.16390835,0.0,0.0,0.0
801440534,3,1741275914362053507,0.092422776,-9.743873,0.16660027,0.0,0.0,0.0
801440544,3,1741275914372038350,0.10857433,-9.7681,0.16480567,0.0,0.0,0.0
801440554,3,1741275914382023194,0.10468599,-9.762118,0.17856438,0.0,0.0,0.0
801440564,3,1741275914392007621,0.11515459,-9.771689,0.18155542,0.0,0.0,0.0
801440574,3,1741275914401991996,0.112761766,-9.774082,0.18005991,0.0,0.0,0.0
801440584,3,1741275914411976840,0.106480606,-9.75494,0.17826529,0.0,0.0,0.0
801440594,3,1741275914421961684,0.10857433,-9.760024,0.16959131,0.0,0.0,0.0
801440604,3,1741275914431946528,0.10977074,-9.775578,0.1683949,0.0,0.0,0.0
801440614,3,1741275914441930955,0.097806625,-9.7654085,0.17377874,0.0,0.0,0.0
801440624,3,1741275914451915330,0.09571291,-9.766306,0.17108682,0.0,0.0,0.0
801440634,3,1741275914461900173,0.1058824,-9.759726,0.17796618,0.0,0.0,0.0
801440644,3,1741275914471885017,0.1061815,-9.761819,0.17228323,0.0,0.0,0.0
801440654,3,1741275914481869444,0.109471634,-9.772287,0.18005991,0.0,0.0,0.0
801440663,3,1741275914491853819,0.11964113,-9.766904,0.17826529,0.0,0.0,0.0
801440673,3,1741275914501838663,0.09990034,-9.765109,0.18095721,0.0,0.0,0.0
801440683,3,1741275914511823090,0.103190474,-9.7704935,0.17796618,0.0,0.0,0.0
801440693,3,1741275914521807778,0.10289137,-9.763314,0.1689931,0.0,0.0,0.0
801440703,3,1741275914531792673,0.10348958,-9.763016,0.18005991,0.0,0.0,0.0
801440713,3,1741275914541777048,0.104087785,-9.76152,0.16749759,0.0,0.0,0.0
801440723,3,1741275914551761892,0.119042926,-9.756734,0.17288144,0.0,0.0,0.0
801440733,3,1741275914561746736,0.10797612,-9.767502,0.16630118,0.0,0.0,0.0
801440743,3,1741275914571731580,0.09750752,-9.764811,0.18394823,0.0,0.0,0.0
801440753,3,1741275914581716007,0.109471634,-9.783055,0.17437695,0.0,0.0,0.0
801440763,3,1741275914591700382,0.11455639,-9.763314,0.1689931,0.0,0.0,0.0
801440773,3,1741275914601685225,0.09900304,-9.76152,0.16331014,0.0,0.0,0.0
801440783,3,1741275914611670069,0.09750752,-9.767203,0.17617157,0.0,0.0,0.0
801440793,3,1741275914621654913,0.09571291,-9.779167,0.17766708,0.0,0.0,0.0
801440803,3,1741275914631639340,0.09571291,-9.762118,0.18215363,0.0,0.0,0.0
801440813,3,1741275914641623715,0.09720842,-9.752846,0.17557336,0.0,0.0,0.0
801440823,3,1741275914651608559,0.10289137,-9.774082,0.18155542,0.0,0.0,0.0
801440833,3,1741275914661593403,0.10139586,-9.76152,0.1585245,0.0,0.0,0.0
801440843,3,1741275914671577830,0.101694964,-9.766904,0.18005991,0.0,0.0,0.0
801440853,3,1741275914681562205,0.111864455,-9.765707,0.17826529,0.0,0.0,0.0
801440863,3,1741275914691547048,0.1058824,-9.768997,0.17048861,0.0,0.0,0.0
801440873,3,1741275914701531892,0.118145615,-9.776774,0.17527425,0.0,0.0,0.0
801440883,3,1741275914711516736,0.10767702,-9.774382,0.16570297,0.0,0.0,0.0
801440893,3,1741275914721501163,0.11216356,-9.761221,0.17258233,0.0,0.0,0.0
801440903,3,1741275914731485538,0.10229317,-9.772587,0.17647067,0.0,0.0,0.0
801440913,3,1741275914741470382,0.101694964,-9.764511,0.17377874,0.0,0.0,0.0
801440923,3,1741275914751455225,0.10229317,-9.772287,0.17048861,0.0,0.0,0.0
801440933,3,1741275914761439653,0.11365908,-9.768699,0.17108682,0.0,0.0,0.0
801440943,3,1741275914771424028,0.104087785,-9.765707,0.17557336,0.0,0.0,0.0
801440953,3,1741275914781408871,0.11545369,-9.757931,0.16630118,0.0,0.0,0.0
801440963,3,1741275914791393715,0.11485548,-9.756136,0.1683949,0.0,0.0,0.0
801440973,3,1741275914801378559,0.10079765,-9.759726,0.17198412,0.0,0.0,0.0
801440983,3,1741275914811362986,0.11365908,-9.767502,0.17766708,0.0,0.0,0.0
801440993,3,1741275914821347361,0.106480606,-9.765707,0.16779669,0.0,0.0,0.0
801441003,3,1741275914831332205,0.1160519,-9.765707,0.17527425,0.0,0.0,0.0
801441013,3,1741275914841317048,0.111864455,-9.757631,0.17497516,0.0,0.0,0.0
801441023,3,1741275914851301892,0.109471634,-9.759426,0.16959131,0.0,0.0,0.0
801441033,3,1741275914861286319,0.112761766,-9.77468,0.17407785,0.0,0.0,0.0
801441043,3,1741275914871270694,0.10977074,-9.757931,0.17198412,0.0,0.0,0.0
801441053,3,1741275914881255538,0.10797612,-9.75823,0.17826529,0.0,0.0,0.0
801441063,3,1741275914891240382,0.10707881,-9.755538,0.17587246,0.0,0.0,0.0
801441073,3,1741275914901224809,0.10109676,-9.759426,0.16660027,0.0,0.0,0.0
801441083,3,1741275914911209184,0.10707881,-9.762417,0.17497516,0.0,0.0,0.0
801441093,3,1741275914921194028,0.106480606,-9.754043,0.17018951,0.0,0.0,0.0
801441103,3,1741275914931178871,0.111266255,-9.755538,0.1698904,0.0,0.0,0.0
801441113,3,1741275914941163715,0.11066805,-9.76152,0.17078772,0.0,0.0,0.0
801441123,3,1741275914951148142,0.10677971,-9.754341,0.16570297,0.0,0.0,0.0
801441133,3,1741275914961132517,0.11156536,-9.7812605,0.17437695,0.0,0.0,0.0
801441143,3,1741275914971117361,0.09990034,-9.765707,0.16719848,0.0,0.0,0.0
801441153,3,1741275914981102205,0.1058824,-9.755837,0.16779669,0.0,0.0,0.0
801441163,3,1741275914991087048,0.11246266,-9.777073,0.16480567,0.0,0.0,0.0
801441173,3,1741275915001071475,0.119042926,-9.771091,0.17138593,0.0,0.0,0.0
801441183,3,1741275915011055850,0.116351,-9.763314,0.15672988,0.0,0.0,0.0
801441193,3,1741275915021040694,0.101694964,-9.758529,0.15972091,0.0,0.0,0.0
801441203,3,1741275915031025538,0.11246266,-9.75494,0.15583257,0.0,0.0,0.0
801441213,3,1741275915041009965,0.10079765,-9.775279,0.16360925,0.0,0.0,0.0
801441223,3,1741275915050994340,0.10857433,-9.757033,0.16869399,0.0,0.0,0.0
801441233,3,1741275915060979184,0.104985096,-9.767203,0.17856438,0.0,0.0,0.0
801441243,3,1741275915070964028,0.11216356,-9.770194,0.16660027,0.0,0.0,0.0
801441253,3,1741275915080948871,0.09960124,-9.753743,0.16420746,0.0,0.0,0.0
801441263,3,1741275915090933298,0.10079765,-9.758828,0.17048861,0.0,0.0,0.0
801441273,3,1741275915100917673,0.10139586,-9.762118,0.16061822,0.0,0.0,0.0
801441283,3,1741275915110902517,0.1055833,-9.772287,0.16211374,0.0,0.0,0.0
801441293,3,1741275915120887361,0.102592275,-9.767203,0.16869399,0.0,0.0,0.0
801441303,3,1741275915130872205,0.09810573,-9.763314,0.16390835,0.0,0.0,0.0
801441312,3,1741275915140856632,0.10229317,-9.758529,0.16749759,0.0,0.0,0.0
801441322,3,1741275915150840955,0.101694964,-9.765707,0.16151553,0.0,0.0,0.0
801441332,3,1741275915160825798,0.10348958,-9.763614,0.16450655,0.0,0.0,0.0
801441342,3,1741275915170810642,0.1055833,-9.762716,0.16301104,0.0,0.0,0.0
801441352,3,1741275915180795486,0.098703936,-9.7609215,0.1692922,0.0,0.0,0.0
801441362,3,1741275915190779913,0.10049855,-9.763314,0.17437695,0.0,0.0,0.0
801441372,3,1741275915200764288,0.10438689,-9.763016,0.16570297,0.0,0.0,0.0
801441382,3,1741275915210749132,0.09840483,-9.742975,0.17078772,0.0,0.0,0.0
801441392,3,1741275915220733975,0.09571291,-9.766604,0.16301104,0.0,0.0,0.0
801441402,3,1741275915230718819,0.11784652,-9.752248,0.17018951,0.0,0.0,0.0
801441412,3,1741275915240703246,0.09990034,-9.758529,0.17258233,0.0,0.0,0.0
801441422,3,1741275915250687621,0.111266255,-9.764511,0.16570297,0.0,0.0,0.0
801441432,3,1741275915260672465,0.11395818,-9.7609215,0.16779669,0.0,0.0,0.0
801441442,3,1741275915270657309,0.1160519,-9.770194,0.17318054,0.0,0.0,0.0
801441452,3,1741275915280642153,0.106480606,-9.772886,0.15732808,0.0,0.0,0.0
801441462,3,1741275915290626580,0.10707881,-9.768997,0.1689931,0.0,0.0,0.0
801441472,3,1741275915300610955,0.11425728,-9.765109,0.16121642,0.0,0.0,0.0
801441482,3,1741275915310595798,0.09840483,-9.756734,0.1683949,0.0,0.0,0.0
801441492,3,1741275915320580642,0.100199446,-9.771989,0.16450655,0.0,0.0,0.0
801441502,3,1741275915330565069,0.111266255,-9.763314,0.15792629,0.0,0.0,0.0
801441512,3,1741275915340549444,0.109471634,-9.764811,0.15882361,0.0,0.0,0.0
801441522,3,1741275915350534288,0.09451649,-9.764511,0.16540386,0.0,0.0,0.0
801441532,3,1741275915360519132,0.116650105,-9.762417,0.1692922,0.0,0.0,0.0
801441542,3,1741275915370503975,0.10707881,-9.75823,0.17108682,0.0,0.0,0.0
801441552,3,1741275915380488403,0.10887343,-9.770792,0.15403795,0.0,0.0,0.0
801441562,3,1741275915390472778,0.10707881,-9.763913,0.16031912,0.0,0.0,0.0
801441572,3,1741275915400457621,0.1052842,-9.767502,0.15613168,0.0,0.0,0.0
801441582,3,1741275915410442465,0.1058824,-9.769895,0.15672988,0.0,0.0,0.0
801441592,3,1741275915420427309,0.103190474,-9.766604,0.16091733,0.0,0.0,0.0
801441602,3,1741275915430411736,0.10707881,-9.766306,0.16719848,0.0,0.0,0.0
801441612,3,1741275915440396111,0.10109676,-9.763913,0.16241284,0.0,0.0,0.0
801441622,3,1741275915450380955,0.11545369,-9.763016,0.15702899,0.0,0.0,0.0
801441632,3,1741275915460365798,0.10109676,-9.769297,0.16749759,0.0,0.0,0.0
801441642,3,1741275915470350642,0.1058824,-9.776176,0.16151553,0.0,0.0,0.0
801441652,3,1741275915480335069,0.10767702,-9.760024,0.15343975,0.0,0.0,0.0
801441662,3,1741275915490319444,0.10229317,-9.761221,0.17258233,0.0,0.0,0.0
801441672,3,1741275915500304288,0.10378868,-9.757631,0.15523437,0.0,0.0,0.0
801441682,3,1741275915510289132,0.102592275,-9.762417,0.16360925,0.0,0.0,0.0
801441692,3,1741275915520273975,0.10199407,-9.763913,0.15643078,0.0,0.0,0.0
801441702,3,1741275915530258403,0.10977074,-9.7654085,0.16749759,0.0,0.0,0.0
801441712,3,1741275915540242778,0.10767702,-9.763614,0.15583257,0.0,0.0,0.0
801441722,3,1741275915550227621,0.111266255,-9.7681,0.15613168,0.0,0.0,0.0
801441732,3,1741275915560212465,0.103190474,-9.768997,0.16660027,0.0,0.0,0.0
801441742,3,1741275915570197309,0.10707881,-9.7654085,0.16331014,0.0,0.0,0.0
801441752,3,1741275915580181736,0.103190474,-9.750453,0.15672988,0.0,0.0,0.0
801441762,3,1741275915590166111,0.09960124,-9.7609215,0.17078772,0.0,0.0,0.0
801441772,3,1741275915600150955,0.10438689,-9.764811,0.15433706,0.0,0.0,0.0
801441782,3,1741275915610135798,0.10229317,-9.760024,0.16450655,0.0,0.0,0.0
801441792,3,1741275915620120642,0.10827523,-9.771689,0.16779669,0.0,0.0,0.0
801441802,3,1741275915630105069,0.11306087,-9.771989,0.15463616,0.0,0.0,0.0
801441812,3,1741275915640089444,0.1061815,-9.7704935,0.1594218,0.0,0.0,0.0
801441822,3,1741275915650074288,0.09900304,-9.764212,0.16360925,0.0,0.0,0.0
801441832,3,1741275915660059132,0.1058824,-9.767502,0.15732808,0.0,0.0,0.0
801441842,3,1741275915670043975,0.1058824,-9.764212,0.15224335,0.0,0.0,0.0
801441852,3,1741275915680028403,0.11515459,-9.768699,0.16301104,0.0,0.0,0.0
801441862,3,1741275915690012778,0.10977074,-9.766604,0.16480567,0.0,0.0,0.0
801441872,3,1741275915699997621,0.10348958,-9.75823,0.16002001,0.0,0.0,0.0
801441882,3,1741275915709982465,0.1052842,-9.753445,0.16181463,0.0,0.0,0.0
801441892,3,1741275915719966892,0.10348958,-9.7681,0.15224335,0.0,0.0,0.0
801441902,3,1741275915729951580,0.10348958,-9.753743,0.15972091,0.0,0.0,0.0
801441912,3,1741275915739936475,0.11066805,-9.763314,0.15702899,0.0,0.0,0.0
801441922,3,1741275915749920850,0.11156536,-9.766006,0.13968103,0.0,0.0,0.0
801441932,3,1741275915759905694,0.10139586,-9.767203,0.15403795,0.0,0.0,0.0
801441942,3,1741275915769890538,0.10199407,-9.7681,0.15493527,0.0,0.0,0.0
801441952,3,1741275915779875382,0.10707881,-9.763016,0.148355,0.0,0.0,0.0
801441961,3,1741275915789859809,0.10797612,-9.7681,0.1591227,0.0,0.0,0.0
801441971,3,1741275915799844184,0.10827523,-9.75135,0.15583257,0.0,0.0,0.0
801441981,3,1741275915809829028,0.104985096,-9.756734,0.1698904,0.0,0.0,0.0
801441991,3,1741275915819813455,0.11006984,-9.76152,0.15702899,0.0,0.0,0.0
801442001,3,1741275915829798038,0.10827523,-9.766604,0.16091733,0.0,0.0,0.0
801442011,3,1741275915839783350,0.102592275,-9.767502,0.16002001,0.0,0.0,0.0
801442021,3,1741275915849767778,0.11156536,-9.771989,0.1594218,0.0,0.0,0.0
801442031,3,1741275915859752153,0.109471634,-9.776176,0.1585245,0.0,0.0,0.0
801442041,3,1741275915869736996,0.10707881,-9.755538,0.1594218,0.0,0.0,0.0
801442051,3,1741275915879721423,0.11395818,-9.768699,0.16061822,0.0,0.0,0.0
801442061,3,1741275915889706111,0.10797612,-9.77468,0.17347965,0.0,0.0,0.0
801442071,3,1741275915899691423,0.1061815,-9.761819,0.15463616,0.0,0.0,0.0
801442081,3,1741275915909675850,0.101694964,-9.754341,0.16390835,0.0,0.0,0.0
801442091,3,1741275915919660225,0.102592275,-9.763016,0.15314065,0.0,0.0,0.0
801442101,3,1741275915929645069,0.096909314,-9.767502,0.15074782,0.0,0.0,0.0
801442111,3,1741275915939629496,0.10468599,-9.765707,0.1477568,0.0,0.0,0.0
801442121,3,1741275915949613975,0.11784652,-9.761819,0.16121642,0.0,0.0,0.0
801442131,3,1741275915959599288,0.117547415,-9.768997,0.15164514,0.0,0.0,0.0
801442141,3,1741275915969584132,0.109471634,-9.760324,0.15373886,0.0,0.0,0.0
801442151,3,1741275915979568559,0.110368945,-9.760324,0.15403795,0.0,0.0,0.0
801442161,3,1741275915989552934,0.11395818,-9.763016,0.1594218,0.0,0.0,0.0
801442171,3,1741275915999537778,0.11515459,-9.77139,0.15882361,0.0,0.0,0.0
801442181,3,1741275916009522621,0.09900304,-9.765109,0.15254244,0.0,0.0,0.0
801442191,3,1741275916019507465,0.09900304,-9.777372,0.16420746,0.0,0.0,0.0
801442201,3,1741275916029491892,0.10707881,-9.763614,0.15463616,0.0,0.0,0.0
801442211,3,1741275916039476267,0.10857433,-9.757931,0.16450655,0.0,0.0,0.0
801442221,3,1741275916049461111,0.11096715,-9.763314,0.15463616,0.0,0.0,0.0
801442231,3,1741275916059445955,0.10468599,-9.763016,0.16331014,0.0,0.0,0.0
801442241,3,1741275916069430798,0.11006984,-9.763614,0.16301104,0.0,0.0,0.0
801442251,3,1741275916079415642,0.096311115,-9.763016,0.16450655,0.0,0.0,0.0
801442261,3,1741275916089400069,0.110368945,-9.756435,0.16390835,0.0,0.0,0.0
801442271,3,1741275916099384444,0.102592275,-9.769895,0.14985052,0.0,0.0,0.0
801442281,3,1741275916109369288,0.10378868,-9.766604,0.15403795,0.0,0.0,0.0
