gyro_s001_004 Gyroscope-Uncalibrated Non-wakeup,STMicro,2025-03-06_18-45-09.848_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s]
801440332,3,1741275914159901475,0.0050396346,-0.0025961753,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801440342,3,1741275914169885642,0.0048869182,-0.0018325944,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801440352,3,1741275914179870486,0.003970621,-0.0025961753,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801440361,3,1741275914189855330,0.0051923506,-0.0021380268,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801440371,3,1741275914199840173,0.0051923506,-0.0021380268,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801440381,3,1741275914209824809,0.004734202,-0.0021380268,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801440391,3,1741275914219808975,0.0048869182,-0.0018325944,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801440401,3,1741275914229793819,0.0048869182,-0.0016798781,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801440411,3,1741275914239778663,0.0048869182,-0.002290743,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801440421,3,1741275914249763298,0.005345067,-0.0029016077,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801440431,3,1741275914259747465,0.0048869182,-0.0024434591,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801440441,3,1741275914269732309,0.0048869182,-0.0019853106,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801440451,3,1741275914279717153,0.0056504994,-0.0024434591,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801440461,3,1741275914289701996,0.0051923506,-0.0025961753,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801440471,3,1741275914299686632,0.005497783,-0.0012217296,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801440481,3,1741275914309670798,0.004581486,-0.0016798781,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801440491,3,1741275914319655642,0.0044287695,-0.0024434591,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801440501,3,1741275914329640486,0.0051923506,-0.0021380268,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801440511,3,1741275914339625121,0.004581486,-0.002290743,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801440521,3,1741275914349609288,0.0048869182,-0.0025961753,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801440531,3,1741275914359594132,0.005497783,-0.0019853106,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801440541,3,1741275914369578975,0.0056504994,-0.0024434591,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801440551,3,1741275914379563819,0.0051923506,-0.0016798781,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801440561,3,1741275914389548455,0.0050396346,-0.0025961753,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801440571,3,1741275914399532621,0.0044287695,-0.0024434591,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801440581,3,1741275914409517465,0.0051923506,-0.0013744457,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801440591,3,1741275914419502309,0.0048869182,-0.0018325944,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801440601,3,1741275914429487153,0.0050396346,-0.0013744457,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801440611,3,1741275914439471788,0.0051923506,-0.0021380268,3.054324E-4,0.0053031044,-0.0022775796,0.0014542363
801440621,3,1741275914449455955,0.004581486,-0.0018325944,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801440631,3,1741275914459440798,0.0050396346,-0.002290743,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801440641,3,1741275914469425642,0.0048869182,-0.0010690134,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801440651,3,1741275914479410278,0.0050396346,-0.0021380268,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801440661,3,1741275914489394444,0.0051923506,-0.002290743,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801440671,3,1741275914499379288,0.004581486,-0.0019853106,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801440681,3,1741275914509363923,0.005497783,-0.002290743,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801440691,3,1741275914519348194,0.0058032153,-0.0024434591,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801440701,3,1741275914529333507,0.004581486,-0.0024434591,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801440711,3,1741275914539317673,0.005345067,-0.0012217296,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801440721,3,1741275914549302517,0.0051923506,-0.0016798781,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801440731,3,1741275914559287361,0.005497783,-0.0021380268,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801440741,3,1741275914569272205,0.0050396346,-0.0025961753,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801440751,3,1741275914579256840,0.0050396346,-0.0019853106,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801440761,3,1741275914589241007,0.0048869182,-0.0013744457,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801440771,3,1741275914599225850,0.0044287695,-0.0024434591,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801440781,3,1741275914609210694,0.0056504994,-0.0024434591,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801440791,3,1741275914619195538,0.0051923506,-0.0025961753,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801440801,3,1741275914629180173,0.005345067,-0.0021380268,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801440811,3,1741275914639164340,0.0048869182,-0.0021380268,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801440821,3,1741275914649149184,0.005497783,-0.002290743,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801440831,3,1741275914659134028,0.004581486,-0.0025961753,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801440841,3,1741275914669118663,0.0051923506,-0.0018325944,6.108648E-4,0.0053031044,-0.0022775796,0.0014542363
801440851,3,1741275914679102830,0.0051923506,-0.0027488915,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801440861,3,1741275914689087673,0.0048869182,-0.0021380268,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801440871,3,1741275914699072517,0.004734202,-0.002290743,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801440881,3,1741275914709057361,0.004581486,-0.0016798781,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801440891,3,1741275914719041996,0.0050396346,-0.0013744457,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801440901,3,1741275914729026163,0.0050396346,-0.0025961753,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801440911,3,1741275914739011007,0.0051923506,-0.0016798781,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801440921,3,1741275914748995850,0.005345067,-0.002290743,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801440931,3,1741275914758980486,0.0056504994,-0.0019853106,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801440941,3,1741275914768964653,0.005345067,-0.0027488915,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801440951,3,1741275914778949496,0.0058032153,-0.0024434591,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801440961,3,1741275914788934340,0.004734202,-0.0021380268,3.054324E-4,0.0053031044,-0.0022775796,0.0014542363
801440971,3,1741275914798919184,0.004581486,-0.0018325944,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801440981,3,1741275914808903819,0.005497783,-0.0021380268,1.527162E-4,0.0053031044,-0.0022775796,0.0014542363
801440991,3,1741275914818887986,0.0050396346,-0.0013744457,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801441001,3,1741275914828872830,0.003970621,-0.0021380268,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801441010,3,1741275914838857673,0.0056504994,-0.0024434591,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801441020,3,1741275914848842517,0.0048869182,-0.0024434591,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801441030,3,1741275914858827153,0.005497783,-0.0019853106,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801441040,3,1741275914868811319,0.004581486,-0.0025961753,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801441050,3,1741275914878796163,0.004581486,-0.0013744457,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801441060,3,1741275914888781007,0.005345067,-0.0019853106,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801441070,3,1741275914898765642,0.004734202,-0.0015271619,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801441080,3,1741275914908749809,0.0051923506,-0.0024434591,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801441090,3,1741275914918734653,0.005345067,-0.0015271619,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801441100,3,1741275914928719496,0.0042760535,-0.002290743,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801441110,3,1741275914938704340,0.004581486,-0.0016798781,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801441120,3,1741275914948688975,0.0048869182,-0.0012217296,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801441130,3,1741275914958673142,0.0050396346,-0.0013744457,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801441140,3,1741275914968657986,0.0051923506,-0.0025961753,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801441150,3,1741275914978642830,0.004581486,-0.0016798781,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801441160,3,1741275914988627673,0.0056504994,-0.0013744457,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801441170,3,1741275914998612309,0.0051923506,-0.0025961753,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801441180,3,1741275915008596475,0.0050396346,-0.0016798781,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801441190,3,1741275915018581319,0.0051923506,-0.002290743,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801441200,3,1741275915028566163,0.0056504994,-0.002290743,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801441210,3,1741275915038550798,0.0051923506,-0.0012217296,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801441220,3,1741275915048534965,0.005345067,-0.0025961753,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801441230,3,1741275915058519809,0.004581486,-0.0013744457,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801441240,3,1741275915068504653,0.0050396346,-0.0018325944,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801441250,3,1741275915078489496,0.0048869182,-0.0016798781,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801441260,3,1741275915088474132,0.005345067,-0.0019853106,6.108648E-4,0.0053031044,-0.0022775796,0.0014542363
801441270,3,1741275915098458298,0.004581486,-0.0016798781,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801441280,3,1741275915108443142,0.0050396346,-0.0013744457,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801441290,3,1741275915118427986,0.0048869182,-0.0016798781,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801441300,3,1741275915128412830,0.0050396346,-0.0015271619,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801441310,3,1741275915138397465,0.0051923506,-0.0021380268,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801441320,3,1741275915148381580,0.0056504994,-0.002290743,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801441330,3,1741275915158366423,0.005345067,-0.0015271619,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801441340,3,1741275915168351267,0.005497783,-0.0016798781,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801441350,3,1741275915178336111,0.0051923506,-0.0013744457,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801441360,3,1741275915188320746,0.0051923506,-0.0013744457,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801441370,3,1741275915198304913,0.0051923506,-0.0019853106,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801441380,3,1741275915208289757,0.0051923506,-0.002290743,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801441390,3,1741275915218274600,0.005345067,-0.0019853106,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801441400,3,1741275915228259444,0.004123337,-0.002290743,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801441410,3,1741275915238244080,0.005345067,-0.0021380268,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801441420,3,1741275915248228246,0.0048869182,-0.0019853106,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801441430,3,1741275915258213090,0.0048869182,-0.002290743,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801441440,3,1741275915268197934,0.0048869182,-0.0024434591,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801441450,3,1741275915278182778,0.0044287695,-0.0013744457,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801441460,3,1741275915288167413,0.005497783,-0.0013744457,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801441470,3,1741275915298151580,0.0051923506,-0.0025961753,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801441480,3,1741275915308136423,0.004123337,-0.0012217296,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801441490,3,1741275915318121267,0.0058032153,-0.0029016077,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801441500,3,1741275915328105903,0.0044287695,-0.0018325944,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801441510,3,1741275915338090069,0.005345067,-0.0018325944,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801441520,3,1741275915348074913,0.005497783,-0.0021380268,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801441530,3,1741275915358059757,0.004734202,-0.0016798781,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801441540,3,1741275915368044600,0.0056504994,-0.0012217296,6.108648E-4,0.0053031044,-0.0022775796,0.0014542363
801441550,3,1741275915378029236,0.0050396346,-0.0016798781,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801441560,3,1741275915388013403,0.004734202,-0.0018325944,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801441570,3,1741275915397998246,0.0051923506,-0.0019853106,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801441580,3,1741275915407983090,0.0050396346,-0.0025961753,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801441590,3,1741275915417967934,0.0048869182,-0.0025961753,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801441600,3,1741275915427952569,0.005497783,-0.0018325944,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801441610,3,1741275915437936736,0.005345067,-0.0029016077,6.108648E-4,0.0053031044,-0.0022775796,0.0014542363
801441620,3,1741275915447921580,0.005345067,-0.002290743,4.581486E-4,0.0053031044,-0.0022775796,0.0014542363
801441630,3,1741275915457906423,0.004581486,-0.0019853106,0.0024434591,0.0053031044,-0.0022775796,0.0014542363
801441640,3,1741275915467891267,0.005497783,-0.0013744457,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801441650,3,1741275915477875903,0.0050396346,-0.0027488915,4.581486E-4,0.0053031044,-0.0022775796,0.0014542363
801441659,3,1741275915487860069,0.0042760535,-9.162972E-4,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801441669,3,1741275915497844913,0.0048869182,-0.0015271619,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801441679,3,1741275915507829757,0.0051923506,-0.002290743,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801441689,3,1741275915517814600,0.0050396346,-0.0018325944,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801441699,3,1741275915527799236,0.004734202,-0.0025961753,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801441709,3,1741275915537783403,0.0051923506,-0.0018325944,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
