baro_s002_001 Pressure Sensor Non-wakeup,Goertek,2025-03-06_18-45-09.848_TGW
imuTimestamp,accuracy(more=better),pressure[millibar]
801472590,3,977.16656
801472622,3,977.16656
801472653,3,977.181
801472684,3,977.16284
801472715,3,977.1757
801472747,3,977.1869
801472778,3,977.1746
801472809,3,977.1965
801472840,3,977.1773
801472872,3,977.1576
801472903,3,977.1539
801472934,3,977.1576
801472965,3,977.1479
801472997,3,977.1539
801473028,3,977.1479
801473059,3,977.15027
801473090,3,977.1705
801473122,3,977.15985
801473153,3,977.1662
801473184,3,977.16895
801473215,3,977.1475
801473247,3,977.16895
801473278,3,977.1545
801473309,3,977.1522
801473340,3,977.15027
801473372,3,977.1705
801473403,3,977.1705
801473434,3,977.1716
801473465,3,977.17413
801473497,3,977.16895
801473528,3,977.1705
801473559,3,977.1705
801473590,3,977.16895
801473622,3,977.15027
801473653,3,977.1545
801473684,3,977.1625
801473715,3,977.1567
801473747,3,977.156
801473778,3,977.15027
801473809,3,977.15985
801473840,3,977.156
801473872,3,977.16895
801473903,3,977.1443
801473934,3,977.15027
801473965,3,977.1534
801473997,3,977.1438
801474028,3,977.1443
801474059,3,977.15027
801474090,3,977.1511
801474122,3,977.1511
801474153,3,977.14844
801474184,3,977.167
801474215,3,977.16815
801474247,3,977.1448
801474278,3,977.1574
801474309,3,977.1574
801474340,3,977.13776
801474372,3,977.1479
801474403,3,977.1479
801474434,3,977.1334
801474466,3,977.14307
801474497,3,977.14307
801474528,3,977.13776
801474559,3,977.14105
801474590,3,977.13995
801474622,3,977.142
801474653,3,977.134
801474684,3,977.1292
801474715,3,977.142
801474747,3,977.1314
801474778,3,977.1266
801474809,3,977.1351
801474840,3,977.1192
801474872,3,977.1127
801474903,3,977.1121
801474934,3,977.1196
801474966,3,977.1164
801474997,3,977.1314
801475028,3,977.1266
801475059,3,977.1281
801475090,3,977.1304
801475122,3,977.13135
801475153,3,977.1388
801475184,3,977.13135
801475215,3,977.13715
801475247,3,977.15
801475278,3,977.1479
801475309,3,977.1506
801475340,3,977.142
801475372,3,977.13135
801475403,3,977.1425
801475435,3,977.1414
801475465,3,977.1334
801475497,3,977.1116
801475528,3,977.13715
801475559,3,977.142
801475590,3,977.1191
801475622,3,977.1361
801475653,3,977.1116
801475684,3,977.13086
801475715,3,977.1116
801475747,3,977.13086
801475778,3,977.1116
801475809,3,977.1164
801475840,3,977.11584
801475872,3,977.1105
801475903,3,977.12494
801475934,3,977.1142
801475966,3,977.1191
801475997,3,977.1361
801476028,3,977.11804
801476059,3,977.12714
801476090,3,977.13086
801476122,3,977.11945
801476153,3,977.1211
801476184,3,977.10504
801476215,3,977.11304
801476247,3,977.10767
801476278,3,977.1168
801476309,3,977.12054
801476340,3,977.1094
801476372,3,977.1323
801476403,3,977.12744
801476434,3,977.1302
801476466,3,977.12634
801476497,3,977.12744
801476528,3,977.13605
801476559,3,977.1249
801476590,3,977.13495
801476622,3,977.1249
801476653,3,977.13495
801476684,3,977.11945
801476716,3,977.1323
801476747,3,977.1094
801476778,3,977.12
801476809,3,977.13495
801476840,3,977.1152
801476872,3,977.1157
801476903,3,977.13495
801476934,3,977.1222
801476965,3,977.1222
801476997,3,977.1323
801477028,3,977.1249
801477059,3,977.1099
801477090,3,977.13336
801477122,3,977.1156
801477153,3,977.08356
801477184,3,977.10596
801477215,3,977.09357
801477247,3,977.0878
801477278,3,977.09845
801477309,3,977.09314
801477340,3,977.0942
801477372,3,977.07666
801477403,3,977.0895
801477434,3,977.0846
801477465,3,977.09906
801477497,3,977.083
801477528,3,977.0969
801477559,3,977.0895
801477590,3,977.09045
801477622,3,977.09045
801477653,3,977.09045
801477684,3,977.08356
801477715,3,977.09045
801477747,3,977.0717
801477778,3,977.083
801477809,3,977.0824
801477840,3,977.06757
801477872,3,977.08356
801477903,3,977.09845
801477934,3,977.07825
801477965,3,977.0717
801477997,3,977.07874
801478028,3,977.08356
801478059,3,977.0958
801478090,3,977.08356
801478122,3,977.07874
801478153,3,977.0861
801478184,3,977.1006
801478215,3,977.0798
801478247,3,977.10535
801478278,3,977.0963
801478309,3,977.1219
801478340,3,977.1106
801478372,3,977.108
801478403,3,977.09674
801478434,3,977.10266
